Iteration	Posterior	Likelihood	Prior	ex0	ex1	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	sp0	sp1	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
46	-1225.161	-1229.428	4.266459	0.0005032852	0.4515955	0.00047029	0.421989	0.00053628	0.481202	0.934441	1.06556	0.09733721	0.936456	1.06786	0.000503285	0.451595	0.01880326	0.0188033	0.0188033	0.1067906	0.07442608	0.00806761	0.0056226	0.205514	0.14323	0.075546	1.92445	2.400077	0.198131	5.04717	0.106791	0.0744261	0.068084	0.00316685
47	-1228.088	-1231.98	3.891849	0.0005032852	0.5620359	0.000398814	0.445369	0.000607756	0.678703	0.792421	1.20758	0.3122949	0.810066	1.23447	0.000503285	0.562036	0.02542759	0.0254276	0.0254276	0.1067906	0.01205563	0.0189866	0.0021434	0.194595	0.0219679	0.177792	1.82221	1.725146	0.312362	3.20142	0.106791	0.0120556	0.0702745	0.0161176
48	-1225.992	-1230.047	4.054977	0.0005032852	0.3118501	0.000363891	0.225478	0.000642679	0.398223	0.723032	1.27697	0.4216448	0.752469	1.32896	0.000503285	0.31185	0.02542759	0.0254276	0.0254276	0.1040598	0.03649692	0.0185011	0.00648888	0.189619	0.066505	0.177792	1.82221	1.725146	0.312362	3.20142	0.10406	0.0364969	0.0702745	0.00947523
49	-1225.738	-1228.83	3.092209	0.0005032852	0.4385397	0.000363891	0.317078	0.000642679	0.560001	0.723032	1.27697	0.4216448	0.752469	1.32896	0.000503285	0.43854	0.02542759	0.0254276	0.0254276	0.1040598	0.05358398	0.0159944	0.00823609	0.192125	0.0989319	0.153704	1.8463	1.842805	0.288531	3.46583	0.10406	0.053584	0.0784283	0.00161743
50	-1228.797	-1229.948	1.150655	0.008846109	0.4385397	0.00639602	0.317078	0.0112962	0.560001	0.723032	1.27697	0.4216448	0.752469	1.32896	0.00884611	0.43854	0.02542759	0.0254276	0.0254276	0.1040598	0.1087481	0.00410774	0.00429281	0.204012	0.213203	0.0394748	1.96053	2.895008	0.141897	7.04736	0.10406	0.108748	0.0514175	0.00161743
51	-1228.63	-1233.31	4.680842	0.008846109	0.367576	0.00740992	0.307899	0.0102823	0.427253	0.837647	1.16235	0.2428538	0.84891	1.17798	0.00884611	0.367576	0.01705284	0.0170528	0.0170528	0.09815044	0.1087481	0.00580156	0.00642798	0.190499	0.211068	0.0591088	1.94089	2.588269	0.174512	5.73026	0.0981504	0.108748	0.035734	0.00620194
52	-1233.219	-1232.482	-0.7368723	0.008846109	0.702755	0.00701339	0.55716	0.0106788	0.84835	0.792822	1.20718	0.3116735	0.810405	1.23395	0.00884611	0.702755	0.03261169	0.0326117	0.0326117	0.09861613	0.334341	0.00582908	0.0197625	0.191403	0.648919	0.0591088	1.94089	2.588269	0.174512	5.73026	0.0986161	0.334341	0.0494151	0.00476587
53	-1231.441	-1233.031	1.589799	0.03312821	0.7048025	0.0262648	0.558783	0.0399916	0.850822	0.792822	1.20718	0.3116735	0.810405	1.23395	0.0331282	0.704802	0.02535243	0.0253524	0.0253524	0.1217388	0.2568181	0.0336859	0.0710632	0.209792	0.442573	0.276706	1.72329	1.355867	0.40071	2.49557	0.121739	0.256818	0.0494151	0.000201966
54	-1230.926	-1233.338	2.411259	0.03312821	0.7048025	0.0323593	0.688445	0.0338971	0.72116	0.976791	1.02321	0.03441606	0.977054	1.02348	0.0331282	0.704802	0.03315446	0.0331545	0.0331545	0.1217388	0.05321083	0.0336859	0.0147238	0.209792	0.0916979	0.276706	1.72329	1.355867	0.40071	2.49557	0.121739	0.0532108	0.0494151	0.00206054
55	-1230.288	-1229.212	-1.0766	0.03312821	0.2883641	0.0272687	0.23736	0.0389877	0.339368	0.823127	1.17687	0.265019	0.836313	1.19572	0.0331282	0.288364	0.0417203	0.0417203	0.0417203	0.1164118	0.05321083	0.0119923	0.00548158	0.220831	0.10094	0.103016	1.89698	2.15951	0.233035	4.2912	0.116412	0.0532108	0.0527937	0.0111435
56	-1230.829	-1231.389	0.5600776	0.03312821	0.6953078	0.0324558	0.681194	0.0338006	0.709421	0.979702	1.0203	0.03009785	0.979904	1.02051	0.0331282	0.695308	0.01905397	0.019054	0.019054	0.1164118	0.05321083	0.0076773	0.00350923	0.225146	0.102912	0.0659495	1.93405	2.504472	0.18466	5.41537	0.116412	0.0532108	0.0639088	0.00136323
57	-1232.516	-1233.67	1.153743	0.03312821	0.6953078	0.0328491	0.689449	0.0334074	0.701167	0.991574	1.00843	0.01249295	0.991609	1.00846	0.0331282	0.695308	0.007672773	0.00767277	0.00767277	0.1164118	0.01861994	0.0076773	0.00122798	0.225146	0.0360119	0.0659495	1.93405	2.504472	0.18466	5.41537	0.116412	0.0186199	0.0777991	0.00269054
