(Intercept),SOCSOG,SOCSOL
-301.71297502896,-67.0003207590607,-91.3659210974001
-174.959816654024,-30.1121897866478,-130.222772096538
8.06945005785019,-6.5095795494417,-172.909845727911
-83.0879724694823,-43.7835795628271,-135.932531196893
-159.996775299063,-164.362967029781,-212.83659140722
-157.438036368985,-32.9189895581949,-120.444219941652
-237.213939847607,-63.9088328518374,-179.097903258869
-64.1189684380661,-73.1410340862931,-158.982666153504
-338.437393081396,-5.86038688808912,-132.441074326169
-290.846677000087,-31.8559274794243,-88.0322926443769
-169.882628797255,-1.40658816731593,-127.723291997556
-264.901076732291,-61.5004327576817,-119.431361587281
-78.5202660205941,-34.991453855393,-88.3337637778022
217.242200225257,-58.2921070921875,-134.911111694848
-148.607315632762,-29.3822114774957,-114.131603943184
-45.3331093248271,4.11177894051798,-152.26578460497
-202.540613679463,-27.9793123078389,-116.195287358802
6.85408101737266,-2.95970834339823,-120.320810748366
-330.347382561304,-51.1341694735979,-187.58031839638
-41.6723216866085,-25.6125012014613,-122.530039158184
-37.800575670457,-44.588438010047,-87.197859300526
-201.310372071472,-59.1116638139065,-169.641476360775
277.15129747492,-69.1845469953769,-278.242128770245
-31.6960163610638,-131.247223086069,-159.642978317032
-25.3056600278496,-52.3204865129146,-91.1300586947473
-201.810030957346,-72.2720343402907,-155.444032510568
243.989615675338,-74.0790579892891,-231.845627104398
-59.6556312835673,-117.382478091902,-145.059621535169
-79.7880304538448,-90.4124728113529,-193.266069628899
-223.384024488449,-58.4261029217305,-74.6150847596873
-144.126880909156,-90.5755821864732,-134.639648205412
-132.544182809837,-43.3055933224969,-99.8734713040758
194.000137410098,-7.78308037320676,-96.3051039460988
112.901847084227,-15.33565993917,-90.3750238691136
-13.5572482331772,-76.1781533947506,-126.335508063232
-15.5373186537399,-30.5511969619583,-106.326830921975
-145.191101633762,-21.1085447303485,-69.6892697368021
-143.359086574608,-24.22308814383,-88.2192734500131
-9.15536713795154,-16.266494774929,-84.1523772038927
23.4071683871007,-44.3506940983352,-87.8723866556829
55.2726918360495,-66.6053066792374,-153.895657147557
-122.522042416502,-36.7121881448693,-70.2068476050481
-209.479982480384,14.2143269998196,-87.4072830019522
-334.491919695109,-65.2014555562273,-178.577009030167
-138.925947510637,5.70266966463532,-69.4453828742553
-11.6229771262006,-7.05452227617934,-73.8772077884205
6.00128980333102,-109.692509803288,-169.689754940609
38.8855771710223,-0.981733062915737,-91.3522938687456
88.8308609306769,-111.554376274464,-160.706700350827
-50.6295009543537,-130.968835708583,-171.011597128068
-86.9249486086774,-78.3007176804795,-238.085012754949
-225.571775277509,-20.6437860291626,-109.686964767083
302.837523666814,-109.707317631313,-151.405869172522
-84.889140681662,-98.7127535246545,-150.758994250224
-444.45519729369,-37.7208657535084,-142.714254051335
-59.5028575831748,-36.5650490447556,-198.226699894913
26.3363441199181,-10.9612369464157,-32.9334037689077
-200.30615269838,-19.7084825287748,-97.5224887572404
-105.176033706666,-54.1367748513876,-135.827062733792
-30.4104636205157,-16.0643738054496,-122.131842643503
-444.526361467819,-88.0677551815588,-144.672044180508
-172.581362799971,-154.992671636734,-180.867487471798
-153.085744657074,-98.9157048498801,-205.836776884127
-95.7738789386931,-69.8828162332866,-66.7784826296374
108.303584028574,-51.9070863636443,-105.13360221537
-120.390936407297,-75.1458166918019,-108.346158297514
108.146409020541,-1.708925409519,-187.317681634648
-20.8015060622056,-111.528973192384,-161.647009241522
56.3264248102496,-46.5475556226156,-98.545826527612
133.173212302208,-91.9784437710878,-63.9584613041443
235.57568609259,-43.2837842609151,-253.649895370472
128.223530901611,-68.0360021074302,-202.533698181687
-16.7224973340635,-18.1343741134115,-141.832311764563
-50.9028283869557,-89.1374069951416,-139.423431672614
-376.216847359934,3.07828780193813,-119.792587672018
-5.88657744563534,-24.7693361670244,-197.689204381735
49.9902380145068,-102.356000799977,-157.031994760895
-64.4716134863629,-47.1209180793812,-156.651699253809
243.046074629296,-28.0985477554675,-166.878286177947
-25.2284310878167,-50.434857504617,-100.230851365035
-284.802116522224,-32.401825039633,-101.456114420605
-23.9942760853883,-52.5661853347101,-187.611797130594
-76.703549275393,-26.5708918546297,-136.593652642157
-254.023290399826,-32.8876653155894,-77.7949656578712
-137.122650373283,-68.3833572803051,-93.6880714977597
-135.396973932809,-89.3526899216231,-121.200696021682
21.7738258966419,-22.1425639425142,-84.2599703432024
52.0878892990513,-56.1352486031683,-101.951925859132
-48.7691081364173,-44.430196377667,-116.065885437682
212.137598414673,-32.7882766717958,-103.348179842753
-44.2872822927893,-8.26164034928661,-158.878452953742
-1.75757457868895,-72.0275687251997,-157.314573151241
296.955419890393,-74.810193387937,-203.0413719801
