(Intercept),SOCSOG,SOCSOL
-135.034781683615,-84.1545957312337,-138.003993583799
167.528397383387,-40.6967758381506,-128.903485286355
-281.210226943862,48.6128575897164,-123.354668390265
-164.055898390405,-56.6530504610273,-238.355828026368
-154.750995107825,-55.6285670135694,-128.463654610969
-96.798785824998,15.7741246656369,-95.9202111931663
-201.250236857086,-27.6468712516435,-79.4625015871134
-524.906130614174,-33.6294516523485,-103.234551099893
-7.15010460072608,-68.5700805640922,-137.451060802263
-222.859360713002,-93.1455152673298,-225.140700372714
14.2237574545798,-89.2254025805596,-164.063426476278
-14.9228889129663,-166.408143610228,-114.871480236048
-216.773541250717,12.4605174656317,-159.980154883982
-367.991203529295,-30.9997670021985,-59.7785952181439
-64.7128162287408,-53.3435547131085,-181.754150683701
-78.1360684152969,-28.4446694539947,-165.652497318265
-123.890649788926,-58.6581640410586,-130.850139845497
234.862509736733,-58.0689470529396,-173.590145291659
127.606559931464,-177.459337518041,-292.191988563136
-14.8928815192776,-94.0857761068764,-202.904593147352
72.5104140450421,-90.2665106660943,-226.917923013636
-412.762138058706,-11.0518589450221,-192.943245114126
-165.741992911833,-88.0460297320674,-138.875672475111
111.67747989151,-88.2003772181488,-176.053658773202
-70.1374741865366,-66.2261053409165,-87.7621622527513
227.555755920373,-76.2742330667097,-69.3153236812504
-44.5898967622561,-53.1756653262273,-106.061843105941
-99.3022249715286,1.70476023072843,-115.183593473077
-146.527814913949,-127.452666277502,-100.004047516151
-89.3441888068919,-17.5550577607646,-158.911235667329
-25.537551441812,-104.210703799421,-136.348038550728
-4.54254327634408,-53.7192510670338,-58.3780681042117
-16.5712086011554,-48.153844095621,-86.6723904023384
-131.655518655323,-65.54955225698,-117.165565994515
-8.73528623368838,-34.0089531827034,-97.4255682115327
-159.20368834458,-82.9635557503134,-157.419763260346
-8.07193148755738,-42.4585097101226,-117.433468811476
-29.4586677240586,-61.1411119544064,-100.595741392161
-93.4216352531366,10.1440000995208,-197.555484250712
-42.6614101189043,-90.7384154642496,-174.288320984356
-64.2685532983887,-93.5407553196346,-165.162565126899
-11.1008595745661,-13.0768790322472,-120.471202702087
-255.563753189661,-50.565144521679,-126.279528389714
107.246430858926,-79.1483982147438,-119.423357635853
-94.4299459089889,-108.714943438892,-136.023141012061
15.4593910264957,-3.03992923726037,-78.7047750045531
80.7146379434853,80.5604154986286,-159.076663345259
186.88100865743,-19.1800549377949,-128.981539933906
-32.3371483686788,-17.9479607644816,-120.013181855378
-23.8568791608632,-46.7019619791972,-202.762959540466
-379.2262978202,-133.390305420151,-208.873947852524
167.019743183588,-52.0531901390059,-245.067650782017
-278.397985727308,-217.483495497145,-249.160123057916
163.121117625094,-34.5250024215202,-169.430454848887
139.251183547312,-101.022055344176,-152.206490081473
-2.81643343432734,37.556189916133,-53.925410211843
86.3847921773704,-25.8567399912863,-108.68014138897
-185.088317980393,-43.397726517218,-201.138098986194
-97.1702442531023,-11.4263217101688,-74.5690964522619
-149.597805577563,-36.3822338568789,-52.9189209150136
-272.540832158011,-63.0252522083974,-105.648102026062
-34.4154415226367,-98.1767589476076,-163.73503284654
-92.299581596315,-15.9049951952984,-101.570852841593
56.0991532668722,-70.4814634624927,-102.824997824526
-66.300737232712,-20.8734360455255,-40.9467313044406
-53.1502065549594,-34.5606412903289,-73.5659968600521
24.9435848184039,-37.966103750412,-70.9252264357565
13.2154464466439,-20.6128131584846,-41.5974365822767
41.6099038481225,-32.3726425524037,-53.2904391486372
-107.048500426055,-25.2247387190318,-45.5795656811206
-62.1721163720463,-46.2549908729852,-72.2245128055947
40.7991989278817,-18.5728682641893,-48.4806423423797
-94.3050771302569,-25.7902242320706,-34.3026214473357
-40.9802340816241,14.4850802411311,-90.7049418909519
-243.170064404781,-14.316810795397,-60.9671235072456
-60.2933112035244,-62.3496572534332,-110.727457774468
87.8590680396301,-26.0524381719079,-104.606685076091
36.1173929684228,-26.7657053887306,-93.2743500063516
-311.463222622537,-39.7027498758137,-232.506004582057
-103.039277768883,-64.484599396339,-113.46206715476
