Iteration	Posterior	Likelihood	Prior	ex0	ex1	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	sp0	sp1	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
45	-792.9023	-805.0492	12.14684	0.02371718	0.01464752	0.000428608	0.000264704	0.0470058	0.0290303	0.0180716	1.98193	3.482249	0.0954893	10.4724	0.0237172	0.0146475	0.00541781	0.00541781	0.00541781	0.1944676	0.0004711145	0.0729846	0.000176811	0.315951	0.000765418	0.375304	1.6247	1.086257	0.480624	2.08063	0.194468	0.000471115	0.0231786	0.00495115
46	-798.1366	-804.8532	6.716583	0.02503814	0.01464752	0.00045248	0.000264704	0.0496238	0.0290303	0.0180716	1.98193	3.482249	0.0954893	10.4724	0.0250381	0.0146475	0.01932912	0.0193291	0.0193291	0.2421735	0.05293809	0.0816252	0.0178429	0.402722	0.0880333	0.337052	1.66295	1.183197	0.450204	2.22121	0.242174	0.0529381	0.0101889	0.00714951
47	-782.9372	-804.4801	21.5429	0.006570668	0.0002233378	0.00336651	0.000114428	0.00977483	0.000332248	0.512354	1.48765	0.7901778	0.586861	1.70398	0.00657067	0.000223338	0.006910239	0.00691024	0.00691024	0.2421735	0.001378635	0.0816252	0.000464672	0.402722	0.0022926	0.337052	1.66295	1.183197	0.450204	2.22121	0.242174	0.00137863	0.0101889	0.00714951
48	-792.7199	-803.4211	10.70117	0.006570668	0.1269665	0.00506982	0.0979653	0.00807152	0.155968	0.771584	1.22842	0.3447319	0.792535	1.26177	0.00657067	0.126967	0.006910239	0.00691024	0.00691024	0.2154116	0.1074614	0.0772071	0.038516	0.353616	0.176407	0.358417	1.64158	1.128053	0.467264	2.14012	0.215412	0.107461	0.0285476	0.00164709
49	-790.6536	-802.5892	11.93566	0.002081751	0.1269665	0.00152501	0.0930108	0.00263849	0.160922	0.732561	1.26744	0.4063859	0.760254	1.31535	0.00208175	0.126967	0.009658037	0.00965804	0.00965804	0.2028998	0.007625875	0.0727227	0.00273324	0.333077	0.0125185	0.358417	1.64158	1.128053	0.467264	2.14012	0.2029	0.00762588	0.0115642	0.044964
50	-790.357	-802.6494	12.29241	0.0002301402	0.1062183	7.84985e-05	0.03623	0.000381782	0.176207	0.34109	1.65891	1.172568	0.453443	2.20535	0.00023014	0.106218	0.01191808	0.0119181	0.0119181	0.2134291	0.07737121	0.0712499	0.0258292	0.355608	0.128913	0.333834	1.66617	1.191742	0.447617	2.23405	0.213429	0.0773712	0.0138375	0.0201232
51	-779.2905	-804.4126	25.1221	0.0001815019	0.0001402067	0.000123031	9.5039e-05	0.000239973	0.000185374	0.677849	1.32215	0.495256	0.716021	1.39661	0.000181502	0.000140207	0.006014132	0.00601413	0.00601413	0.1892952	0.002946059	0.0579833	0.000902412	0.320607	0.00498971	0.306311	1.69369	1.267671	0.42527	2.35145	0.189295	0.00294606	0.0138375	0.0081048
52	-780.7962	-804.086	23.28972	0.0004592529	0.0001402067	0.00036832	0.000112445	0.000550186	0.000167968	0.801998	1.198	0.297487	0.818197	1.2222	0.000459253	0.000140207	0.01432434	0.0143243	0.0143243	0.199516	0.004710626	0.061114	0.00144292	0.337918	0.00797833	0.306311	1.69369	1.267671	0.42527	2.35145	0.199516	0.00471063	0.0138375	0.0081048
53	-789.6683	-809.7678	20.09949	0.000632696	0.08427472	0.00059652	0.079456	0.000668872	0.0890934	0.942822	1.05718	0.08486498	0.944367	1.05891	0.000632696	0.0842747	0.01326202	0.013262	0.013262	0.199516	0.001039204	0.0889603	0.000463361	0.310072	0.00161505	0.445881	1.55412	0.9255984	0.535633	1.86695	0.199516	0.0010392	0.00249209	0.0081048
54	-787.7342	-804.6416	16.90741	0.01001549	0.001634762	0.00471071	0.000768897	0.0153203	0.00250063	0.470342	1.52966	0.8742461	0.55451	1.80339	0.0100155	0.00163476	0.003972484	0.00397248	0.00397248	0.2424833	0.01305	0.108119	0.00581874	0.376848	0.0202813	0.445881	1.55412	0.9255984	0.535633	1.86695	0.242483	0.01305	0.0152911	0.0081048
55	-790.0098	-801.8532	11.84339	0.00352186	0.006886267	0.00269666	0.00527275	0.00434706	0.00849978	0.765691	1.23431	0.3539629	0.787616	1.26965	0.00352186	0.00688627	0.005880353	0.00588035	0.00588035	0.2424833	0.01305	0.108119	0.00581874	0.376848	0.0202813	0.445881	1.55412	0.9255984	0.535633	1.86695	0.242483	0.01305	0.0219978	0.0637354
56	-787.0133	-803.9801	16.96681	0.0005941224	0.01129535	0.000580284	0.0110323	0.000607961	0.0115584	0.976708	1.02329	0.03453965	0.976973	1.02357	0.000594122	0.0112954	0.001784457	0.00178446	0.00178446	0.210763	0.03631766	0.0939751	0.0161933	0.327551	0.056442	0.445881	1.55412	0.9255984	0.535633	1.86695	0.210763	0.0363177	0.0187631	0.0227607
57	-781.4776	-804.4771	22.99945	0.0001656992	0.003150603	0.00016184	0.00307722	0.000169559	0.00322399	0.976708	1.02329	0.03453965	0.976973	1.02357	0.000165699	0.0031506	0.001871555	0.00187156	0.00187156	0.2135834	0.001657301	0.101962	0.000791171	0.325205	0.00252343	0.477385	1.52261	0.8598055	0.559938	1.78591	0.213583	0.0016573	0.0189166	0.0191314
58	-788.8964	-805.8076	16.91129	0.004863028	0.008982965	0.00407946	0.00753556	0.0056466	0.0104304	0.838872	1.16113	0.2409886	0.849978	1.1765	0.00486303	0.00898296	0.006464593	0.00646459	0.00646459	0.2625269	0.001657301	0.132712	0.000837797	0.392341	0.0024768	0.505519	1.49448	0.8035323	0.581599	1.7194	0.262527	0.0016573	0.0281879	0.0191314
59	-788.2781	-802.3843	14.10622	0.000280083	0.4821961	0.000268121	0.461602	0.000292045	0.50279	0.957292	1.04271	0.06335744	0.958166	1.04366	0.000280083	0.482196	0.00344197	0.00344197	0.00344197	0.2256996	0.01933601	0.105834	0.00906691	0.345566	0.0296051	0.468913	1.53109	0.8771933	0.553409	1.80698	0.2257	0.019336	0.0259819	0.0191314
60	-781.9589	-801.9458	19.98696	0.0001045723	0.4821961	8.34056e-05	0.384594	0.000125739	0.579799	0.797588	1.20241	0.3042994	0.814446	1.22783	0.000104572	0.482196	0.009333348	0.00933335	0.00933335	0.2256996	0.0001930481	0.089147	7.62503e-05	0.362252	0.000309846	0.394981	1.60502	1.039344	0.496076	2.01582	0.2257	0.000193048	0.0237501	0.00419975
61	-780.1831	-802.5234	22.34029	0.0001045723	0.001975552	7.053e-05	0.00133243	0.000138615	0.00261867	0.674461	1.32554	0.5008681	0.713316	1.4019	0.000104572	0.00197555	0.007049908	0.00704991	0.00704991	0.2256996	0.0006243585	0.10334	0.000285873	0.348059	0.000962844	0.457867	1.54213	0.900194	0.54489	1.83523	0.2257	0.000624358	0.0260314	0.0258522
62	-781.0668	-801.3002	20.23343	0.0007854191	0.0003279008	0.000299603	0.00012508	0.00127124	0.000530722	0.381456	1.61854	1.071392	0.485468	2.05987	0.000785419	0.000327901	0.006097586	0.00609759	0.00609759	0.2256996	0.0001060524	0.100886	4.74046e-05	0.350513	0.0001647	0.446992	1.55301	0.9232223	0.536492	1.86396	0.2257	0.000106052	0.0260314	0.0574276
63	-785.5577	-806.7903	21.23262	0.001230927	0.0003279008	0.00115984	0.000308963	0.00130202	0.000346838	0.942246	1.05775	0.0857215	0.943821	1.05952	0.00123093	0.000327901	0.001054466	0.00105447	0.00105447	0.2225924	0.009790373	0.0943971	0.00415191	0.350788	0.0154288	0.424081	1.57592	0.9730844	0.518749	1.92772	0.222592	0.00979037	0.0260314	0.0119853
