(Intercept),RDM1
-13.1406714004942,45.3037139494118
46.4415562773356,58.2083014421441
-144.218741250981,164.175581443706
-177.702977589681,97.8938785306382
83.2617133895983,-29.5146988324414
-324.10537587231,113.809871728765
-186.936528075068,146.800692144487
-151.221111360559,47.5991495682538
-193.484141687703,79.3271917674756
14.2622426678863,40.693892194744
-39.7427744692395,44.8544539677387
-279.369316122451,163.506279823952
-116.415278398272,94.2532735803907
-241.256805494733,74.5335182436284
-500.803369644127,123.489680982166
3.40511069000058,23.2520980218906
-215.20345876491,117.749923407522
-24.5919640822685,219.954978397016
-427.272025232043,88.9357965927775
-117.753078723174,105.095749134838
-378.729613380463,167.787392598355
-102.039372253494,106.86756056227
-241.281285370147,123.249847495084
-453.171148977533,106.079805126561
-469.673779789426,167.647503166285
-69.2874658241344,96.8020330522995
-153.762081405352,150.277790679263
-154.013414655499,167.002205381476
-258.639789986402,121.216302228742
-260.580010107471,130.653323905804
-137.471805434438,105.251166589063
-210.272900764277,132.289027176259
22.2290387949979,145.0877019209
-112.233044295499,84.3768170915355
-229.991956188169,37.6208009072143
-263.886062688935,137.21305594877
-49.9129528151352,76.2616538274524
-200.941690542692,87.5852251925098
50.4024018851778,130.553111877263
-68.4617924889608,35.5246632519411
-66.7167046367031,61.8817403496796
-235.802543930418,174.062151004851
54.9893755468656,104.892868874769
-332.899971029648,211.538455335853
-271.629854661143,119.224683299322
-268.7666417849,136.949710455199
-489.969098160334,86.3415012101614
-285.73261610941,45.5957022226794
-399.499927976489,86.917900666278
-75.142205174081,90.1252422942707
56.8446107633681,116.713849301639
21.2400225592683,105.815920122608
-53.9034883223649,102.575178661435
-125.01640093383,78.0378491064621
-159.855555730392,136.472990559319
-135.195997330062,67.694366891672
-310.556522407502,101.768614187444
-147.177239744546,66.1892094014866
-78.2112812289415,73.5995702817829
-238.520883373672,22.5451434207498
61.093836305412,84.9559144499362
-46.3868558642698,83.5487348993338
-198.895582295721,9.35558797582053
-96.2807748170962,60.7676880082799
-329.932400513717,92.2027052831181
-105.425481775485,107.782931752561
-251.264655578256,120.199589719523
-221.957596492866,135.952282666054
-178.927047639823,136.647435395549
-284.67630487628,83.8564369055202
-183.016110371214,106.706898130258
-708.795393756027,157.079091636366
-190.202367057736,125.919122763666
-381.364690520812,106.003122124588
-41.6228232760041,170.287063616874
-486.889342848764,48.3227338991128
-66.0415097268851,122.362367990048
-109.982481849001,134.406490810288
-177.537966790318,99.4239400920706
-548.851732702307,25.8787910552346
-351.758095643934,57.1318116967814
-207.356572342367,158.882474984674
-109.930319642212,146.552320691873
-275.21270455097,48.3339704405371
-254.627060766594,100.196015926129
-163.828284205803,106.278478037275
-173.739379986961,97.8613726891986
-203.826867934633,109.143076912733
-123.96591393002,83.3290024842208
-175.585506106763,119.13726556499
-66.1432018084452,89.1997287489012
-168.781874391747,81.1275036015722
-325.689572460324,86.5698475051759
-176.841128747175,159.467531606395
-283.449374983567,90.8999166515059
-261.461815011615,47.0792405497214
-388.927252891044,78.8428966486017
-331.374249234897,150.20833132288
107.520962252864,30.4425744645268
-268.07284935475,67.3182687584776
-119.599867538847,56.4617002845407
-252.633606227893,96.6852059954908
-175.987299670363,44.1798983850822
14.2644683027174,95.7788945510911
-136.748712720721,61.4886291397697
-45.0146701264675,64.0166277348399
-363.228796503005,50.5575014721253
-348.449189902614,41.4429701500194
-17.707545263198,80.0048090361233
-112.207743445957,72.6987795237801
-168.461977020814,102.653032137066
-83.7805794095475,105.027597227076
-73.8330215614842,125.871656471994
-205.998793862217,148.491920060769
-88.8723244553548,64.9374854001653
-274.19698116224,70.2096875240459
-275.050711128308,99.4930641971005
-71.6394669295041,84.3886292393581
-136.551693122543,95.7469655412769
-275.749256092036,99.0346592323331
-53.6715398158631,96.5125792325935
-143.036075852375,105.103816422328
-293.682646654022,75.3622122572742
-156.268436576851,36.7943845668051
-149.442437494654,49.7920327246829
-111.188839172606,67.2123300932872
-93.3122805881685,75.3779346979281
-171.47996696792,38.878099767433
-23.6537193381955,13.6842042081844
-63.7961890152219,29.1638849509909
-48.8462536178995,29.0052706332062
-47.0156288184953,13.6504191503918
-51.1685136644519,31.5330065261223
-35.1623004244466,25.5555139088829
-54.0190672669851,6.9019151229113
-68.9963224726889,18.2042807189282
-70.9665255352229,18.8542425097476
-35.7351260235155,56.3195286886362
-38.5352228790289,49.192356938147
-39.1532059887322,18.4397780694417
-128.718417636439,19.3575640814088
-24.1855797308526,65.2823083683907
-41.96638690641,44.5218553653976
11.9101522916026,20.2367268789822
-78.048287690588,25.5924814302707
-10.6478216476826,33.3576742971491
-69.1731592941796,17.1508453905999
-74.6462188576988,35.0077786703405
-36.2299745284981,25.4604349640977
-105.866193792273,27.5169273555948
-18.9408233816542,31.8749507711473
5.50337690014567,21.0995567256468
-31.2516041167601,10.430673802548
-18.1276224157584,13.9357697968953
-15.0091907818132,3.08195222710492
-47.1751579183838,12.4381246504418
-26.2885866330471,16.4789789966599
0.632187132569015,9.71959306408826
-21.8502013209018,11.6841681506194
-2.60914055140711,7.59842755514546
-16.4992342639962,7.23229239127249
-13.7713866019226,2.80094493139768
-12.1399687592129,10.8448115518549
-11.2605048715268,4.70957462120532
-4.26955487525265,6.05959909080775
-10.4198279246048,11.0258512814435
-21.7197751388303,16.6257859019966
-15.5886871483381,8.40974577637644
-29.1037273991096,22.3818428615996
-21.2105014107801,12.3119320791156
-18.9140318909194,10.4324282753587
-24.2309110253636,22.7673633891973
-18.1235633936521,18.9192377018189
-31.7565291601495,25.0511029565896
-31.1081313681061,26.5186372068856
-45.4965263464692,29.3308278267832
-45.1450877091047,36.4809950108174
-72.547264206165,26.4184453886992
-122.385067909622,29.9681369533173
-51.941649569344,29.4388584127737
-75.5880645755096,44.807316384642
-160.840624190532,33.743620985515
-10.1371893453761,43.7267777776724
-88.0239251273524,36.1698943437368
-86.7056466866925,42.6046645376191
-121.548928479955,72.96172131809
-116.381824177552,26.1772092182218
-57.295123126547,27.3615279025835
-91.9306758235089,49.8243506555052
-187.207313916646,36.0377118148972
-86.9361972122133,51.1228447407848
-79.2225976821792,18.4360750396518
-8.05949878615502,29.8376109591013
18.6594507025809,38.765026530069
-42.1378379065136,36.8324017686009
