(Intercept),SDT1
-288.076210443192,-65.6217337498529
-427.601031651473,-51.3083135743218
-32.9371762672818,-87.1319868466235
-129.034843212816,-54.7633033418097
-118.209795093702,-37.9500499536225
-373.446248332577,-155.936263382682
137.070001079235,-32.4224976553087
-26.810632705703,-177.490625790182
-74.4697733698995,-88.5709426289541
14.6244940273464,-10.9363121973292
-0.819766996617545,-37.4841623578686
-55.092589279715,-30.3180458195093
-33.7197599597057,-43.0434891864497
75.3634517607716,-16.4272373371641
-34.412943622774,-63.2034532185207
-130.969287709462,-39.4665527623038
-21.4924789290817,-30.0214286840273
-27.6525817701768,-44.2467249302899
-106.381160280973,-21.9386867122957
45.0495775540767,-70.4954135075714
115.183856708696,-82.5841637551493
-35.6577659038521,-39.7051451423104
-134.283803534548,-58.8245736110439
-91.6704965165882,-68.3878992542018
-97.7761872607953,-22.3422629140987
-100.912533204653,-77.5984583299214
-9.37402885242773,-54.9066954969312
-8.64203452638321,-55.9446609199513
-46.6043743902196,-43.5667238032329
4.14503411964688,-37.0403077244409
28.7334266137041,-37.1010230408938
-57.4356777691282,-92.2409237502725
-132.053638319325,-17.2974496394163
-198.993130753017,-40.9326991115959
5.17975269081217,-96.4643663790484
49.5519651972718,-63.3393425324321
-211.000571121236,-34.2591404199566
99.8191667019855,-46.0569815863273
-113.289179670855,-4.07366929244017
-93.9283299007875,-54.2000500407885
-116.435766960683,-126.521068650014
-115.127180610521,-92.4134175124309
3.75365287272143,-62.6932393548777
-340.069600035549,-63.5225348579115
-437.042389818584,-8.18343207714497
-56.8593447237745,-64.6132127734891
-191.932439831755,-78.7175969671516
-156.223854925469,-74.2087068034161
-27.1310979975242,-137.614487175306
-48.0427299580333,-39.7825663226431
-178.870862070973,-48.7954983583768
13.5001562150137,-36.0953931141194
-91.6010357308514,-22.9654371473443
-80.5906361731759,-62.5951652317308
-79.8909403670004,-53.5373752639207
59.5324487120961,-136.327213377648
-3.12462554810554,-66.9824068316229
-55.0159345512147,-29.3595113100309
50.4522314445348,-142.786614318815
-8.20112615048129,-80.5415519864546
-309.656871230734,-60.2305741848904
-97.5068910935661,-47.6318311970385
-110.581059156568,-96.3400464053175
-53.6623049736172,-29.3840724750626
-29.5236399792993,-70.7224230815336
-84.9912208423048,-73.9721518056467
-166.363325678583,-117.39811078037
-140.828414476709,-81.6505881833982
-96.1067143513646,-77.5933656492489
-90.1706903400773,-36.8899411711172
-23.8503077702917,-43.7234116805776
-166.700243655636,-60.7951048917603
-254.440635751638,-57.7855941509588
83.1335038971883,-37.0214371057664
-53.9415156729665,-18.5830348352465
-87.5502599252504,-39.0959582675277
-136.303660878199,-31.9801146524987
-53.0896895735932,-43.1337957975265
-59.2240147025441,-15.4744220098946
-25.9236173200916,-90.7396999525954
7.72317156198551,-50.0984103550873
171.835585349152,-42.3511321027472
-62.6771006957779,-81.159981896315
-296.575327752988,-100.529514625348
-61.1498693991853,-129.601522782614
-226.525257187248,-100.964056948142
165.55216076778,-117.648683916283
-130.469839866593,-62.2151003841573
-170.921642239322,-96.0886016070726
-51.8240039586672,-94.2342184099834
-184.20436139204,-60.9213502251077
-133.843018230931,-56.2936141513346
-465.256200953387,-14.8349696087971
-264.46606625554,-46.144580142216
-246.82148059149,-113.089730788066
108.751734610458,-131.802285582446
-427.524967806609,-113.743244068319
-477.157575551159,-85.5375257923079
53.2149599615223,-60.8889071948288
-3.63424936798401,-85.6840696952859
-297.20874433971,-118.020392807171
-381.53443781165,-90.2522947861944
-64.7729494731029,-152.247332679515
-145.163441575445,-14.8583808802505
21.98876321633,-80.9649233233649
28.8094794651483,-51.5114667383314
-101.54308328636,-38.3549661869401
-251.070418299736,-58.8778521382701
-160.953468422362,-27.5912701754423
-119.217353395103,-44.3194598824484
-60.7020640223345,-40.4749872394605
4.99564796246705,-30.3595744039048
-35.6454459891029,6.51797364781669
8.88311402735417,-37.8223051411042
-191.051448986233,-26.7826676854456
-42.2891887707192,-13.0354605604225
8.06632278860343,-57.3588106351963
-185.500120499273,-38.5800550355198
70.6098455434985,-57.8442959520034
-96.100083239071,-27.6131433958071
-41.7874653811123,-15.1463015031404
22.1408602901647,-11.6157673001708
-25.3029969525232,-15.6925595466309
-30.5951185111389,-25.9154398283863
2.38420102789496,-18.450935136294
18.6556977724831,-29.7183028220607
-41.8059256380511,-24.6484968646982
-52.4613915628724,-14.8317642864131
3.89699920910061,-18.0060915458016
10.0288334042416,-6.84600156234228
-29.0778273117612,-18.9252790704777
-11.3764000074298,-22.341149631291
-23.3248339896345,-41.3431212279081
-70.4382510297291,-14.9481254631773
-16.7586110714474,-11.2373501067777
-71.843673917363,-19.1304972687285
-25.0496279098152,-24.2639890450519
6.80406681836757,-18.3264533622842
-0.930803171679145,-29.3268743961235
27.6139540936274,-21.3705329067598
-12.9913443890546,-6.65508115116972
-18.3398684579879,-2.24696158283041
-5.93074743037869,-8.22349909838522
-52.5955485592567,-16.0244268992246
-92.8606956557924,-29.4624877355382
16.9875650221074,-18.7109085319098
-14.9815087066672,-7.61983035201047
-48.3775583549286,-7.78201914519741
41.115886723991,0.880958917201497
-43.3165680295224,-17.5983194253349
-33.0938893851089,-19.6247730513714
-73.2989620656299,-10.9321540743913
-41.3246359814657,-15.0148498621566
-32.8148562293354,-14.5632629585625
-36.9768678930777,-21.2217042832035
