(Intercept),NAC1,PC,SPI1,GP,FWA,MR,TSP1
31.1086649723802,105.123735663146,-65.0450692516551,-161.383056011895,0.680301262065768,4.2004198024224,457.448800586093,-65.4265740478586
4.63175286941987,38.2065822324985,-67.0272225765802,-180.382936327544,39.0704759533619,3.64092012005858,287.836903347939,-304.511336245516
-79.8989108573151,145.789801620496,-18.8143995284772,-104.288954952091,20.5882130464306,3.69210388364445,1364.16831878319,-147.436800096795
-143.108750289364,101.002963814644,-63.6724534752775,-152.202347961473,4.28298357196036,5.12467442519846,834.892422163743,-7.51324056833982
-82.0080588697019,171.81017668487,-82.6356628293288,-153.809765531376,5.55386917161741,3.65971087061916,-220.089027009788,-87.6308324290094
-73.8569921063026,100.206550546396,-31.0741709725698,-83.8964527974385,2.09583916410702,5.10507373941437,106.482209915346,34.9986737019062
-47.4376090835722,104.416302385565,-55.1859777251084,-142.865503921559,3.81388578347105,2.40590775629244,66.674379987775,32.7271569745353
-591.714367461886,191.001175383,39.1804479998063,-33.069828918713,4.28573382600734,6.47500339565886,-460.193428020037,121.595524957098
81.3197080475802,81.6242192995414,-53.1534514291161,-103.642893618875,-11.3512493077205,4.51883503202407,53.3887201410253,-15.5099608122327
-221.290542232498,181.643538416014,-22.0169331831275,-219.782788292309,-6.47057793545537,3.31625839097978,782.048275544861,175.687784802185
-525.180403114551,167.886682237193,-63.8994432953041,-47.8307937048012,-1.18985858802625,0.754593530873535,347.423450195311,110.508670804971
137.643756343074,150.523723115928,-84.866445888023,-259.956667302111,8.93577468745934,2.73864537598274,-649.080092559016,-75.5401663074263
-31.653976808655,125.190831355329,-89.8348409903083,-133.798702650274,7.26261051181791,3.55512757971883,1079.90187049751,-86.1682236258093
-137.232378958899,48.9358599878033,-23.1638065962125,-68.561423605337,0.758841929811751,6.25001987515134,-68.2324093670395,11.3666470332828
-185.813827300175,158.476775703435,-34.5716232506238,-175.292024093302,-4.68783811136382,0.431953512190375,214.544097260135,89.5561402356579
-247.406139043189,174.145094165389,3.17678098760371,-261.456824420573,6.72959358549542,5.06856415080256,1174.89091865814,48.8230411244404
-160.590538706048,96.7854637745768,-39.292705001455,-223.071176919853,-1.39714190722952,0.250331137984176,-200.546230689914,-48.6205823032069
-79.3492856310841,-61.0776138193469,-55.1202884912782,-64.3789510710922,41.5933148302283,3.37108197353518,705.266335826222,-157.122563365032
-146.859919861759,145.05128223967,-38.5668835446559,-114.12271179448,-6.22382017828932,8.74776587609085,1285.62411549423,4.05192990334945
-254.933681342654,159.676413579939,-38.8410336028319,-169.81743092541,-2.82476313219377,9.45579023732171,1174.50755776609,52.1656961751564
139.285664154173,150.570507675853,-124.882942905544,-234.359965341719,4.29228262062679,2.2882582986058,763.662137819279,-177.226572883956
-174.547755239153,50.6912804693857,-29.137551440901,-115.954255859513,-3.21464956871932,3.68157567972958,605.025600125911,15.0207062962145
