(Intercept),IUCNDD,IUCNEN,IUCNEW,IUCNLC,IUCNNT,IUCNVU
-240.168263015395,321.809941232852,-22.537092676328,908.488675351866,-84.8510212875844,-64.354579952138,-40.741138297104
224.727971859844,213.857794112118,-137.981205062155,11.0636123165679,-209.57984673226,-221.213333617725,-148.708289313021
120.270783314263,239.541861121252,2.55206794648984,69.9674611803057,-76.0827765390277,-31.3887987604248,-58.2939628089662
-236.879229777871,676.713701909357,150.21792910478,227.104063682738,64.7373416560877,102.54303131919,168.505259074444
-124.849323651128,-229.368340782152,94.8872627045639,735.358803885247,-72.6309819614398,-146.783465765882,-31.0565509594744
-71.8645267246757,209.097690746217,-22.3251709884062,-96.4723606900807,-96.6066440589893,-72.008035789826,-57.168616898809
111.670794501952,-164.511063899765,-162.389558411203,202.317425307843,-176.615366655635,-123.837140563577,-166.25151563653
45.1253226014378,769.274220255465,38.1414694128471,348.509078501265,-86.6198098286695,-115.524492255106,-26.000157606737
-158.860564831222,640.030067351225,-48.4642871125543,262.28018145886,-93.2445910741153,-186.387298756046,-61.6855709782303
2.5326955467317,245.627149971042,-157.96529546153,-280.782478389563,-239.920506417839,-236.399481675646,-198.750492650128
-35.8805374832555,498.511175320717,-138.592473134704,104.292559746093,-204.583872775242,-255.778346157509,-150.017637615587
33.328257464862,292.35079199366,-202.760825810456,-66.6242423388685,-266.166659129274,-228.013980815362,-287.794223764315
-115.01435734643,219.080755375398,25.0303103681617,317.276564496256,19.0432678210782,29.6642890746007,42.5157820786699
-50.7277560224757,192.42429440357,-153.020730903037,371.824041325082,-172.548579495373,-132.798258057252,-99.3203304065464
108.259183865899,318.676575569916,-105.507559808266,371.165714463277,-130.244903027029,-139.841191945821,-121.411347885558
88.4385716136694,-90.8732449356758,-213.209040542133,21.349252921791,-252.840057940894,-145.187649472369,-141.184800246236
58.4690812165209,216.324237119425,-102.050777326047,-345.496441278083,-179.299560710424,-120.339850073142,-112.395602641816
311.187484599737,1134.39994091639,18.2828206818085,31.1902332350437,-14.8262878419191,-23.3537283531623,-26.3237949053291
184.213576778179,1030.20095744144,32.4227044903673,351.202443000278,-36.6150741787278,-6.51951877740794,66.1796902586429
149.62496593013,-72.9706288341258,-117.880159173859,235.3895920332,-134.839264343042,-223.655308325659,-60.7749098124623
-42.6807768861909,235.684106603556,-182.380152052458,-324.620634407754,-187.389740395796,-208.088581371645,-162.442739276594
-205.233609093775,374.528262820924,-39.6144369346657,163.562840150878,-123.455685053465,-217.462272223434,-63.6177720679734
41.8326208141953,315.572055256431,-74.6845545637807,135.364223334014,-110.731995905218,-206.298985612972,-42.0699905012043
51.3767419229407,336.3813478921,-75.1793243063003,121.864983132589,-152.78750061756,-113.189246252014,-151.807931726464
184.413936811034,-96.5923551032029,-59.4943813191494,9.81084759478654,-139.932322939363,-138.347178495154,-102.151720642243
-213.803711844885,694.441691621949,-11.2032766417688,-24.3470723346254,-84.7824588771909,-120.311392880254,12.6464069626818
22.8430010916345,-117.169115103553,-93.156116724911,-225.987915033489,-209.090856888011,-192.920348463114,-91.8323426484712
-71.2694097745989,68.1143588058476,57.9133682273459,759.423752500225,-72.4232986889037,-4.99877804833523,-42.4566497750639
137.96022121163,592.814558046986,-56.1412014165981,483.672194002895,-17.7319000038742,36.9334228655503,-22.1944255115523
-18.799101651035,603.0411816208,-66.3705994683551,-40.282770250953,-189.264584212535,-166.79939701379,-123.752962266788
-275.448182667482,510.496383058009,16.9868052258389,-69.4634901453901,-63.4152888904937,-219.273344699555,-16.1999748193339
-705.535244495612,29.2069752792959,67.4779247977422,220.115782133973,-65.0337506043143,-62.4989790348045,31.8468531283361
-301.543462644855,367.504726610045,108.071766104171,-260.479276358645,3.59981666657154,-67.4813106853871,80.796388292787
-220.171770132576,-171.479550763353,-114.612354281663,-95.0590051588078,-218.15684991407,-271.196831838548,-154.582279832161
-38.2267723516125,58.9074994825787,-52.377663729555,-18.9615860478916,-200.736566432897,-268.993660369306,-129.552873738132
182.255594831,-103.131000355439,-156.872660675766,-183.693436005909,-230.90463922394,-244.010204296224,-233.911200492294
-446.293442743365,794.362129436638,-32.2998577642138,147.922609364509,-142.746617772966,-162.118721325598,-93.6723535693018
-56.6431615072797,125.266747898888,-123.727469436941,387.675773370414,-130.258924304151,-178.017340730839,-105.297811239478
-131.369782890135,643.812570738286,-74.0778472425882,24.6696582158038,-113.291426556229,-25.7654964240792,-126.980703131383
33.4552982777532,565.557706219275,29.3818026526133,-447.231311612501,-56.9693236258463,-83.3542337182735,-11.8817366196599
-368.929802883737,72.5506227992795,-122.236792537617,378.43725087223,-176.775351068325,-134.025944304187,-125.289515751589
30.0544803421362,803.81612480784,22.6581389591665,31.0991990541006,-23.3949393325311,-148.144729719992,30.6315255995723
-343.670296808617,-48.166488762341,-45.0447211150167,251.772964525171,-132.607104346447,-163.933641792828,-199.672964402998
91.5456085105616,176.574792267616,-142.556584486359,-316.551252458542,-194.110343321263,-243.557242801227,-285.203954992583
103.994615205331,-241.744100413285,-71.7819997530605,306.360318064893,-219.546572734223,-190.298339595902,-169.026363452547
231.792281075788,384.746031734161,-81.8027375834499,-87.9437348045249,-217.860315249221,-355.586520811878,-210.775131936854
-164.056434608844,422.376761387844,-68.0029552524447,51.8739497999486,-222.63732267241,-110.37899102184,-121.929734538571
-298.554737526349,601.838416806333,134.981697508554,429.752783730204,-64.5162619280163,-34.8236504324668,-6.58181196835358
122.020268524211,162.843778899754,-29.4297964279103,38.8776329164793,-165.377116037853,-154.420743720548,-141.039505465396
-167.153354719801,80.2180809091224,-252.211175851509,217.548374241385,-157.054277398398,-209.673907968147,-73.5190426193949
-88.1410748304479,215.658408439602,-130.578219549265,595.231613253185,-153.239251851162,-161.749118737003,-84.7285778055011
-29.9484267233202,72.4660336926645,39.3564567624708,488.071627679445,-94.712644063271,-114.200222869069,-72.1760796055605
13.0271466147096,49.8769755199828,-113.925382863701,-448.019996508563,-161.987450281571,-188.894683753824,-105.404148563484
-276.951425768697,283.741381869739,-166.093085584012,393.090283830476,-232.994151948718,-246.706280900951,-106.2995733891
-171.436333486432,732.852471243517,137.206768902986,499.892576802915,24.6096052018111,49.3717318155977,58.1115478484571
173.462828730422,500.813197469135,-111.938008444367,-211.184648794151,-169.951988317778,-176.983677894808,-182.120055069419
-90.4714373319875,165.624659146808,-28.4817207018532,523.403990050265,-147.914433935679,1.84428723616111,-68.6923013049
217.513140783956,320.419117269936,-92.45360128014,423.929734899459,-186.496604782995,-180.59256656775,-176.143017819159
227.472055751554,191.283372192032,-58.6667687328736,-194.091200377859,-135.885054117723,-133.878329370986,-175.187656632203
-19.1864167370659,143.16075579825,-180.335576667465,-395.82167639854,-243.905202586866,-248.363623226949,-234.561004336691
76.683822509578,433.593216850175,-187.35994681669,-198.743885577132,-166.32609293735,-350.919464531169,-180.970439868397
-326.969104881277,149.364616062012,-177.725069600463,178.74615663206,-172.649200991476,-183.456789158314,-203.255855005711
-344.027000381233,1088.13869007366,78.8601199176046,-452.655291269795,-75.9780881199986,-96.3461061534908,-0.917918676423142
-133.133148173249,306.703197145325,-83.4748486531316,192.506828156533,-142.045476743275,-130.650290657737,-109.411385973421
-114.051593721117,241.798504966886,-94.3016395080685,-190.912557684125,-155.87372985229,-130.214465480938,-86.3202977046021
-31.2653201690118,208.425135583748,-136.23782735967,-507.97057568641,-192.034175184788,-260.734404393275,-59.5782040470112
140.91121292575,255.252656791126,155.107940646438,692.048092054101,-45.8992760077235,-21.9818104185106,40.6605492702365
-99.4209472562507,589.017800549935,-3.12495689869684,-12.2541286103296,-108.259915277711,-195.055651533999,-14.6953150130867
-305.355711597076,365.511336066091,-102.988580797391,463.35947401715,-121.612853880972,-200.495168160618,-83.8293450257115
-231.262689857205,265.889011365129,-221.591842398018,-257.675600353738,-269.006183628793,-327.736894486778,-282.441530094206
240.268612209402,-146.520488077964,-165.155555382553,100.783675787243,-190.870104941598,-204.246319572283,-108.087458809663
-40.7474881977287,-42.6234127592325,-64.3162455313286,444.520975499312,-43.2587732166285,-79.1030981195581,-5.27607021835865
158.147118025809,491.303619260578,-76.035132408113,277.223155567743,-116.316351159738,-153.163802724706,-60.7684373548982
69.0452890871456,517.250495357801,-67.9260435598699,-77.5231381171034,-71.523001075213,-71.2845098680482,-47.3216145757178
19.4445909461291,308.878010730081,11.1708246761482,453.227616888216,-66.9231662810635,-50.9331314725277,-47.6197681798076
-28.6792267529818,335.145424891933,35.8469880174016,-168.601484738785,-34.3392886244401,-86.0216673445975,3.84807626463953
-76.0421631295321,371.58962265341,-99.6997530718618,358.358423371402,-97.468344309571,-121.00948004768,-67.793949177154
32.588616508343,886.941984560079,-50.8395714150975,865.367670848362,-55.2786736860289,-69.3668596358075,-51.5622694402518
-158.474033170722,338.042124958505,-50.1672527195578,269.162782464089,-116.788778043061,-78.4269545371644,-82.8949597602186
40.9740244868008,654.237426195366,32.4198043464567,697.143441136941,-91.1491351290315,-89.3753366312012,-43.2430886838483
16.0296444520063,423.703005854057,-147.353450344177,415.869746584591,-195.755836628974,-143.264978755486,-192.48649976353
-226.181246359803,828.617405237543,0.20646119288358,19.5829087929451,-58.2791381765273,-85.2043721650789,-50.1837776704633
263.696957628512,827.180500462346,-12.8016695420883,325.499902850162,-19.9452000024176,-94.2330393656011,-10.1074190971849
82.1711915475316,183.76422680531,-47.6886767121905,-71.2365314609633,-84.2412488032787,-1.25154177562217,-4.82184311017045
-343.450584883951,348.238431573671,-64.0118449169822,-172.864301631023,-125.32312570449,-91.1989165730338,-85.3529423409054
66.5595904819111,109.507391072162,-112.561359025058,144.157439767558,-187.400684114371,-181.03327781595,-147.510857958187
-229.093106406595,231.215527848515,-92.2887051955931,-94.1369987621147,-220.450807389017,-181.83046929249,-205.508728555367
-107.589038499253,603.997660803174,-165.750264707996,472.829368023278,-238.742157067303,-241.055925341483,-219.010154874559
-87.5605650562939,53.7799190386868,-224.820875675025,205.973239128434,-238.304550397341,-192.529413421675,-122.762287770282
46.2333667895145,592.696297867747,115.885814698733,94.0146763871453,-0.436186597580672,100.840100162313,88.9095540077105
218.900861030113,82.5399165839626,-79.0901524163055,338.789376250723,-197.895854347502,-181.934255539978,-158.285580349097
-184.452735828769,263.487444375292,42.2077323762569,261.362633009907,-92.1040785433579,-165.931476811868,-46.9634281158214
-130.408874021567,54.7416548826877,2.63880469118703,539.762392399745,-184.287452062312,-197.80884218921,-131.032855841597
406.894027246558,407.624650352758,-252.440659042382,-266.053609967494,-280.437827126458,-377.053742765811,-251.816056080206
567.249074573406,-60.556125833102,-200.312480361772,-162.275081769796,-210.540366793604,-147.595826065794,-173.677935300046
158.368757723611,135.967197764156,-125.058989211437,562.391605861863,-140.687597322365,-176.222843685617,-87.0844617207913
186.980406209761,458.3492553221,-74.7448826286709,302.070063741044,-214.11690008987,-256.348032702866,-147.481364488961
484.259415580156,197.380186345334,-72.8770160885433,312.187889287074,-93.175742166859,-39.564804587746,-124.932976856428
244.765459883434,263.790535118824,-41.3928815082763,432.213424052083,-250.866278445319,-144.258953583281,-139.069831891022
108.221323544247,101.213373122999,-88.0555708888569,283.505456274783,-139.732349890648,-192.492216960552,-28.1687236625439
-37.8263342473256,94.9751131304438,62.9582467840664,506.848605236213,40.0664995343104,52.186142613893,63.2634343534155
-169.638796827086,69.9941525620816,-14.7613313643087,444.829351575565,-63.8265140007234,-29.1420352332352,-14.1207526723156
32.8895000114644,377.041166051982,-132.957515255821,386.035100462061,-181.817834659592,-217.784468331556,-163.226854877939
-86.7195669999928,460.124820442499,-36.139828211657,702.373041651736,-57.3020079731505,-59.9496208861383,-81.9491666712274
-60.3258922676905,-30.1039628690196,-10.1722775613453,-165.857871130182,-79.072584256297,-118.758355145694,-93.0046063273476
66.5258977525809,119.336570572879,98.3826397898333,501.876016910588,8.67705719968944,-109.365694707682,44.434271683378
-25.7698752270662,434.436343663288,-98.1143681812246,-214.799884578635,-192.062541522551,-139.844928058825,-127.450814293305
160.025082811859,590.944133986864,-80.0750672766299,-245.404576935463,-152.745359648572,-233.817493325088,-170.243417364676
-198.027226086917,347.952340557538,20.7150679326442,321.753921253185,-120.913825806099,-112.412503056563,-17.7145993950253
376.313462466249,424.789199165454,-27.3659251419958,235.540039683605,-56.1797712282278,-0.987065853340027,-44.9888539147214
-120.411159260402,548.745703908404,-136.353339718902,-158.716354473581,-198.560198390245,-163.642983342485,-170.87674057635
-626.32031276614,170.943351315545,-141.769957034063,132.997101301698,-202.401496470702,-174.725684768542,-181.923958345433
-24.7662846074381,198.688946102899,-106.318905668559,210.56409373974,-267.682114400133,-352.47566592427,-183.657067418408
202.47366570434,255.430818891735,-43.9489420686732,-71.3528620299476,-108.878377831614,-26.2174918336241,-34.6335482940922
-145.846764208683,481.607386784999,59.1282794210128,-20.4375755321162,-50.8613834252901,66.8439448068493,-4.65739383373875
