(Intercept),MGSHAR,MGSHBG,MGSMBG,MGSMMG,MGSMOP,MGSSO,MGSSSG,MGSVGS
-206.6539446323,22.742659700074,238.895518710837,166.104726453421,105.475180763311,8.7230256061539,13.5919089055114,176.5576924415,-82.0804779470054
-496.234190494652,-58.2230187873006,75.9155412997352,46.8922621138336,-148.149416463326,-500.857456447164,-210.602168960457,55.3656904021918,307.342881640026
-647.218792840838,197.784289452711,325.636693755281,393.025011068436,244.599235753878,-38.0214727893472,251.232215402488,382.163748011983,210.382250751285
-192.59569905723,-54.3825127479613,141.302324771101,30.8911446994607,4.16582903364997,-225.587947823056,-89.4106259980363,-74.5110658741614,111.521272169688
-221.387926734304,-60.5545003273214,113.903382155828,19.6659928808397,-8.18014958420827,-175.669354648533,-68.049255188118,143.863885238332,-81.2008504814403
-386.546636417708,-136.193074855881,-17.6727416458598,62.9875387991342,21.397473266361,-212.510553821634,-123.82829384194,-57.7687311671325,-54.3118523718149
33.9142088638037,-56.4920309223853,85.0683396291497,15.6533042804804,55.0734195100085,-131.852901209139,-31.7747353849409,141.232347662328,96.1241877849297
-447.118972230004,179.719940241484,232.462979342614,269.598732507016,190.782832787227,-119.629090677568,42.465430774937,232.156407605013,88.5063734457563
-252.689318149573,163.426665546343,339.827415151953,439.578381495361,195.912059800641,-69.034100915509,91.4478573347096,328.488741684888,54.3439799048792
-94.0676026137662,103.467637801834,103.936632638026,129.658220484474,147.420355487477,-277.144192129832,-92.2061359484069,111.461774372088,178.012561068652
-669.810487686693,178.33710497772,327.655689538573,424.035325348872,241.837292066346,-138.804084286312,92.7782805193565,354.951811522304,305.897273942333
-83.7865263045969,-63.3880726385978,86.1944583950099,149.123307083137,55.0973653766468,-294.371343679843,37.7034509477671,94.826318030362,134.284189394879
-373.989682543135,-34.9984031509666,86.506153434806,67.5078275059641,-8.21088417421561,-334.004537768764,-80.6617183011113,-2.02354584622663,-36.5262076599611
-431.075565894243,-290.770518084577,-122.616498814779,-14.2837100907636,-49.1079209012169,-642.323620076728,-190.500631267685,-177.495284385335,-169.66390961178
-209.197322841641,-175.111567948719,-177.397557698188,-173.800369321631,-102.050621394723,-430.89043975716,-229.351391923029,-60.2835510079458,-2.58628176097409
-74.7901391428113,-205.067346516807,-23.3956075445749,-13.2056850625813,-78.7328074945508,-385.518487566995,-193.06326516813,-137.201679172402,14.8469636381342
-556.443341759383,-90.8997376110055,-15.0446069075551,-31.4650765794649,56.0208334640192,-225.382213018143,-184.192671591021,50.5403274075982,-78.4606366003136
-632.097078439198,319.18997061938,360.512445901093,314.932315392711,345.503383444593,41.2651233860815,234.493249669169,332.406417723047,423.602846572205
-306.517849543918,44.9618374872516,117.372273324931,2.32530139543042,4.26239593917126,-588.974531015963,-171.138468153484,23.9509383669538,165.134668542712
-280.075284158447,25.6846520188401,156.290150303743,40.5499698709464,-125.598534940931,-739.958668323874,-237.91512068361,64.9453581280286,178.0853535856
-350.252126282139,100.391881127172,268.172897757559,130.516472988718,205.219584798848,-566.133180282718,25.5914613640925,122.663555954234,315.712851545126
-340.197840344452,-53.3056451396988,47.1162501686194,-56.3583519799759,-45.7126518171863,-495.9215795243,-132.915892737597,-39.9098887286236,25.6595991529903
-560.821912381893,339.234284479317,480.552822665104,485.628188760282,348.178790613747,-143.2756791469,184.745305270442,262.82548144387,540.772840206351
-14.7820002139342,-115.584510127184,23.2267082437756,-69.9007210284835,-135.512297065907,-393.82813571165,-234.848999889262,1.02136926008825,-191.785283338031
-212.69130713415,-31.2399498645536,128.37690554525,165.392063066587,84.6114414671902,-456.840079101035,-112.67400221304,49.9476739801394,73.1246383314137
-896.930258311317,-96.7796207171632,211.267519080022,237.831206437346,200.853486003078,-311.2745177959,-52.648845282587,262.709109637781,123.115650233245
-1416.2889320753,-36.6147969832818,321.949534364176,202.06203794865,189.148444375499,-125.003014058369,-42.3328434003888,168.898684471744,455.756831318064
-346.347470967376,-75.1900028826203,321.02176226741,198.12929517607,101.952004808805,-160.227637755102,25.1092223956912,54.7543913391928,241.594385116645
-709.252403911261,235.602304941451,406.81819954938,427.160917196365,278.714201462397,17.0712828989481,265.827602444886,332.073773861051,287.421449432644
-782.828270300446,336.185809479968,446.569829924396,325.82404079946,283.609353126871,-68.8733088175941,250.224224563615,319.356431299806,239.474907964068
-515.161029510688,-83.5410600713803,-21.0128350796804,24.3933074882952,20.1915978921679,-364.431988865203,-109.134762037313,-72.6598991384726,-85.7531768728695
-890.094912289336,176.437291133002,333.53185612704,268.954234781071,314.19893580582,94.7735628097635,175.242170617828,359.651657524199,494.464377665574
-608.84471524063,-128.329840894236,-26.4053711238048,-83.6533619746988,-125.627966336353,-316.254615384009,-247.440307705248,-103.585468461388,-27.9254417490993
-975.099339727363,93.4826401365281,324.626686745432,326.184091600197,255.420785975686,-169.219739333232,64.0667772442976,379.381302972892,183.462466110708
-483.227234250175,36.3688286220131,101.270855327719,132.219279704615,35.4032249859592,-465.628044347526,-81.25754082821,184.838296342699,210.15837088284
-653.123687040808,-156.008259612339,161.212645831974,71.4131503164335,102.395016930561,-263.328113859585,-182.592058107657,135.656700475782,121.89026664503
-171.546840794443,-390.405802804962,-130.30500917988,-34.0029217518168,36.7874338872643,-411.11894774402,-137.000233332703,-125.474383276153,164.998114466212
-235.800310486411,16.2150753011229,193.006380812178,137.335437371014,123.874074504474,-535.403953587404,-37.9412295602597,152.28670462126,155.462732251923
-240.861583840117,146.169342797788,8.36223540094215,51.0289684454619,23.2955092579723,-378.988266344824,-127.783380765067,130.944152937736,78.1958892576804
-361.929994891747,-50.2483367015375,75.3970356351638,169.950371081039,57.6997104658512,-469.024855928001,-69.1837667659274,156.469073515735,-56.4898893209174
-435.991781266945,-97.0725421170646,162.642776177352,276.351115233585,135.541535549273,-552.067331094673,-78.9530903720879,254.425722335232,208.579809108662
199.349059529821,-375.653161037495,-186.984816506418,-239.857663769675,-360.429993769474,-575.238464910515,-510.433149104494,-325.624084150535,-281.429106957075
-251.302987099305,-327.291110769002,-204.496125017948,-328.161706420564,-342.38227360481,-752.47982415877,-347.747291810985,-323.924366106425,-185.09122217109
-443.997812030182,-14.7203731069967,145.040842638398,122.286248547221,33.4260257513524,-448.149758764383,8.99217349899118,47.3981060557089,-88.1563225671744
-495.824434080328,105.852532121746,331.255403891731,337.683619223564,127.715761209198,-264.602986579168,-37.9215535763215,203.860035137297,106.827489143958
458.707711223557,-72.3127374330943,58.2843333739002,68.2536199860042,-13.3765241074507,-398.822228010264,-251.096518315986,-57.0755403917283,-13.7379103091662
-880.623771150989,-28.2114191273577,336.744020725935,322.740623856429,44.9648834168584,-163.696690644356,113.941781036905,245.908791030217,27.0961428214505
-612.719015720562,-63.6326186785227,185.915450647401,46.2277402976615,171.590648394202,-112.997650640667,7.73601871529536,200.771101962033,174.155476765038
-227.161634805267,-127.367414257409,-115.267387807744,-80.5332313679537,-103.175382481882,-364.147196401318,-249.452121992414,-87.7575455189035,-50.1960318290658
-608.705313235405,152.015672848909,256.558463101683,310.936314649894,176.819524361708,-156.484001754201,86.237784545101,230.956241415348,278.588713295107
-199.043355400034,-41.6584588978585,29.180440687197,181.968847556956,-13.9902112593254,-380.133571008599,-187.959368741649,-53.3027547522506,233.245589468446
-460.280392582223,62.1984708984364,453.213285629987,365.885178653545,239.992620812351,56.9001589753025,-4.88920368786785,186.90724290318,-17.2880846248881
-2.26627755216032,-171.191813471603,202.128968766381,135.944379236302,9.40689118667797,-132.895792026349,-174.24281765247,55.2556237393001,-25.9450839007623
-167.366256224253,-96.1037148899632,224.543260521834,239.613138633795,132.431927944999,-209.368261694864,-14.1090176978323,191.739537487068,154.93933909216
-261.404764644423,-92.0590849378204,120.441920044395,74.918260003501,-58.153338823704,-767.819404532594,-163.893204849297,8.19034611553798,204.67886066885
-591.165985638814,95.1409781113471,258.891526312989,212.17485676815,318.254867156429,-81.945181910356,69.559668906988,234.589577328035,10.3918977469584
-636.958538900581,152.484162464069,263.138662547688,452.253209928685,180.659304532222,-163.82118605946,-35.3748261726869,6.6346256714387,92.8292727004155
-139.740623724181,77.0002752254877,346.097036762236,31.3470746236853,132.925196408061,-195.09022534114,-64.8120309892111,304.550196070981,14.6655753843661
-279.851986945454,82.4266012320186,229.905286295907,9.01169718403253,92.7402888074284,-510.798515434522,-126.655670843404,114.49233752018,99.3951084446144
223.363963956072,-131.897637864691,-84.958025368589,-52.3342404858413,-143.228147488291,-724.146786399418,-220.030051387614,-96.5567986913593,-161.635518200701
-403.808687021698,2.70034066011431,1.65020592794849,-10.8250750027364,-21.1943383381586,-196.383876573927,-34.4265506061492,-21.7044640711974,-126.281313253276
-1122.58280166108,128.188069609787,553.239161647536,441.142715596434,350.242006620196,-37.3490000762395,111.514530577471,375.218505893605,389.905602143583
-39.9239477737028,-83.7775193277339,234.729895524664,52.1113727249758,48.2351749917143,-489.641939701251,-97.7858946701017,1.01665371560375,-20.4693225821538
-934.736656192312,230.33595456765,386.44458181586,314.122559760297,377.881322876114,-306.865481930552,100.284487205412,296.947188335311,321.257963858719
-371.485727472202,-85.6173069897341,182.865713633102,216.285530954889,93.434473257963,-250.470479522337,-18.1477164700264,53.075569999768,48.9969403789983
-284.699015712256,-67.9788661250132,24.1671241988442,42.8266186296441,-14.3079988886893,-324.560939446993,-71.7164395630753,12.3469244973239,164.845377720078
