Iteration	Posterior	Likelihood	Prior	ex0	ex1	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	sp0	sp1	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
35	-672.2621	-686.1056	13.84345	0.124208	0.00972757	0.0616182	0.00482573	0.186798	0.0146294	0.496088	1.50391	0.8221552	0.574339	1.74113	0.124208	0.00972757	0.004293216	0.00429322	0.00429322	0.1768499	0.06349254	0.089005	0.0319545	0.264695	0.0950306	0.50328	1.49672	0.8079331	0.579875	1.72451	0.17685	0.0634925	0.00129244	0.00576678
36	-676.7896	-687.3813	10.59173	0.124208	0.06638632	0.0616182	0.0329335	0.186798	0.0998392	0.496088	1.50391	0.8221552	0.574339	1.74113	0.124208	0.0663863	0.001583622	0.00158362	0.00158362	0.1729279	0.116216	0.0870311	0.0584892	0.258825	0.173943	0.50328	1.49672	0.8079331	0.579875	1.72451	0.172928	0.116216	0.00481879	0.01033
37	-676.1518	-687.9026	11.75079	0.1691603	0.02539816	0.0839185	0.0125997	0.254402	0.0381966	0.496088	1.50391	0.8221552	0.574339	1.74113	0.16916	0.0253982	0.002501613	0.00250161	0.00250161	0.2038539	0.116216	0.102596	0.0584892	0.305112	0.173943	0.50328	1.49672	0.8079331	0.579875	1.72451	0.203854	0.116216	0.00379859	0.00560832
38	-675.0388	-686.8807	11.84194	0.1691603	0.02539816	0.0773267	0.01161	0.260994	0.0391863	0.457121	1.54288	0.9017615	0.544314	1.83717	0.16916	0.0253982	0.006003363	0.00600336	0.00600336	0.2038539	0.06443437	0.102596	0.0324285	0.305112	0.0964402	0.50328	1.49672	0.8079331	0.579875	1.72451	0.203854	0.0644344	0.00339427	0.00511886
39	-675.0356	-686.7614	11.72584	0.1691603	0.02539816	0.0773267	0.01161	0.260994	0.0391863	0.457121	1.54288	0.9017615	0.544314	1.83717	0.16916	0.0253982	0.005404294	0.00540429	0.00540429	0.2038539	0.06443437	0.102596	0.0324285	0.305112	0.0964402	0.50328	1.49672	0.8079331	0.579875	1.72451	0.203854	0.0644344	0.00339427	0.0065518
40	-678.0992	-689.4935	11.3943	0.1691603	0.04654513	0.0773267	0.0212767	0.260994	0.0718135	0.457121	1.54288	0.9017615	0.544314	1.83717	0.16916	0.0465451	0.005414865	0.00541486	0.00541486	0.2038539	0.0322883	0.106254	0.0168295	0.301454	0.0477471	0.521225	1.47877	0.7730189	0.593693	1.68437	0.203854	0.0322883	0.00680351	0.0065518
41	-678.0989	-688.2095	10.11055	0.1691603	0.04654513	0.0773267	0.0212767	0.260994	0.0718135	0.457121	1.54288	0.9017615	0.544314	1.83717	0.16916	0.0465451	0.01188668	0.0118867	0.0118867	0.2195701	0.002727969	0.114446	0.00142189	0.324695	0.00403405	0.521225	1.47877	0.7730189	0.593693	1.68437	0.21957	0.00272797	0.00680351	0.0265139
42	-674.7037	-688.6103	13.90662	0.1691603	0.003361642	0.0773267	0.00153668	0.260994	0.00518661	0.457121	1.54288	0.9017615	0.544314	1.83717	0.16916	0.00336164	0.004181773	0.00418177	0.00418177	0.2195701	0.0002997493	0.114446	0.000156237	0.324695	0.000443262	0.521225	1.47877	0.7730189	0.593693	1.68437	0.21957	0.000299749	0.0130421	0.0354514
43	-673.8404	-687.7937	13.95323	0.1131326	0.002898344	0.0517153	0.00132489	0.17455	0.00447179	0.457121	1.54288	0.9017615	0.544314	1.83717	0.113133	0.00289834	0.005852969	0.00585297	0.00585297	0.1915825	0.0004505954	0.0998577	0.000234862	0.283307	0.000666329	0.521225	1.47877	0.7730189	0.593693	1.68437	0.191583	0.000450595	0.0130421	0.0354514
44	-674.2525	-688.8871	14.63454	0.1085854	0.002736801	0.0756392	0.00190642	0.141532	0.00356718	0.696588	1.30341	0.4644602	0.73105	1.3679	0.108585	0.0027368	0.007667884	0.00766788	0.00766788	0.1915825	0.000452045	0.105478	0.000248878	0.277687	0.000655212	0.55056	1.44944	0.7175775	0.616314	1.62255	0.191583	0.000452045	0.0130421	0.0354514
