Iteration	Posterior	Likelihood	Prior	ex0	ex1	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	sp0	sp1	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
54	-2114.993	-2113.076	-1.916494	0.4148372	0.1281258	0.0173871	0.00537014	0.812287	0.250881	0.041913	1.95809	2.849655	0.146305	6.83505	0.414837	0.128126	0.03367749	0.0336775	0.0336775	0.4990333	0.05954253	0.0735748	0.00877863	0.924492	0.110306	0.147435	1.85257	1.87619	0.282106	3.54476	0.499033	0.0595425	0.00861372	0.000279901
55	-2117.464	-2110.105	-7.35915	0.4148372	0.1281258	0.00395511	0.00122157	0.825719	0.25503	0.00953414	1.99047	3.959471	0.0692091	14.449	0.414837	0.128126	0.03182144	0.0318214	0.0318214	0.4990333	0.2032937	0.0735748	0.0299725	0.924492	0.376615	0.147435	1.85257	1.87619	0.282106	3.54476	0.499033	0.203294	0.00861372	0.0140107
56	-2116.126	-2108.7	-7.426426	0.4148372	0.1281258	0.0145667	0.00449906	0.815108	0.251753	0.0351144	1.96489	2.983425	0.133682	7.48043	0.414837	0.128126	0.03643366	0.0364337	0.0364337	0.496008	0.2032937	0.0797903	0.0327028	0.912226	0.373885	0.160865	1.83914	1.806169	0.295749	3.38124	0.496008	0.203294	0.00474125	0.0227397
57	-2116.023	-2113.043	-2.980275	0.4148372	0.2243283	0.0145667	0.00787714	0.815108	0.44078	0.0351144	1.96489	2.983425	0.133682	7.48043	0.414837	0.224328	0.02608593	0.0260859	0.0260859	0.496008	0.2732166	0.110231	0.0607185	0.881785	0.485715	0.222236	1.77776	1.541442	0.353565	2.82833	0.496008	0.273217	0.00582274	0.00723246
58	-2118.1	-2114.858	-3.241784	0.3483073	0.2243283	0.0122306	0.00787714	0.684384	0.44078	0.0351144	1.96489	2.983425	0.133682	7.48043	0.348307	0.224328	0.02492605	0.024926	0.024926	0.5119663	0.09688963	0.113777	0.0215323	0.910155	0.172247	0.222236	1.77776	1.541442	0.353565	2.82833	0.511966	0.0968896	0.00843587	0.0131397
59	-2115.602	-2111.19	-4.411961	0.3693372	0.04378574	0.00382759	0.000453769	0.734847	0.0871177	0.0103634	1.98964	3.897337	0.0721712	13.8559	0.369337	0.0437857	0.02873839	0.0287384	0.0287384	0.4854158	0.09688963	0.107877	0.0215323	0.862955	0.172247	0.222236	1.77776	1.541442	0.353565	2.82833	0.485416	0.0968896	0.0109699	0.0131397
60	-2115.597	-2112.066	-3.530421	0.352071	0.07578766	0.00365715	0.000787246	0.700485	0.150788	0.0103875	1.98961	3.895604	0.0722556	13.8398	0.352071	0.0757877	0.02873839	0.0287384	0.0287384	0.4854158	0.09688963	0.113265	0.0226079	0.857566	0.171171	0.233337	1.76666	1.500665	0.363425	2.7516	0.485416	0.0968896	0.00428056	0.0131397
61	-2108.498	-2115.212	6.714213	0.352071	0.0001912899	0.0124539	6.76655e-06	0.691688	0.000375813	0.0353733	1.96463	2.977881	0.134183	7.45251	0.352071	0.00019129	0.02133193	0.0213319	0.0213319	0.4468203	0.09688963	0.0807869	0.017518	0.812854	0.176261	0.180804	1.8192	1.711469	0.315257	3.17202	0.44682	0.0968896	0.00545802	0.00416901
62	-2109.075	-2110.645	1.569994	0.352071	0.000274382	0.00953602	7.43177e-06	0.694606	0.000541332	0.0270855	1.97291	3.178899	0.117169	8.53465	0.352071	0.000274382	0.02323535	0.0232353	0.0232353	0.4468203	0.09688963	0.0807869	0.017518	0.812854	0.176261	0.180804	1.8192	1.711469	0.315257	3.17202	0.44682	0.0968896	0.00504583	0.025358
63	-2111.171	-2110.886	-0.2856312	0.3766952	0.0009078312	0.010203	2.45891e-05	0.743187	0.00179107	0.0270855	1.97291	3.178899	0.117169	8.53465	0.376695	0.000907831	0.03980487	0.0398049	0.0398049	0.4720271	0.09688963	0.0853444	0.017518	0.85871	0.176261	0.180804	1.8192	1.711469	0.315257	3.17202	0.472027	0.0968896	0.00504583	0.0115287
64	-2112.166	-2111.698	-0.4682854	0.370576	0.002104582	0.0100372	5.70036e-05	0.731115	0.00415216	0.0270855	1.97291	3.178899	0.117169	8.53465	0.370576	0.00210458	0.0375476	0.0375476	0.0375476	0.481666	0.09688963	0.0862508	0.0173498	0.877081	0.176429	0.179068	1.82093	1.719329	0.31359	3.18888	0.481666	0.0968896	0.00504583	0.010337
