Iteration	Posterior	Likelihood	Prior	ex0	ex1	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	sp0	sp1	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
1505	-479.1277	-491.9449	12.81719	0.002028012	0.006353943	0.00142655	0.00446952	0.00262947	0.00823837	0.703424	1.29658	0.4533223	0.736562	1.35766	0.00202801	0.00635394	0.01152165	0.0115217	0.0115217	0.12546	0.829107	0.0260147	0.0194181	0.5875157	0.1011684	0.2684	0.0462176	0.906632	0.156119	0.456838	1.54316	0.9023559	0.544096	1.83791	0.587516	0.101168	0.00660288	0.0154929
1506	-475.0234	-491.3999	16.37641	5.030298e-05	0.007572886	3.53843e-05	0.00532695	6.52216e-05	0.00981882	0.703424	1.29658	0.4533223	0.736562	1.35766	5.0303e-05	0.00757289	0.0123862	0.0123862	0.0123862	0.123411	0.829305	0.0255897	0.0216944	0.519472	0.10832	0.228507	0.0476481	0.810437	0.168992	0.439883	1.56012	0.9384922	0.530995	1.88326	0.519472	0.10832	0.00940566	0.0107879
1507	-474.4207	-491.2506	16.82991	1.9197e-05	0.01397001	1.50416e-05	0.0109461	2.33524e-05	0.016994	0.78354	1.21646	0.3260823	0.802568	1.246	1.9197e-05	0.01397	0.01535733	0.0153573	0.0153573	0.137927	0.776357	0.0285999	0.0571158	0.4839712	0.09698653	0.19857	0.0397928	0.769373	0.15418	0.410292	1.58971	1.004044	0.508029	1.96839	0.483971	0.0969865	0.0107008	0.0107879
1508	-477.3892	-492.7444	15.35527	1.868195e-05	0.01397001	1.18655e-05	0.00887284	2.54984e-05	0.0190672	0.635134	1.36487	0.5670766	0.682163	1.46593	1.86819e-05	0.01397	0.0115928	0.0115928	0.0115928	0.137927	0.776357	0.0285999	0.0571158	0.622177	0.1182316	0.255275	0.0485096	0.98908	0.187954	0.410292	1.58971	1.004044	0.508029	1.96839	0.622177	0.118232	0.0309956	0.00916694
1509	-475.9987	-491.9254	15.92674	2.464364e-06	0.02020991	6.30257e-07	0.00516865	4.29847e-06	0.0352512	0.255748	1.74425	1.423214	0.382915	2.61155	2.46436e-06	0.0202099	0.008665869	0.00866587	0.00866587	0.137814	0.775719	0.0285764	0.0578906	0.6556698	0.1182316	0.269016	0.0485096	1.04232	0.187954	0.410292	1.58971	1.004044	0.508029	1.96839	0.65567	0.118232	0.0240566	0.00916694
1510	-473.8238	-493.1091	19.28522	2.750089e-06	0.0006805248	7.03331e-07	0.000174043	4.79685e-06	0.00118701	0.255748	1.74425	1.423214	0.382915	2.61155	2.75009e-06	0.000680525	0.008513028	0.00851303	0.00851303	0.137814	0.775719	0.0285764	0.0578906	0.5645496	0.1417176	0.23163	0.0581457	0.897469	0.22529	0.410292	1.58971	1.004044	0.508029	1.96839	0.56455	0.141718	0.0249793	0.00587434
1511	-474.5705	-491.5523	16.98179	4.253364e-05	0.002024793	2.63035e-05	0.00125217	5.87638e-05	0.00279742	0.618417	1.38158	0.5958748	0.66904	1.49468	4.25336e-05	0.00202479	0.006907965	0.00690796	0.00690796	0.137814	0.775719	0.0285764	0.0578906	0.6356146	0.06264618	0.224529	0.0221296	1.0467	0.103163	0.353248	1.64675	1.141152	0.463154	2.15911	0.635615	0.0626462	0.0275911	0.0129276
1512	-474.8118	-491.1168	16.30509	0.0004924488	0.0004615147	0.00041248	0.000386569	0.000572418	0.000536461	0.837609	1.16239	0.2429118	0.848877	1.17803	0.000492449	0.000461515	0.006716104	0.0067161	0.0067161	0.137814	0.775719	0.0285764	0.0578906	0.6343109	0.07998261	0.227169	0.0286446	1.04145	0.131321	0.358135	1.64186	1.128763	0.467041	2.14114	0.634311	0.0799826	0.024642	0.0180657
1513	-469.9395	-492.1196	22.18003	0.0002406238	3.985692e-06	0.000136699	2.26428e-06	0.000344549	5.70711e-06	0.568102	1.4319	0.6853002	0.629879	1.58761	0.000240624	3.98569e-06	0.006965009	0.00696501	0.00696501	0.137814	0.775719	0.0285764	0.0578906	0.6380796	0.04107841	0.215278	0.0138592	1.06088	0.0682976	0.337383	1.66262	1.182322	0.45047	2.2199	0.63808	0.0410784	0.0163901	0.012353
1514	-470.0234	-492.106	22.08253	0.0002406238	3.985692e-06	0.000196673	3.25769e-06	0.000284575	4.71369e-06	0.817346	1.18265	0.273876	0.831332	1.20289	0.000240624	3.98569e-06	0.009441605	0.00944161	0.00944161	0.137814	0.775719	0.0285764	0.0578906	0.7113427	0.04107841	0.239995	0.0138592	1.18269	0.0682976	0.337383	1.66262	1.182322	0.45047	2.2199	0.711343	0.0410784	0.0299117	0.012353
1515	-471.9829	-491.7821	19.79924	0.001232251	1.714282e-06	0.000796006	1.10739e-06	0.0016685	2.32118e-06	0.645977	1.35402	0.5486161	0.69071	1.44779	0.00123225	1.71428e-06	0.009632841	0.00963284	0.00963284	0.137814	0.775719	0.0285764	0.0578906	0.575087	0.05879121	0.240788	0.0246158	0.909386	0.0929666	0.418699	1.5813	0.9850797	0.514569	1.94337	0.575087	0.0587912	0.0410894	0.0292066
1516	-473.4255	-492.4721	19.04667	0.0009870654	2.220974e-06	0.0008152	1.83426e-06	0.00115893	2.60768e-06	0.825882	1.17412	0.2608046	0.838693	1.19233	0.000987065	2.22097e-06	0.009632841	0.00963284	0.00963284	0.137814	0.775719	0.0285764	0.0578906	0.6244049	0.09857189	0.239166	0.0377561	1.00964	0.159388	0.383031	1.61697	1.067617	0.486705	2.05463	0.624405	0.0985719	0.0324763	0.0486335
1517	-474.9829	-493.5184	18.53553	0.000235283	1.383009e-05	0.000177345	1.04245e-05	0.000293221	1.72357e-05	0.753752	1.24625	0.3727482	0.7777	1.28584	0.000235283	1.38301e-05	0.01127078	0.0112708	0.0112708	0.137814	0.775719	0.0285764	0.0578906	0.6688908	0.06693397	0.189913	0.0190041	1.14787	0.114864	0.283923	1.71608	1.333671	0.406754	2.45849	0.668891	0.066934	0.036738	0.0378812
1518	-474.5487	-492.7136	18.16488	0.000235283	8.406978e-05	0.000139949	5.00058e-05	0.000330617	0.000118134	0.594813	1.40519	0.6372811	0.650613	1.53701	0.000235283	8.40698e-05	0.006744265	0.00674426	0.00674426	0.137814	0.775719	0.0285764	0.0578906	0.6883302	0.01990031	0.259768	0.00751015	1.11689	0.0322905	0.377389	1.62261	1.0812	0.482267	2.07354	0.68833	0.0199003	0.0349886	0.0378812
1519	-476.2772	-492.6673	16.39013	0.000235283	0.0004944694	9.85634e-05	0.00020714	0.000372003	0.000781798	0.418914	1.58109	0.9845965	0.514736	1.94274	0.000235283	0.000494469	0.007402809	0.00740281	0.00740281	0.137814	0.775719	0.0285764	0.0578906	0.5942601	0.01733081	0.238457	0.00695428	0.950063	0.0277073	0.401267	1.59873	1.02473	0.50099	1.99605	0.59426	0.0173308	0.0414681	0.0259377
1520	-476.1525	-495.0936	18.9411	0.001835404	0.0003300112	0.0017497	0.000314602	0.00192111	0.000345421	0.953306	1.04669	0.06927941	0.954347	1.04784	0.0018354	0.000330011	0.02616425	0.0261642	0.0261642	0.148684	0.4351	0.226144	0.190072	0.4259251	0.008798717	0.2443	0.00504672	0.607551	0.0125507	0.573574	1.42643	0.6753549	0.634118	1.57699	0.425925	0.00879872	0.0163744	0.00820131
1521	-479.2743	-497.1849	17.91056	0.0006985543	0.001625629	0.000662744	0.00154229	0.000734364	0.00170896	0.948737	1.05126	0.07606904	0.949986	1.05265	0.000698554	0.00162563	0.0406531	0.0406531	0.0406531	0.135221	0.441981	0.229721	0.193078	0.4126655	0.008894805	0.257646	0.00555344	0.567685	0.0122362	0.624347	1.37565	0.5856113	0.673688	1.48437	0.412665	0.0088948	0.00825735	0.0149215
1522	-478.8812	-496.8075	17.92628	0.002253683	0.001532546	0.00213815	0.00145398	0.00236921	0.00161111	0.948737	1.05126	0.07606904	0.949986	1.05265	0.00225368	0.00153255	0.01976174	0.0197617	0.0197617	0.135221	0.441981	0.229721	0.193078	0.4126655	0.008894805	0.257646	0.00555344	0.567685	0.0122362	0.624347	1.37565	0.5856113	0.673688	1.48437	0.412665	0.0088948	0.00840071	0.00948462
1523	-479.4418	-495.5561	16.11427	0.004298926	0.002946059	0.00417656	0.0028622	0.00442129	0.00302991	0.971537	1.02846	0.04221114	0.971931	1.02888	0.00429893	0.00294606	0.03025204	0.030252	0.030252	0.137814	0.450456	0.234125	0.177605	0.3629641	0.01028897	0.216986	0.00615091	0.508943	0.014427	0.597816	1.40218	0.6319621	0.652952	1.53151	0.362964	0.010289	0.00891617	0.00948462
1524	-481.1088	-495.4645	14.35573	0.02902568	0.0003350755	0.0272883	0.000315019	0.0307631	0.000355132	0.940143	1.05986	0.08884964	0.941832	1.06176	0.0290257	0.000335076	0.05695777	0.0569578	0.0569578	0.137814	0.450456	0.234125	0.177605	0.3894504	0.009840555	0.23282	0.00588284	0.546081	0.0137983	0.597816	1.40218	0.6319621	0.652952	1.53151	0.38945	0.00984055	0.0162448	0.0199558
1525	-477.1468	-495.3228	18.17606	0.004570239	4.888214e-05	0.00404917	4.33089e-05	0.00509131	5.44554e-05	0.885986	1.11401	0.169775	0.891802	1.12133	0.00457024	4.88821e-05	0.04214884	0.0421488	0.0421488	0.15717	0.373271	0.267009	0.20255	0.4237002	0.008835851	0.256915	0.0053577	0.590486	0.012314	0.60636	1.39364	0.6169118	0.659614	1.51604	0.4237	0.00883585	0.0226542	0.0252096
1526	-481.3795	-497.4595	16.08	0.004570239	0.0001475208	0.003143	0.000101451	0.00599748	0.00019359	0.68771	1.31229	0.479001	0.723915	1.38138	0.00457024	0.000147521	0.0260082	0.0260082	0.0260082	0.15717	0.373271	0.267009	0.20255	0.4845399	0.007993585	0.293805	0.00484699	0.675274	0.0111402	0.60636	1.39364	0.6169118	0.659614	1.51604	0.48454	0.00799358	0.0254924	0.0485184
1527	-483.9357	-497.6601	13.72446	0.103693	3.426265e-05	0.0602915	1.99218e-05	0.147094	4.86035e-05	0.581443	1.41856	0.6611542	0.640221	1.56196	0.103693	3.42627e-05	0.02483548	0.0248355	0.0248355	0.166804	0.39615	0.222081	0.214966	0.5328621	0.005560221	0.326028	0.00340198	0.739696	0.00771846	0.611843	1.38816	0.6073164	0.663897	1.50626	0.532862	0.00556022	0.0421654	0.0485184
1528	-477.6059	-498.1398	20.53392	0.005369641	2.785724e-06	0.00363761	1.88716e-06	0.00710167	3.68429e-06	0.67744	1.32256	0.4959323	0.715695	1.39724	0.00536964	2.78572e-06	0.01760215	0.0176022	0.0176022	0.164365	0.364899	0.2392	0.231536	0.5617043	0.005560221	0.334673	0.00331288	0.788735	0.00780756	0.595818	1.40418	0.6354989	0.651396	1.53516	0.561704	0.00556022	0.0437349	0.0272872
1529	-483.291	-498.5238	15.2328	0.004245415	0.0001234534	0.00129121	3.75474e-05	0.00719962	0.000209359	0.304143	1.69586	1.273887	0.423491	2.36133	0.00424541	0.000123453	0.01015962	0.0101596	0.0101596	0.164365	0.364899	0.2392	0.231536	0.5617043	0.008496432	0.351698	0.00531985	0.77171	0.011673	0.626127	1.37387	0.5825408	0.675084	1.4813	0.561704	0.00849643	0.0411589	0.0393123
1530	-481.346	-496.3698	15.02385	0.001510874	0.0002108394	0.000510111	7.11849e-05	0.00251164	0.000350494	0.337626	1.66237	1.18168	0.450665	2.21894	0.00151087	0.000210839	0.02017737	0.0201774	0.0201774	0.164365	0.364899	0.2392	0.231536	0.4172213	0.007619582	0.261234	0.00477083	0.573209	0.0104683	0.626127	1.37387	0.5825408	0.675084	1.4813	0.417221	0.00761958	0.0757092	0.0242268
1531	-476.4505	-494.4375	17.98699	0.0002053462	4.557562e-05	2.57818e-05	5.72214e-06	0.000384911	8.54291e-05	0.125553	1.87445	2.003992	0.258807	3.86388	0.000205346	4.55756e-05	0.01778309	0.0177831	0.0177831	0.164365	0.364899	0.2392	0.231536	0.4093868	0.00864254	0.251177	0.00530257	0.567597	0.0119825	0.613544	1.38646	0.6043496	0.665227	1.50325	0.409387	0.00864254	0.0429056	0.036683
1532	-471.0241	-493.2546	22.2305	2.429896e-05	8.136e-06	8.37793e-06	2.80517e-06	4.022e-05	1.34668e-05	0.344785	1.65521	1.162926	0.456402	2.19105	2.4299e-05	8.136e-06	0.01171683	0.0117168	0.0117168	0.156961	0.393507	0.228425	0.221106	0.4097334	0.02995558	0.243796	0.0178239	0.57567	0.0420872	0.595012	1.40499	0.6369276	0.650769	1.53664	0.409733	0.0299556	0.0496231	0.0301435
1533	-466.1338	-492.9	26.76621	1.490994e-06	3.037666e-06	7.03398e-07	1.43306e-06	2.27859e-06	4.64227e-06	0.471765	1.52824	0.8713168	0.555607	1.79983	1.49099e-06	3.03767e-06	0.01823062	0.0182306	0.0182306	0.127686	0.407172	0.236357	0.228785	0.3414877	0.035178	0.203189	0.0209313	0.479786	0.0494247	0.595012	1.40499	0.6369276	0.650769	1.53664	0.341488	0.035178	0.0275614	0.0400838
1534	-469.0377	-493.9668	24.92907	1.490994e-06	3.505423e-05	7.03398e-07	1.65373e-05	2.27859e-06	5.35711e-05	0.471765	1.52824	0.8713168	0.555607	1.79983	1.49099e-06	3.50542e-05	0.02837208	0.0283721	0.0283721	0.128168	0.40871	0.233473	0.229649	0.4044035	0.01174058	0.241839	0.00702105	0.566967	0.0164601	0.598015	1.40198	0.6316092	0.653107	1.53114	0.404403	0.0117406	0.0276924	0.0374401
1535	-472.1205	-494.5716	22.4511	0.0005711693	3.855899e-06	0.000269458	1.81908e-06	0.000872881	5.89272e-06	0.471765	1.52824	0.8713168	0.555607	1.79983	0.000571169	3.8559e-06	0.02128484	0.0212848	0.0212848	0.128168	0.40871	0.233473	0.229649	0.30944	0.008838599	0.18505	0.00528562	0.43383	0.0123916	0.598015	1.40198	0.6316092	0.653107	1.53114	0.30944	0.0088386	0.0240774	0.0316288
1536	-470.1231	-494.3714	24.24824	1.357398e-05	7.61197e-06	5.09714e-06	2.85836e-06	2.20508e-05	1.23656e-05	0.375508	1.62449	1.085761	0.480785	2.07993	1.3574e-05	7.61197e-06	0.01008101	0.010081	0.010081	0.128168	0.40871	0.233473	0.229649	0.3567391	0.008715873	0.213335	0.00521223	0.500143	0.0122195	0.598015	1.40198	0.6316092	0.653107	1.53114	0.356739	0.00871587	0.0358359	0.0489232
1537	-469.2896	-494.827	25.53747	2.695582e-05	1.167477e-05	2.1599e-05	9.35467e-06	3.23127e-05	1.39949e-05	0.801273	1.19873	0.298607	0.817579	1.22312	2.69558e-05	1.16748e-05	0.00645307	0.00645307	0.00645307	0.128168	0.40871	0.233473	0.229649	0.3469664	0.008715873	0.194653	0.00488973	0.49928	0.012542	0.561015	1.43899	0.698266	0.624394	1.60155	0.346966	0.00871587	0.0159535	0.0457714
1538	-472.5647	-494.8995	22.33478	3.936322e-05	0.0001946226	3.15407e-05	0.000155946	4.71858e-05	0.000233299	0.801273	1.19873	0.298607	0.817579	1.22312	3.93632e-05	0.000194623	0.007707314	0.00770731	0.00770731	0.122859	0.391778	0.265228	0.220135	0.3400063	0.008715873	0.193297	0.00495507	0.486715	0.0124767	0.568511	1.43149	0.6845536	0.630196	1.58681	0.340006	0.00871587	0.0159535	0.0457714
1539	-473.1283	-494.0245	20.89629	4.515838e-05	0.0001946226	2.47456e-05	0.000106648	6.55712e-05	0.000282597	0.547973	1.45203	0.722391	0.614316	1.62783	4.51584e-05	0.000194623	0.006685381	0.00668538	0.00668538	0.122859	0.391778	0.265228	0.220135	0.3933687	0.0114564	0.218018	0.00634953	0.568719	0.0165633	0.554235	1.44577	0.7107642	0.619153	1.61511	0.393369	0.0114564	0.0196654	0.0457714
1540	-475.7482	-494.2631	18.51485	1.591841e-06	0.009083148	1.15551e-06	0.00659341	2.02817e-06	0.0115729	0.725895	1.2741	0.4170511	0.754804	1.32485	1.59184e-06	0.00908315	0.01141795	0.0114179	0.0114179	0.148994	0.76566	0.0282058	0.0571399	0.6478917	0.01559565	0.268131	0.00645428	1.02765	0.024737	0.413851	1.58615	0.9959805	0.510799	1.95772	0.647892	0.0155957	0.0409117	0.0455686
1541	-484.4512	-497.8022	13.35102	8.034858e-06	0.02683394	5.83247e-06	0.0194786	1.02373e-05	0.0341893	0.725895	1.2741	0.4170511	0.754804	1.32485	8.03486e-06	0.0268339	0.03070612	0.0307061	0.0307061	0.148994	0.76566	0.0282058	0.0571399	0.6823312	0.03388943	0.259836	0.0129053	1.10483	0.0548736	0.380806	1.61919	1.072954	0.484956	2.06204	0.682331	0.0338894	0.0740101	0.0280642
1542	-486.1475	-498.7273	12.57981	2.222226e-05	0.02683394	1.5655e-05	0.0189038	2.87895e-05	0.034764	0.704475	1.29553	0.4516147	0.737411	1.3561	2.22223e-05	0.0268339	0.03422575	0.0342257	0.0342257	0.138526	0.775079	0.0285528	0.0578428	0.7569582	0.02492828	0.288254	0.00949285	1.22566	0.0403637	0.380806	1.61919	1.072954	0.484956	2.06204	0.756958	0.0249283	0.0565546	0.0396409
1543	-483.4409	-495.2484	11.80749	0.001399208	0.003203936	0.000910755	0.00208547	0.00188766	0.00432241	0.650908	1.34909	0.5402748	0.694606	1.43966	0.00139921	0.00320394	0.00863416	0.00863416	0.00863416	0.149387	0.757444	0.0307915	0.062378	0.7297139	0.01812759	0.190406	0.00473006	1.26902	0.0315251	0.260932	1.73907	1.406134	0.387351	2.58164	0.729714	0.0181276	0.0423512	0.0421134
1544	-485.4152	-497.0902	11.67508	0.001376631	0.008965536	0.00109038	0.00710129	0.00166288	0.0108298	0.792065	1.20793	0.3128466	0.809764	1.23493	0.00137663	0.00896554	0.02058242	0.0205824	0.0205824	0.149387	0.757444	0.0307915	0.062378	0.7874211	0.01249218	0.200654	0.00318331	1.37419	0.021801	0.254824	1.74518	1.426291	0.382121	2.61697	0.787421	0.0124922	0.0274079	0.0397407
1545	-485.5173	-499.7824	14.26508	0.001382665	0.0002474043	0.001018	0.000182153	0.00174733	0.000312656	0.736256	1.26374	0.4004919	0.763282	1.31013	0.00138266	0.000247404	0.04426066	0.0442607	0.0442607	0.148477	0.75283	0.0366953	0.061998	0.7874211	0.008709913	0.216941	0.00239965	1.3579	0.0150202	0.275508	1.72449	1.3596	0.399702	2.50186	0.787421	0.00870991	0.035037	0.03909
1546	-478.2174	-495.7701	17.55268	0.0007827214	0.000506346	0.000658926	0.000426262	0.000906517	0.00058643	0.84184	1.15816	0.2364733	0.852571	1.17292	0.000782721	0.000506346	0.01858485	0.0185848	0.0185848	0.148477	0.75283	0.0366953	0.061998	0.7235509	0.006061951	0.25006	0.00209502	1.19704	0.0100289	0.345602	1.6544	1.160808	0.457054	2.18792	0.723551	0.00606195	0.0318605	0.0129261
1547	-481.8124	-496.4234	14.61101	0.008212677	0.0006944936	0.00623483	0.00052724	0.0101905	0.000861747	0.759172	1.24083	0.3642056	0.782194	1.27846	0.00821268	0.000694494	0.02481704	0.024817	0.024817	0.148477	0.75283	0.0366953	0.061998	0.6302076	0.006061951	0.285019	0.00274159	0.975396	0.00938231	0.452262	1.54774	0.9120147	0.540563	1.84992	0.630208	0.00606195	0.0318605	0.0210686
1548	-475.7876	-496.15	20.36235	0.003691035	6.965922e-06	0.00331058	6.24791e-06	0.00407149	7.68393e-06	0.896925	1.10307	0.1533634	0.901728	1.10898	0.00369103	6.96592e-06	0.01390994	0.0139099	0.0139099	0.144852	0.756035	0.0368516	0.062262	0.5783274	0.01823411	0.344653	0.0108666	0.812002	0.0256017	0.595947	1.40405	0.6352696	0.651497	1.53493	0.578327	0.0182341	0.0318605	0.019564
1549	-472.287	-493.0848	20.79785	0.002221548	6.965922e-06	0.00193178	6.05731e-06	0.00251132	7.87454e-06	0.869563	1.13044	0.1944947	0.877056	1.14018	0.00222155	6.96592e-06	0.01070611	0.0107061	0.0107061	0.144852	0.756035	0.0368516	0.062262	0.4553169	0.02079953	0.271345	0.0123954	0.639289	0.0292036	0.595947	1.40405	0.6352696	0.651497	1.53493	0.455317	0.0207995	0.0341539	0.0230205
1550	-473.4938	-492.9758	19.48195	0.0139655	3.060824e-06	0.0129339	2.83472e-06	0.0149971	3.28693e-06	0.92613	1.07387	0.1097196	0.928667	1.07681	0.0139655	3.06082e-06	0.008565064	0.00856506	0.00856506	0.144852	0.756035	0.0368516	0.062262	0.491896	0.02079953	0.272204	0.01151	0.711588	0.0300891	0.553377	1.44662	0.712351	0.61849	1.61684	0.491896	0.0207995	0.0331197	0.0316665
1551	-470.4069	-491.1867	20.77982	0.002545027	2.864547e-06	0.00222715	2.50677e-06	0.0028629	3.22233e-06	0.8751	1.1249	0.1861487	0.882007	1.13378	0.00254503	2.86455e-06	0.006870183	0.00687018	0.00687018	0.144852	0.756035	0.0368516	0.062262	0.491896	0.03165552	0.193355	0.0124432	0.790437	0.0508679	0.393081	1.60692	1.043795	0.494588	2.02188	0.491896	0.0316555	0.031394	0.0201503
1552	-469.7356	-491.2239	21.48833	0.0003356498	1.366885e-06	0.000144879	5.89999e-07	0.000526421	2.14377e-06	0.431637	1.56836	0.9564278	0.52461	1.90618	0.00033565	1.36688e-06	0.01113495	0.011135	0.011135	0.143688	0.749963	0.0445867	0.0617619	0.4333337	0.0448505	0.147839	0.0153015	0.718828	0.0743995	0.341168	1.65883	1.172364	0.453506	2.20504	0.433334	0.0448505	0.0262683	0.0280986
1553	-467.9705	-490.9944	23.02388	0.0001191238	1.366885e-06	5.14183e-05	5.89999e-07	0.000186829	2.14377e-06	0.431637	1.56836	0.9564278	0.52461	1.90618	0.000119124	1.36688e-06	0.02079885	0.0207989	0.0207989	0.138372	0.722214	0.0799376	0.0594767	0.3966097	0.03386444	0.16992	0.0145086	0.6233	0.0532203	0.42843	1.57157	0.9634702	0.522124	1.91526	0.39661	0.0338644	0.0190021	0.0309352
1554	-468.8786	-492.3103	23.43163	8.561581e-05	1.788172e-06	2.54231e-05	5.30986e-07	0.000145809	3.04536e-06	0.296944	1.70306	1.294784	0.417563	2.39485	8.56158e-05	1.78817e-06	0.02090242	0.0209024	0.0209024	0.153035	0.688298	0.0928877	0.0657795	0.3966097	0.02255817	0.174799	0.00994216	0.61842	0.0351742	0.440734	1.55927	0.9366549	0.531653	1.88093	0.39661	0.0225582	0.0080547	0.0308643
1555	-464.8103	-492.019	27.20864	7.173432e-06	3.199857e-06	5.55658e-06	2.47863e-06	8.79028e-06	3.92109e-06	0.774606	1.22539	0.3400082	0.795064	1.25776	7.17343e-06	3.19986e-06	0.01535109	0.0153511	0.0153511	0.153035	0.688298	0.0928877	0.0657795	0.3619685	0.02998512	0.182292	0.0151009	0.541645	0.0448694	0.503612	1.49639	0.8072801	0.580131	1.72375	0.361968	0.0299851	0.0083373	0.0308643
1556	-469.0751	-492.6727	23.59757	0.0001001755	5.52432e-06	5.13525e-05	2.8319e-06	0.000148999	8.21674e-06	0.512625	1.48738	0.7896517	0.58707	1.70338	0.000100176	5.52432e-06	0.02358877	0.0235888	0.0235888	0.153035	0.688298	0.0928877	0.0657795	0.3959432	0.02467791	0.185336	0.0115514	0.60655	0.0378044	0.468087	1.53191	0.8788999	0.552772	1.80906	0.395943	0.0246779	0.00525314	0.0174971
1557	-471.2659	-492.2843	21.01842	0.0007052021	5.52432e-06	0.000361504	2.8319e-06	0.0010489	8.21674e-06	0.512625	1.48738	0.7896517	0.58707	1.70338	0.000705202	5.52432e-06	0.02019278	0.0201928	0.0201928	0.153035	0.688298	0.0928877	0.0657795	0.4125763	0.04877376	0.231428	0.0273588	0.593725	0.0701887	0.560934	1.43907	0.6984148	0.624332	1.60171	0.412576	0.0487738	0.00554829	0.0255286
1558	-470.6317	-492.6962	22.06445	0.0007052021	2.617944e-06	0.000502794	1.86654e-06	0.00090761	3.36935e-06	0.712979	1.28702	0.4378376	0.744296	1.34355	0.000705202	2.61794e-06	0.02155042	0.0215504	0.0215504	0.153035	0.688298	0.0928877	0.0657795	0.4270578	0.06430723	0.23867	0.0359393	0.615446	0.0926751	0.558869	1.44113	0.7022103	0.622735	1.60582	0.427058	0.0643072	0.00377817	0.0255286
1559	-476.6226	-491.9604	15.33785	0.007263625	0.0003585656	0.00588699	0.000290609	0.00864026	0.000426523	0.810475	1.18952	0.2844284	0.825436	1.21148	0.00726362	0.000358566	0.008278722	0.00827872	0.00827872	0.153035	0.688298	0.0928877	0.0657795	0.4728252	0.09845861	0.239566	0.0498859	0.706085	0.147031	0.506669	1.49333	0.8012782	0.582484	1.71679	0.472825	0.0984586	0.00359986	0.0166823
1560	-480.1278	-492.1475	12.01968	0.02847763	0.002398721	0.0226853	0.00191082	0.03427	0.00288662	0.7966	1.2034	0.3058261	0.813608	1.22909	0.0284776	0.00239872	0.007446178	0.00744618	0.00744618	0.153035	0.688298	0.0928877	0.0657795	0.4852291	0.09845861	0.24585	0.0498859	0.724608	0.147031	0.506669	1.49333	0.8012782	0.582484	1.71679	0.485229	0.0984586	0.00417776	0.0166823
1561	-474.5014	-491.2865	16.78519	0.001050524	0.0001851392	0.000836848	0.000147482	0.0012642	0.000222797	0.7966	1.2034	0.3058261	0.813608	1.22909	0.00105052	0.000185139	0.01293121	0.0129312	0.0129312	0.164664	0.675174	0.099946	0.060216	0.4334941	0.1359598	0.164151	0.0514838	0.702837	0.220436	0.378669	1.62133	1.078103	0.483275	2.06922	0.433494	0.13596	0.00814638	0.0168539
1562	-475.3562	-494.6949	19.33874	0.001868749	3.456863e-06	0.00153325	2.83625e-06	0.00220425	4.07748e-06	0.820468	1.17953	0.2690902	0.834019	1.19901	0.00186875	3.45686e-06	0.008827064	0.00882706	0.00882706	0.162238	0.66523	0.113202	0.0593291	0.4853102	0.250373	0.201079	0.103737	0.769542	0.397009	0.414331	1.58567	0.9948983	0.511172	1.95629	0.48531	0.250373	0.00814638	0.0286621
1563	-478.1847	-495.0389	16.85419	0.01969502	8.358712e-06	0.0187764	7.96884e-06	0.0206137	8.74859e-06	0.953357	1.04664	0.0692033	0.954396	1.04778	0.019695	8.35871e-06	0.007590366	0.00759037	0.00759037	0.157282	0.675457	0.109744	0.0575166	0.4387313	0.250373	0.193849	0.110625	0.683614	0.390121	0.44184	1.55816	0.9342721	0.532508	1.87791	0.438731	0.250373	0.00745123	0.0257406
1564	-475.3818	-492.3181	16.9363	0.002846776	5.919708e-05	0.00283328	5.89165e-05	0.00286027	5.94777e-05	0.99526	1.00474	0.007027923	0.995271	1.00475	0.00284678	5.91971e-05	0.004458739	0.00445874	0.00445874	0.157282	0.675457	0.109744	0.0575166	0.4644911	0.179192	0.181507	0.0700222	0.747475	0.288362	0.390766	1.60923	1.04924	0.492775	2.02932	0.464491	0.179192	0.0124878	0.0257406
1565	-475.79	-492.0199	16.2299	0.001154976	0.0002449588	0.00114706	0.00024328	0.00116289	0.000246637	0.993148	1.00685	0.01015958	0.993171	1.00688	0.00115498	0.000244959	0.00674906	0.00674906	0.00674906	0.157282	0.675457	0.109744	0.0575166	0.4684448	0.1758403	0.183159	0.0687526	0.75373	0.282928	0.390995	1.60901	1.048702	0.492954	2.02859	0.468445	0.17584	0.0113023	0.0291454
