(Intercept),IUCNDD,IUCNEN,IUCNEW,IUCNLC,IUCNNT,IUCNVU
-23.9477276096586,896.91287662178,83.8346900706529,709.957583447744,-181.951619615727,-147.318951516798,-143.558443559174
-150.085746240833,126.155725844321,-249.893178556011,294.970488564261,-207.249083000715,-247.343049565658,-234.215894967514
16.1158890561728,459.245397120947,-58.4623507996439,755.77851726982,-55.8171145682863,77.9660951349069,-70.8086575189027
-552.290466751743,262.275655830061,61.1158796793097,427.585550393123,-122.025661693755,-60.6526586292603,-173.545363852507
-188.093946669585,182.912486192945,-191.392672952556,-28.6328933312398,-148.671868780046,-258.180570223223,-147.383992156028
102.236505119858,325.864333840203,-293.853460824888,-388.071110074034,-366.168523237538,-298.678111738489,-464.822701575438
64.6407669703185,67.9650315414474,-105.219044686586,-56.6836685611052,-186.070179960458,-130.074544235758,-165.062259066894
-629.517870276333,-55.3951559227353,-105.799656616844,-26.1433776301492,-232.464125928986,-237.316932605318,-298.715042995012
183.673325577576,1071.98784131961,-229.368585582255,-294.84067474195,-236.761899436693,-174.233929780894,-291.195887205604
-131.742798668042,1032.62688179119,-31.465373656305,495.885241671174,-86.2295902926999,-112.968328689458,-115.849962321699
-143.608462226548,542.504342239103,-4.99606510835292,368.687081148795,-115.017563007976,28.8355365829484,-100.502764599107
38.2940768947738,739.212472640131,-88.9343473616755,270.585402045072,-69.0481115043804,-49.2256194359215,-41.8204098536808
-180.134215274935,255.744370105676,-187.683662879397,726.928764437296,-250.15260158222,-188.12080134861,-221.102235412109
-382.418358600189,192.574934808454,6.17354599924147,327.854617577701,-65.7373795729654,-9.89202087586455,-97.3681599807619
-71.7317817202565,441.897155337047,-95.3695970453409,-252.200046759957,-73.1218407099368,-55.5753529729263,-136.514343196002
-56.0242941586366,967.308825590459,-38.0259364035082,-44.5312245124951,-65.3645921940551,13.4013711208245,-149.838528568333
121.33426459154,89.5650517323375,-239.839887390513,467.987644909852,-144.256520822193,-124.936598541419,-170.266264582766
158.727763163333,733.305122461759,-81.1147242404222,-81.5886700785195,-140.067418191567,-154.399646624021,-205.194253811045
-368.312989061509,908.912844433275,-96.4908765961882,152.763589844806,-166.425290333966,-27.4477620194957,-182.590872159359
-329.423900782524,663.159049243131,-86.8202172278834,824.490816556514,-35.9641542815953,-28.7335592768795,-32.7857968998724
-90.3528906729443,523.321779899157,-288.150801092908,-768.579490082833,-346.231773289619,-284.825977676897,-289.998294324758
-58.7376977793756,616.950511153208,-109.26292248712,-3.79131340162712,-108.954036754469,-60.776472782647,-192.017468669372
-33.7045173917722,236.25555693428,-223.289108167563,223.071556742972,-222.371320323682,-289.374715436337,-218.208432624357
-638.611870677218,283.58397830269,-191.929604242629,-331.038347658032,-267.453878934961,-187.098230633412,-166.499524986735
-18.9290903818692,584.792831372921,-84.3693561300897,-73.4082312604005,-154.686499037118,-162.714635541168,-139.124173178035
111.635695562689,8.97214377718046,-82.8217707854637,245.564865969289,-172.340678993889,-208.539570586814,-205.184080141364
102.329510874799,285.327002667531,-119.051380023855,414.499326409289,-86.479647246917,-11.1443918704317,-179.775795857044
-602.588562992365,712.081307054148,30.5839711603621,270.73197920958,-96.1938963561988,-70.8176193517284,-89.3062266596826
-449.09372892166,770.069781848408,42.3084835297341,9.01228118558356,-126.172790206925,-116.197141059238,-146.941773799932
-16.3077326904313,599.028300820151,-113.722261347539,138.584612390609,-264.267640129547,-302.227672315319,-183.859716592432
-9.53421769064153,230.924230533667,-83.8603922564507,740.359478554034,-203.089443548321,-138.884603736034,-143.204095332301
-59.06919419326,740.770321541248,-14.8495557134156,643.744912756738,-172.081685527257,-72.2999892036314,-199.277206470826
96.5114360920561,728.772519414168,13.8694932942599,-108.551597482387,-25.697780678478,0.822785651864251,-3.19233279912442
-169.696924414195,849.500358355144,48.1933027015621,-198.561934965561,-31.2609894809721,70.5976241320095,32.8405101281678
-206.092284002403,331.684252646301,-12.8585315373784,465.679534373048,-84.7664705348652,28.0871368534863,-42.570945286192
-361.429992528228,865.547651354267,236.250578289892,108.585222302852,133.922687816696,176.471745625604,125.020688263863
155.10321851711,238.820893647338,-126.161458154736,168.634104671957,-173.980018619681,-80.7165702052589,-195.592543494131
-252.140166135738,589.328047036397,-47.0862680592045,284.742094357178,-91.0067908104684,-197.552994789192,-122.877386900007
143.383428369081,84.8561063448651,-26.7244298133446,39.033117174331,-54.082711242394,62.9747083284892,55.1760263030592
83.7780203150814,551.152711454066,-102.568558912651,-13.4775144023006,-157.728672196266,-6.87544979476661,-142.166403459443
168.393271300883,593.008101001295,-101.482058619367,-189.007275257893,-206.778841988416,-150.503015873517,-267.929874892347
46.2741897309243,404.242909560824,-106.871487667522,144.451968844816,-187.931608405139,-16.5753808324371,-197.716775678287
-214.779075970051,-85.8419886423071,-324.835437234433,226.835674482152,-377.776271094248,-334.624397830339,-474.961692321391
-51.3895103622344,351.089057578152,-223.623837992629,50.8222665733629,-278.337329856382,-270.480154991783,-295.396056941478
25.0511607630033,815.305744776917,-26.3517427934335,-290.045280434046,-147.480640909023,-39.3284104883892,-139.300874070716
-107.708489953489,494.242894600216,54.7690689590963,241.408972979247,-18.727852083277,13.0463596345799,4.26063282706309
-71.7603196308773,76.7657943419617,-35.5152922885609,-304.924198158435,-100.752830811936,-218.704315659736,-166.216410552879
9.97220745285449,574.436411103248,-1.59795788054907,811.9624149148,-60.1433963328018,-33.9552087299362,-17.9400617907231
45.1347344174865,-241.672752422281,-220.540230180282,60.2520190159848,-316.552393833423,-233.838112426936,-298.62314703704
-124.625952554765,-184.479620677856,-169.577757222352,-478.775106145928,-278.152772684938,-186.924515025836,-248.567096737883
