(Intercept),MGSHAR,MGSHBG,MGSMBG,MGSMMG,MGSMOP,MGSSO,MGSSSG,MGSVGS
-0.00162951298989356,0.428332391398726,1.20644323266606,0.912878976960201,0.866668456670595,0.0743480628880206,0.14613608570653,1.29653188426164,2.55723224064786
-0.968101495611336,-0.26248392740672,0.863372532476205,0.826919840503251,0.367024260849576,-0.12372797486023,-0.437066682410659,1.01054985907103,3.42185456709558
-0.139918414279236,-0.101837833353784,1.28828067118593,1.0722790189393,0.653051748757434,0.410981214939966,-0.217519011195691,1.47644299000785,4.0524310810988
-1.06825478123938,0.70389264577534,2.21872276532667,1.52619729988692,1.18347239350624,0.493676624915679,0.494604534922473,1.94392458352377,4.86045542509964
-0.822418523624947,0.894941310602007,1.93720034149737,1.23548918040615,0.868861948161793,0.25032147840102,0.239291449310258,1.82922872324707,4.70130377358146
-1.78245466430235,0.8560269621521,2.0206543200984,1.59043721180933,1.16289383571711,0.430353343661409,0.604765795069397,1.99439620166231,5.07395608937077
-1.28130727833923,1.1024361160089,1.31808407268545,1.484937274201,1.36184239352588,0.581282696715789,0.601460248974035,1.95894786684948,4.90594067807251
-0.128603797391406,0.261980781564489,1.11004097656405,0.92526422420633,0.974769956475939,0.110308947463636,0.365323534737399,1.99305229260563,4.30625717427029
-0.354524247464724,0.848366864374839,1.58191558571707,1.54154694124009,0.959948212544987,0.207821249869085,0.492022840277059,2.31627300627588,4.32265282374283
-0.604901428567246,0.453922181055532,1.94872619021044,1.34791812526964,0.928806065203389,-0.0776139602603507,0.645674262290413,2.09220932179596,5.00736926971331
-1.8191867368223,0.201521666807821,1.53634319838602,0.653626714595703,0.744231650693109,-0.079702883536811,0.55313020491667,2.37244885775726,5.21384487028263
-0.447123373797695,0.318636197160231,2.06551767914789,1.82182301099601,1.4255721441732,0.664497261637734,0.932490321254591,2.40652272557782,5.23163140808174
-1.04043707779783,0.76188195082068,2.23131988342357,1.93244183475326,1.41959110306925,0.700154900245252,0.974912531033624,2.82222257189278,5.94316683251236
-0.551454182495945,0.871200811932795,2.9805999587843,2.08604899920465,1.27021744675221,0.478840191128256,1.19544125336688,3.19546160375467,6.09307981746679
-0.679476345165313,-0.246092764356035,1.70278503574082,1.03290532011306,0.528213732555741,0.100164032170142,0.339740796698607,2.14852258522296,5.69289878370182
-0.063918356288923,0.3983026183123,1.9142475321205,1.64666946106445,0.982901672279695,0.518514536815928,0.752035950179561,2.24104010873998,5.56608707125997
-1.30579946629587,0.719135787185223,2.46339356475801,1.69745524571044,1.22687501453038,0.13178492282168,0.831419209862361,2.74957042749338,5.91576035655271
-1.03373376865056,0.683589674408722,2.81531899005495,1.30786025962561,1.28673591301776,0.338541702722068,0.865308704109339,2.88537709033699,6.03542910417173
-2.27136319043348,1.15930278776796,2.72638857018319,1.46745026769349,1.17053408364154,0.26084255238311,0.964493541425327,2.69240853730298,5.99843664716172
-0.579305035564175,0.394908274589397,2.41587279108353,0.992936867343815,0.810927807018743,0.37891195559132,0.503918811446056,2.57077308101179,6.23928257083026
-2.23422270553419,0.178212827129755,2.30871288887283,0.832833770051366,0.714162899814255,-0.0912975412211381,0.668934621528024,2.69960304147389,6.11555174845853
-0.272643753851298,0.33824705402003,2.20101775712101,1.31963648463716,1.17630208685296,0.521258522057906,0.673332153848605,2.96821830826229,7.41376149762073
-1.30656504121816,1.50730753390962,3.54798504768041,2.29614664633118,2.22376186868496,1.84316863787535,1.54038158069307,3.68876238600933,7.77373072836781
-2.46427354187654,0.854837243910879,3.48961505806074,2.38384663054603,1.83156230128952,1.91285299111041,1.80207136718673,3.45140356103366,7.71960545890033
