(Intercept),SDT1
-0.116274059501848,-0.177539091469953
0.17321272935078,-0.127327457856154
0.510044897542684,-0.37935206797556
-1.01874109249911,-0.264751378115307
-1.14148857505643,-0.281509885884589
-0.180499395137304,-0.136349580716342
-0.882372719235718,-0.177896312583471
-0.79565632136655,-0.0117361183802132
-0.947387477295706,0.0909814202168491
-0.744634723625495,0.00374317256819268
-0.533712359319907,0.0559413334995043
-1.25096863645012,0.0662457052967511
-1.1193995127669,-0.00271765646630229
-0.788234992767684,-0.133942699889303
-0.855211152287666,-0.123711949621793
-0.980418588107568,-0.0268453120952472
-1.02147025739396,0.0148247957113199
-1.11448845713858,-0.180484361382696
-1.28689832789314,-0.0806494369608117
-1.16233507928337,0.122938565560617
-0.709608441015007,-0.0631915362664586
-1.20769177080365,-0.0422697220055852
-0.876176795442007,0.0260887804215599
-1.23020849625755,-0.169429720481276
-1.1530713327229,-0.262080236439942
-0.805486196171842,-0.306203158135759
-2.36755719319626,-0.182029636722291
-1.13297424050961,-0.200992558558937
-0.74459818424657,-0.218284140471951
-1.32032764299947,-0.289408211116097
-0.745937867985958,-0.282322112936527
-0.122579487928306,-0.318460046153632
-1.4592037887287,-0.0753586081264075
-0.462897734571015,-0.38755511124873
-0.729720594274113,-0.32458612890332
-0.290506943725632,-0.241392196825473
0.12652402425374,-0.35458030710106
-0.32335631926253,-0.166259255653131
-1.30984079561313,-0.270635740133002
-1.30194083916285,-0.0743180647914414
-1.37789041001815,-0.128414191560296
-1.60606322175818,-0.161652186361607
-1.87684865657684,-0.2578879432549
-1.97509424752207,-0.251213471357914
-1.9484606239821,-0.145027865830343
-2.05410763398322,-0.254678141398472
-0.407337585013011,-0.304727391096094
-1.64709195849719,-0.312901001569116
-1.62069414625876,-0.346865728097328
-1.07531318385008,-0.28560181913781
-1.55221993582381,-0.335365759397973
-0.766775413154392,-0.275930330260053
-3.14989020227222,-0.490111775812693
-2.03397264436899,-0.464012676915445
-2.59494784775598,-0.301778412496787
-0.509116008077399,-0.786332778356154
-1.35806283826241,-0.384981896815589
-1.73555125849089,-0.483309433388058
-2.88378236185235,-0.351067966315895
-2.30525893023878,-0.43161559994769
-2.19886869646143,-0.233524823415792
-3.72294097013946,-0.134813618817134
-1.23173097446852,-0.308828333712881
-1.47393152699806,-0.226873128645821
-1.25492156097607,-0.39879249493606
-3.19962251841207,-0.510093435281306
-2.27248973773749,-0.69307613910496
-2.05512560531497,-0.660063361254288
-2.89739450782145,-0.602565847482765
-3.24100346725754,-0.383556141983718
-2.088304660836,-0.219096516171703
0.37239647480601,-0.677867633410642
-1.60545838353573,-0.38631300614361
-1.07945956611366,-0.450074760745338
-2.52691937499912,-0.324422579666134
-2.41838111388279,-0.356546407623682
-3.77748922669707,-0.252648161622346
-1.7896263517614,-0.145688648666692
-2.7598645477774,-0.38418023941631
-2.39655092354224,-0.0794833787367679
-2.82065234669426,-0.221032916109834
-0.705473273479583,-0.261939702453674
-2.17017218653928,-0.200592237335513
-1.68096046757273,-0.229799368149543
-1.00117950025015,-0.287564099423662
-1.5376043915021,-0.171099061903078
-1.27019235610351,-0.394777191104367
-2.39223848666006,-0.240198334387969
-3.3250874482037,-0.242404577911657
-1.61797710210521,-0.19120916594693
