(Intercept),IUCNDD,IUCNEN,IUCNEW,IUCNLC,IUCNNT,IUCNVU
239.681584498787,277.830215237416,-120.745662725327,158.799982323122,-184.111606745239,-242.811111397947,-155.688461402517
-45.1589549211203,727.078533034204,-236.853430604744,-361.936178286443,-249.934336638136,-292.300700482185,-158.128232785297
-178.692542523611,585.434908296571,-50.7517074731295,-73.1888989554573,-73.1174661917657,-115.207357136656,-7.50774645291676
-239.712586825932,480.130424935531,-69.0754974547599,124.058023590544,-99.489638357074,-43.417591098987,-35.1946586139675
-117.017276171551,459.241664140776,-96.985507120713,-11.2354763779367,-116.107240095589,-136.855136385566,-67.3452126843331
19.3069662646012,124.024821211904,-222.364970660419,-37.6393956070096,-290.997750238093,-246.058359685587,-149.06573301868
-307.511854087061,1146.18254510449,68.7728409579286,-293.855396212952,-17.0408674682185,-79.7539521350845,35.3383123963431
88.8569171094568,96.23047753635,-203.337240405031,307.784713013243,-245.29994131736,-330.153592573173,-196.034488616301
-197.479420905605,696.391722328386,-2.96069678087952,79.7113821272505,-62.7326224136486,-65.3817643969069,24.378352226573
63.1378779843217,598.452008622211,-99.6583222765585,-204.770355105265,-148.984285133432,-211.832289020303,-76.4222217648494
-134.827456290048,882.224571188213,-4.21213333394917,190.520477428538,-35.8410213748866,-43.965801313112,-5.41618997515616
-186.801623837469,559.397139493085,-46.0779395391964,47.3144618055958,-87.5198577817355,-86.2884653421643,-74.8174785696319
-97.3827808751375,-29.932486805501,-66.4947506018507,151.571729376294,-127.944388587654,-158.332448605419,-86.0629269401688
-59.516680331988,446.441773662904,-111.539405552754,44.5065399658888,-149.786707595078,-173.354310203815,-118.665715163763
-18.4849525474419,25.3099586664757,-66.7917033993726,-57.9532037668469,-125.587265048856,-152.46111973099,-104.415258929235
-312.934745229803,804.595511342937,-40.4835316520766,222.042369193747,-81.1816201787296,-53.8014907366232,-44.8722346106806
72.9620715289566,652.399477624527,-96.9599211545719,549.57032089809,-150.216557647873,-86.117830443919,-109.528137708694
42.2090873986817,317.397085990291,-159.603596974135,296.222945278621,-285.5497317476,-280.590524746716,-218.6762680549
144.314937905991,764.833058173346,-89.2466423889564,268.084467382474,-95.4887497968157,-100.152545143996,-97.1023869466735
