(Intercept),FAM,MAM
-780.515547993156,-1.22697652237548,2.53115516030812
82.5731488690799,-2.63357996355626,2.62585370431134
-376.194355524349,-0.255715019746276,1.49033926823176
-71.0675387895317,0.510420391184198,-0.566473209648393
-8.03455646682414,-0.688623423899116,0.938205650396412
-239.689111753265,-0.716095943847904,2.24029959904692
169.507441895228,1.57205887715827,0.215726856971742
-312.914824463428,-1.76788684182247,2.86002264411036
-360.051044906329,-2.72303793751053,2.50247852237305
-572.36313205387,-0.89116422861116,3.51820085055078
-369.906203803606,-4.30962249077857,4.54767499610898
-1007.80828840625,1.8568360186764,-1.23062651957207
-844.153037102689,-3.08181083080126,2.55302158932318
-524.640104492486,0.210739513364388,1.4345519735507
-720.695698340442,1.48226195781899,1.13812752292142
-550.603032143408,-1.56739077548264,3.95514700602507
-615.575653521504,-0.596025663457112,2.17122182881758
-114.359843014172,0.994889195057112,0.798895715124672
-128.428869720388,-0.0620979256636929,0.411307659245722
-116.45841736134,-2.28567010438564,2.4684478157651
-348.32444267716,-1.84845656093967,2.7051912147017
-384.412503450207,-1.0577787036309,1.80193232392776
-93.144473094726,-0.143409577329294,1.65409606577305
-183.039666682336,-3.40631756816583,3.30146132683149
-117.495311198138,-0.526205441892671,2.13428593966819
-53.4670197709206,0.606834731614072,0.311178725336504
-52.7056535503798,0.625472986190289,0.941896678123157
-92.5469343624333,-0.427959434145123,1.00950810994254
-54.3172235204256,-0.622237507333921,1.31050122732995
-133.226494583883,-0.341352131050371,0.65937728638346
-58.3055604302936,-0.0555303028013441,0.537316452198866
-229.198521136757,-1.30171418693499,1.90374697434891
-285.188555804358,-0.63489065883914,0.576419529403211
-66.3184474297741,-0.898606275208294,1.76018129360455
-109.430491874024,-0.271004255493722,0.129752713517519
-351.142194419896,-0.214285523245053,1.24393724949914
-524.869015955308,-1.53688491745561,2.40376752959128
-398.27001654058,0.720881028333679,0.581597130818409
-409.52651675402,-1.05264086513489,2.13714847707888
12.3592237057601,-2.67791179766937,5.00808046327438
-673.796753625033,-0.601258761467761,0.0643737218051683
-533.385458824945,0.524456042679958,1.64771025188384
-291.881887499454,1.18348784340196,-0.207330086210277
-662.551061441365,-1.67668914385467,2.10103161584266
-510.505053167319,-0.808916582958773,2.64682542703667
-160.054920053779,-2.65675552847097,5.4076191286731
-508.319649589743,-2.74623692099703,4.03383617888903
-524.455626060313,1.94235772071988,1.04709579612245
-5.64525529466391,-4.42174991316278,4.48413043206529
-614.016802942991,-0.967629406077322,2.60080054499849
-347.944321531847,-1.94150375463505,2.10949048324255
-467.365529579431,-3.11776583039318,3.43028582695115
-316.085663466187,-2.31051774258958,2.95471395624918
-196.547467522119,-2.73255898617208,2.62604044818727
-409.15624368217,-1.34339965168328,2.64206712107989
-299.183903120775,3.65494848764502,-1.28983275044448
-434.3682844922,-0.0443919549579732,1.04618913665763
-1.07597693243588,-2.51942356053769,3.26340585984872
-616.553392730937,-6.18489234524895,5.23744462175944
37.6969480947155,-2.50010560998635,2.76940170754551
-139.483618607391,1.55591126108629,-0.0839326788442349
-287.624431068358,0.824234424362658,1.4401051808145
-340.632181549066,0.477992701198673,1.38464512536302
-350.169499091724,3.66249105976794,-0.764760121906875
-245.622316755558,2.28199836142334,-1.50061911689409
-496.111003809521,1.40752033826175,1.02320406655781
-210.770685627125,0.393113792461008,1.4433415888052
-111.854508840457,-2.23347830321291,3.12219978042413
-337.294196204821,-0.666010209883098,2.49650799111259
-425.478611203813,-0.782355943549192,1.30259842413943
-485.802637717352,-1.1650232624379,3.16241413740499
-164.668384751545,1.05244407564169,2.24905649364246
-384.836628926612,1.33483068687929,1.03099779254808
-415.217001581565,-0.147335643909173,1.23500371359114
-339.060520272141,-3.24149309856148,3.71772631934437
-931.319993976038,0.664087109224056,1.24844988586847
-765.29859679153,-0.306600473602884,1.05317064523115
-114.382802856126,-1.3826885989256,3.35285820923309
-1324.32257267878,3.27718266133888,0.832943333758521
-398.683002940481,-0.470914450008422,3.30127172881475
-281.146159834301,0.601769669463465,1.14593687435263
-301.41696983148,-1.56155144745571,2.49174789790413
-82.5149795631296,-0.791460465901764,2.18412926660676
-430.132784960377,-0.681035297646304,2.42207869298727
-371.981432553788,1.93854858507984,1.28880172233039
-540.581934097441,-2.45609998195141,3.04132856645447
-161.010542109714,1.39634478994594,1.4724151387345
-218.447842518128,-3.38877011956356,2.76692047408869
-363.491128252354,-0.353812887638924,1.19924145266123
-408.831364345417,0.477016760385595,1.80912060696573
-39.0851983703578,1.67324091102546,0.937889099499444
-253.229988710962,-1.0436052846926,2.86735495704488
-479.016338965914,-1.12217666889956,2.32491369711352
-877.857169297611,-0.679570551146753,1.50811226468068
222.389726629728,1.35127409824781,1.17444666782467
-291.465868353986,3.68809431249974,-0.579532189760357
-56.2639520281082,-1.46255210104573,3.02887609158643
-189.081800550055,-3.84758288094599,4.50763185163078
-286.809905810476,-1.47211474871438,2.27319101146713
-301.190494489849,-1.54812253798809,2.92498802374757
-398.503668135105,1.10489701514598,1.77998093636415
-160.107136543633,0.0437077848328045,2.46197618952283
-306.126800170532,0.252932395647804,0.441896962074679
-583.626369941034,-1.9302506428503,1.91140044652275
-54.9236723729773,-0.631793805165216,0.878496364977764
-243.295430338781,0.0857462244021008,1.01281104551163
-211.33268710952,-0.0212403621990234,1.66502055254023
-54.785452252836,-0.749279853025655,1.85752499450609
-303.251836005045,-0.0967583235687925,0.915619120089104
