(Intercept),NAC1
-126.946369087949,82.7768295047717
-202.461287370781,26.4936030321114
-35.0565351899713,-9.09403942071367
-54.0390988609433,75.438010323016
-103.496606941419,33.0211097479187
-59.5802252772119,41.9515754520617
-56.3864667247981,37.6935204024485
-34.1176285933761,32.1991901270012
-108.10686792458,26.16704071805
-21.5686099583363,38.6344510250638
16.5355291558662,21.3173269437102
-107.429703388014,45.5731115712115
18.8696797580034,40.5398349293246
9.39554538232915,14.0631008579512
-54.9052869150473,37.2424467758428
-59.7123955022253,10.1731505423595
-9.853367301459,40.4896615646576
-88.7634491321223,27.4802259565768
-89.4945244610499,49.7773402415769
-235.743718070487,-8.0398020662833
-241.573855996288,25.3678778057874
-144.703421652172,68.1493594091953
-74.2210349164088,105.535129411699
-286.557864884933,43.3408693986567
-356.988125710297,118.216618653609
-49.6246251417469,52.7576016234816
-303.015084692459,27.2092860810226
-194.823700265464,86.6687785271788
145.225561755666,68.8980705276335
-508.207936005463,125.347056549712
-172.65025473581,105.016076431122
-380.105159808329,58.9448891583452
-4.52783316284695,98.2917175469265
-149.149800910673,67.6447087147899
-184.629490949301,17.5640558586892
-157.921045851763,14.6442744559608
-95.3041609142674,26.1557562860835
9.68144026442314,59.6119609663438
-17.6399683206691,15.4624597967486
-67.9943721138552,32.694119810807
-64.8543860001082,28.4215369530721
-88.1692389530217,18.3743084321031
-37.6836444941291,34.8352624696072
-68.2347136135068,25.7799025986606
-21.987720981213,9.60303884927998
-21.7848663955374,5.86462330427457
-64.103596952853,41.4363779617997
-19.3313142237457,17.661795105043
-85.2070213024417,21.2050894079148
-49.136149228143,9.75986428478063
-22.5471380723175,22.4922303186904
-86.8027557322785,18.2416713846615
-37.6512808537263,15.0449125105806
-87.1727154291075,3.5898384780503
-96.5041950128416,17.4171053801547
-39.7980189416812,4.79923748102738
-31.8794283564494,22.8895293291425
-4.96939106858918,22.4103918164646
-8.00607146963739,13.1203051248194
-26.9238136158165,3.48300197374192
-54.3518816688957,4.43273309998222
-56.0893761400339,14.3592479550168
-70.9762740426122,10.6873339018712
-63.9131436979587,10.4141740394552
-6.16117865144042,2.75911862364592
-51.3408099053486,8.2695684629507
17.4725412941843,13.6961266975413
-16.2914301716373,11.6670898496959
-16.6127314232144,15.7378359752984
-41.2218576971391,16.0817642316397
-51.7766059079586,5.87156137551938
-8.07425521078403,5.58776627114275
-32.4029740620463,21.2341501930496
6.08670463153976,17.3434651524949
-41.172000037448,7.85736686905148
-36.8558574427952,3.99094316038281
-48.7886968160383,10.0149423441617
-64.6615427439101,20.4525210794527
