Species,FSSB,MSSB,SSB
Macropus_irma,0,0,0
Macropus_parryi,1,1,1
Osphranter_robustus,0,0,1
Notamacropus_rufogriseus,1,1,1
Osphranter_rufus,0,1,1
Macroscelides_proboscideus,0,0,0
Macrotis_lagotis,0,0,0
Macrotus_waterhousii,0,0,0
Madoqua_guentheri,0,0,0
Madoqua_kirkii,0,0,0
Makalata_didelphoides,0,0,0
Malacomys_edwardsi,0,0,0
Mandrillus_leucophaeus,0,0,0
Mandrillus_sphinx,1,1,1
Manis_crassicaudata,0,0,0
Manis_culionensis,0,0,0
Manis_javanica,0,0,0
Manis_pentadactyla,0,0,0
Marmosa_murina,0,0,0
Marmosa_robinsoni,0,0,0
Marmosops_fuscatus,0,0,0
Marmosops_noctivagus,0,0,0
Marmosops_parvidens,0,0,0
Marmosops_paulensis,0,0,0
Marmota_bobak,0,0,0
Marmota_caligata,1,0,1
Marmota_caudata,0,0,0
Marmota_flaviventris,1,0,1
Marmota_himalayana,0,0,0
Marmota_marmota,0,0,0
Marmota_monax,0,0,0
Marmota_olympus,1,0,1
Marmota_sibirica,0,0,0
Marmota_vancouverensis,0,0,0
Martes_americana,0,0,0
Martes_flavigula,0,0,0
Martes_foina,0,0,0
Martes_martes,1,1,1
Martes_melampus,0,0,0
Martes_pennanti,0,0,0
Martes_zibellina,0,0,0
Mastacomys_fuscus,0,0,0
Mastomys_erythroleucus,0,0,0
Mastomys_natalensis,0,0,0
Maxomys_surifer,0,0,0
Maxomys_whiteheadi,0,0,0
Mazama_americana,0,0,0
Mazama_gouazoubira,0,0,0
Mazama_pandora,0,0,0
Megaderma_lyra,0,0,0
Megaptera_novaeangliae,0,0,0
Meles_meles,0,0,0
Mellivora_capensis,0,0,0
Melogale_moschata,0,0,0
Melomys_cervinipes,0,0,0
Melursus_ursinus,0,0,0
Menetes_berdmorei,0,0,0
Mephitis_macroura,0,0,0
Mephitis_mephitis,0,0,0
Meriones_crassus,0,0,0
Meriones_hurrianae,0,0,0
Meriones_libycus,0,0,0
Meriones_meridianus,0,0,0
Meriones_persicus,0,0,0
Meriones_sacramenti,0,0,0
Meriones_tamariscinus,0,0,0
Meriones_tristrami,0,0,0
Meriones_unguiculatus,0,0,0
Mesechinus_dauuricus,0,0,0
Mesocricetus_auratus,1,0,1
Mesoplodon_densirostris,0,0,0
Mesoplodon_grayi,0,0,0
Mesoplodon_hectori,0,0,0
Mesoplodon_layardii,0,0,0
Metachirus_nudicaudatus,0,0,0
Micaelamys_namaquensis,0,0,0
Micoureus_demerarae,0,0,0
Micoureus_paraguayanus,0,0,0
Microcavia_australis,1,1,1
Microcebus_murinus,0,0,0
Microcebus_rufus,0,0,0
Micromys_minutus,0,0,0
Microtus_agrestis,0,0,0
Microtus_arvalis,0,0,0
Microtus_cabrerae,0,0,0
Microtus_californicus,0,0,0
Microtus_canicaudus,0,0,0
Microtus_duodecimcostatus,0,0,0
Microtus_fortis,0,0,0
Microtus_gregalis,0,0,0
Microtus_guentheri,0,0,0
Microtus_irani,0,0,0
Microtus_levis,0,0,0
Microtus_longicaudus,0,0,0
Microtus_lusitanicus,0,0,0
Microtus_mexicanus,0,0,0
Microtus_mongolicus,0,0,0
Microtus_montanus,0,0,0
Microtus_ochrogaster,0,0,0
Alexandromys_oeconomus,0,0,0
Microtus_oregoni,0,0,0
Microtus_pennsylvanicus,0,0,0
Microtus_pinetorum,0,0,0
Microtus_richardsoni,0,0,0
Microtus_socialis,0,0,0
Microtus_subterraneus,0,0,0
Microtus_thomasi,0,0,0
Microtus_townsendii,0,0,0
Microtus_xanthognathus,0,0,0
Millardia_meltada,0,0,0
Miniopterus_schreibersii,0,1,1
Miopithecus_ogouensis,0,0,0
Miopithecus_talapoin,1,1,1
Mirounga_angustirostris,1,1,1
Mirounga_leonina,0,0,0
Mirza_coquereli,0,0,0
Mogera_insularis,0,0,0
Mogera_wogura,0,0,0
Molossus_molossus,0,0,0
Molossus_rufus,0,0,0
Monachus_monachus,0,0,0
Monachus_schauinslandi,0,0,0
Monodelphis_americana,0,0,0
Monodelphis_brevicaudata,0,0,0
Monodelphis_dimidiata,0,0,0
Monodelphis_domestica,0,0,0
Mormoops_megalophylla,0,0,0
Mormopterus_acetabulosus,0,0,0
Moschiola_meminna,0,0,0
Moschus_chrysogaster,0,0,0
Moschus_cupreus,0,0,0
Moschus_fuscus,0,0,0
Moschus_moschiferus,0,0,0
Mungos_mungo,0,0,0
Mungotictis_decemlineata,0,0,0
Muntiacus_muntjak,1,1,1
Muntiacus_reevesi,0,1,1
Murexechinus_melanurus,0,0,0
Mus_booduga,0,0,0
Mus_bufo,0,0,0
Mus_macedonicus,0,0,0
Mus_minutoides,0,0,0
Mus_musculoides,0,0,0
Mus_musculus,1,1,1
Mus_platythrix,0,0,0
Mus_setulosus,0,0,0
Mus_spicilegus,0,0,0
Mus_spretus,0,0,0
Mus_triton,0,0,0
Muscardinus_avellanarius,0,0,0
Mustela_erminea,0,0,0
Mustela_eversmanii,0,0,0
Mustela_frenata,0,0,0
Mustela_kathiah,0,0,0
Mustela_lutreola,0,0,0
Mustela_nigripes,0,0,0
Mustela_nivalis,0,0,0
Mustela_putorius,0,0,0
Mustela_sibirica,0,0,0
Mustela_strigidorsa,0,0,0
Mydaus_javanensis,0,0,0
Mylomys_dybowskii,0,0,0
Myocastor_coypus,0,0,0
Myodes_californicus,0,0,0
Myodes_gapperi,0,0,0
Myodes_glareolus,0,0,0
Myodes_rufocanus,0,0,0
Myodes_rutilus,0,0,0
Myodes_smithii,0,0,0
Myomimus_setzeri,0,0,0
Myomyscus_verreauxii,0,0,0
Myoprocta_acouchy,0,0,0
Myoprocta_pratti,0,0,0
Myosciurus_pumilio,0,0,0
Myosorex_okuensis,0,0,0
Myosorex_varius,0,0,0
Myospalax_myospalax,0,0,0
Myotis_austroriparius,0,0,0
Myotis_bechsteinii,0,1,1
Myotis_blythii,0,0,0
Myotis_bocagii,0,0,0
Myotis_brandtii,0,0,0
Myotis_californicus,0,0,0
Myotis_capaccinii,0,1,1
Myotis_ciliolabrum,0,0,0
Myotis_dasycneme,0,0,0
Myotis_daubentonii,0,1,1
Myotis_evotis,0,0,0
Myotis_grisescens,0,0,0
Myotis_keenii,0,0,0
Myotis_lucifugus,0,1,1
Myotis_myotis,0,1,1
Myotis_mystacinus,0,1,1
Myotis_nattereri,0,1,1
Myotis_septentrionalis,0,0,0
Myotis_sodalis,0,0,0
Myotis_velifer,0,0,0
Myotis_volans,0,0,0
Myotis_yumanensis,0,0,0
Myrmecobius_fasciatus,0,0,0
Myrmecophaga_tridactyla,0,0,0
Mystacina_tuberculata,0,0,0
Naemorhedus_baileyi,0,0,0
Naemorhedus_goral,0,0,0
Nandinia_binotata,0,0,0
Nanger_dama,0,0,0
Nanger_granti,1,1,1
Nanger_soemmerringii,0,0,0
Napaeozapus_insignis,0,0,0
Nasalis_larvatus,1,1,1
Nasua_narica,0,0,0
Nasua_nasua,0,0,0
Nasuella_olivacea,0,0,0
Neacomys_guianae,0,0,0
Neacomys_tenuipes,0,0,0
Necromys_amoenus,0,0,0
Necromys_lasiurus,0,0,0
Necromys_urichi,0,0,0
Nectomys_rattus,0,0,0
Nectomys_squamipes,0,0,0
Neofelis_nebulosa,0,0,0
Neofiber_alleni,0,0,0
Neomys_anomalus,0,0,0
Neomys_fodiens,0,0,0
Neophoca_cinerea,1,1,1
Neophocaena_asiaorientalis,0,1,1
Neophocaena_phocaenoides,0,0,0
Neotoma_albigula,0,0,0
Neotoma_bryanti,0,0,0
Neotoma_cinerea,0,0,0
Neotoma_floridana,0,0,0
Neotoma_fuscipes,0,0,0
Neotoma_lepida,0,0,0
Neotoma_magister,0,0,0
Neotoma_mexicana,0,0,0
Neotoma_micropus,0,0,0
Neotomodon_alstoni,0,0,0
Neotragus_batesi,0,0,0
Neotragus_moschatus,0,0,0
Neovison_vison,0,0,0
Nesokia_indica,0,0,0
Nesotragus_moschatus,0,0,0
Neurotrichus_gibbsii,0,0,0
Nilgiritragus_hylocrius,0,0,0
Niviventer_cremoriventer,0,0,0
Nomascus_concolor,0,0,0
Nomascus_gabriellae,0,0,0
Nomascus_hainanus,0,0,0
Nomascus_leucogenys,0,0,0
Nomascus_siki,0,0,0
Notiosorex_crawfordi,0,0,0
Notomys_alexis,0,1,1
Notomys_cervinus,0,0,0
Notomys_mitchellii,0,0,0
Nyctalus_leisleri,0,1,1
Nyctalus_noctula,0,1,1
Nyctereutes_procyonoides,0,0,1
Nycticebus_coucang,0,0,0
Nycticebus_pygmaeus,0,0,0
Nycticeius_humeralis,0,0,0
Nyctimene_rabori,0,0,0
Nyctinomops_femorosaccus,0,0,0
Nyctinomops_macrotis,0,0,0
Ochotona_alpina,0,0,0
Ochotona_collaris,0,0,0
Ochotona_curzoniae,0,0,0
Ochotona_dauurica,0,0,0
Ochotona_hyperborea,0,0,0
Ochotona_macrotis,0,0,0
Ochotona_pallasi,0,0,0
Ochotona_princeps,0,0,0
Ochotona_pusilla,0,0,0
Ochotona_roylei,0,0,0
Ochotona_rufescens,0,0,0
Ochotona_rutila,0,0,0
Ochrotomys_nuttalli,0,0,0
Octodon_bridgesi,0,0,0
Octodon_degus,1,1,1
Octodon_lunatus,0,0,0
Odobenus_rosmarus,0,1,1
Odocoileus_hemionus,1,1,1
Odocoileus_virginianus,1,1,1
Oecomys_bicolor,0,0,0
Oecomys_concolor,0,0,0
Oecomys_paricola,0,0,0
Oenomys_hypoxanthus,0,0,0
Okapia_johnstoni,0,0,0
Oligoryzomys_eliurus,0,0,0
Oligoryzomys_flavescens,0,0,0
Oligoryzomys_fornesi,0,0,0
Oligoryzomys_fulvescens,0,0,0
Oligoryzomys_longicaudatus,0,0,0
Oligoryzomys_nigripes,0,0,0
Ommatophoca_rossii,0,0,0
Ondatra_zibethicus,0,0,0
Onychogalea_fraenata,0,0,0
Onychomys_leucogaster,0,0,0
Onychomys_torridus,0,0,0
Orcaella_brevirostris,0,0,0
Orcinus_orca,0,1,1
Oreamnos_americanus,0,0,0
Oreonax_flavicauda,0,0,0
Oreotragus_oreotragus,0,0,0
Ornithorhynchus_anatinus,0,0,0
Orthogeomys_hispidus,0,0,0
Orycteropus_afer,0,0,0
Oryctolagus_cuniculus,1,1,1
Oryx_beisa,0,0,0
Oryx_dammah,0,0,0
Oryx_gazella,0,0,0
Oryx_leucoryx,0,0,0
Oryzomys_couesi,0,0,0
Oryzomys_galapagoensis,0,0,0
Oryzomys_laticeps,0,0,0
Oryzomys_macconnelli,0,0,0
Oryzomys_megacephalus,0,0,0
Oryzomys_melanotis,0,0,0
Oryzomys_palustris,0,0,0
Oryzomys_subflavus,0,0,0
Osgoodomys_banderanus,0,0,0
Otaria_byronia,0,0,0
Otaria_flavescens,0,0,0
Otocolobus_manul,0,0,0
Otocyon_megalotis,0,0,0
Otolemur_crassicaudatus,0,0,0
Otolemur_garnettii,0,0,0
Otomys_angoniensis,0,0,0
Otomys_irroratus,0,0,0
Otomys_occidentalis,0,0,0
Otomys_orestes,0,0,0
Otomys_unisulcatus,0,0,0
Otonycteris_hemprichii,0,0,0
Ourebia_ourebi,0,0,0
Ovibos_moschatus,1,1,1
Ovis_ammon,0,1,1
Ovis_canadensis,1,1,1
Ovis_dalli,1,1,1
Ovis_musimom,1,1,1
Ovis_gmelini,1,1,1
Oxymycterus_delator,0,0,0
Oxymycterus_roberti,0,0,0
Oxymycterus_rufus,0,0,0
Ozotoceros_bezoarticus,0,1,1
Pagophilus_groenlandicus,0,0,0
Paguma_larvata,0,0,0
Pan_paniscus,1,1,1
Pan_troglodytes,1,1,1
Panthera_leo,1,1,1
Panthera_onca,0,0,0
Panthera_pardus,0,0,0
Panthera_tigris,0,0,0
Panthera_uncia,0,0,0
Pantholops_hodgsonii,0,0,0
Papio_anubis,1,1,1
Papio_cynocephalus,1,1,1
Papio_hamadryas,1,1,1
Papio_papio,0,1,1
Papio_ursinus,1,1,1
Pappogeomys_bulleri,0,0,0
Paradoxurus_hermaphroditus,0,0,0
Paraechinus_aethiopicus,0,0,0
Paraechinus_hypomelas,0,0,0
Paraechinus_micropus,0,0,0
Parantechinus_apicalis,0,0,0
Parascalops_breweri,0,0,0
Paraxerus_cepapi,1,1,1
Paraxerus_ochraceus,0,0,0
Paraxerus_palliatus,0,0,0
Paraxerus_poensis,0,0,0
Pardofelis_marmorata,0,0,0
Pardofelis_temminckii,0,0,0
Paruromys_dominator,0,0,0
Pecari_tajacu,1,1,1
Pedetes_capensis,0,0,0
Pelea_capreolus,0,0,0
Pelomys_fallax,0,0,0
Peponocephala_electra,0,0,0
Perameles_bougainville,0,0,0
Perameles_gunnii,0,0,0
Perameles_nasuta,0,0,0
Perodicticus_potto,0,0,0
Perognathus_fasciatus,0,0,0
Perognathus_flavescens,0,0,0
Perognathus_flavus,0,0,0
Perognathus_inornatus,0,0,0
Perognathus_longimembris,0,0,0
Perognathus_merriami,0,0,0
Perognathus_parvus,0,0,0
Peromyscus_attwateri,0,0,0
Peromyscus_aztecus,0,0,0
Peromyscus_boylii,0,0,0
Peromyscus_californicus,0,0,0
Peromyscus_crinitus,0,0,0
Peromyscus_difficilis,0,0,0
Peromyscus_eremicus,0,0,0
Peromyscus_gossypinus,0,0,0
Peromyscus_keeni,0,0,0
Peromyscus_leucopus,0,0,0
Peromyscus_maniculatus,0,0,0
Peromyscus_melanophrys,0,0,0
Peromyscus_melanotis,0,0,0
Peromyscus_perfulvus,0,0,0
Peromyscus_polionotus,0,0,0
Peromyscus_truei,0,0,0
Petaurillus_hosei,0,0,0
Petaurista_alborufus,0,0,0
Petaurista_petaurista,0,0,0
Petaurista_philippensis,0,0,0
Petauroides_volans,0,0,0
Petaurus_australis,0,0,0
Petaurus_breviceps,0,0,0
Petaurus_gracilis,0,0,0
Petaurus_norfolcensis,0,0,0
Petrodromus_tetradactylus,0,0,0
Petrogale_assimilis,0,0,0
Petrogale_lateralis,0,1,1
Petrogale_penicillata,0,0,0
Petrogale_persephone,0,0,0
Petrogale_xanthopus,1,0,1
Petromus_typicus,0,0,0
Petropseudes_dahli,0,0,0
Phacochoerus_aethiopicus,1,1,1
Phacochoerus_africanus,0,0,0
Phalanger_gymnotis,0,0,0
Phalanger_orientalis,0,0,0
Phaner_furcifer,0,0,0
Phascogale_tapoatafa,0,0,0
Phascolarctos_cinereus,1,1,1
Phascomurexia_naso,0,0,0
Phataginus_tricuspis,0,0,0
Phenacomys_intermedius,0,0,0
Philander_opossum,0,0,0
Philantomba_maxwellii,0,0,0
Philantomba_monticola,0,0,0
Phoca_groenlandica,0,0,0
Phoca_largha,1,0,1
Phoca_vitulina,1,1,1
Phocarctos_hookeri,1,1,1
Phocoena_dioptrica,0,0,0
Phocoena_phocoena,1,1,1
Phocoena_sinus,0,0,0
Phocoena_spinipinnis,0,0,0
Phocoenoides_dalli,0,0,0
Phodopus_campbelli,0,0,0
Phodopus_roborovskii,0,0,0
Phodopus_sungorus,0,0,0
Phyllonycteris_poeyi,0,0,0
Phyllostomus_hastatus,0,0,0
Phyllotis_darwini,0,0,0
Phyllotis_osilae,0,0,0
Phyllotis_xanthopygus,0,0,0
Physeter_macrocephalus,0,1,1
Piliocolobus_tephrosceles,0,0,0
Pipistrellus_hesperus,0,0,0
Pipistrellus_kuhlii,0,0,0
Pipistrellus_nanus,0,0,0
Pipistrellus_nathusii,0,0,0
Pipistrellus_pipistrellus,0,1,1
Pipistrellus_pygmaeus,0,0,0
Pipistrellus_savii,0,0,0
Pipistrellus_subflavus,0,0,0
Pithecia_albicans,0,0,0
Pithecia_irrorata,0,0,0
Pithecia_monachus,0,0,0
Pithecia_pithecia,0,0,0
Planigale_gilesi,0,0,0
Plecotus_auritus,0,1,1
Plecotus_austriacus,0,0,0
Poiana_richardsonii,0,0,0
Pongo_abelii,1,1,1
Pongo_pygmaeus,1,1,1
Potamochoerus_larvatus,0,0,0
Potamochoerus_porcus,0,0,0
Potorous_longipes,0,0,0
Potorous_tridactylus,0,0,0
Potos_flavus,0,0,0
Praomys_daltoni,0,0,0
Praomys_hartwigi,0,0,0
Praomys_tullbergi,0,0,0
Presbytis_comata,0,0,0
Presbytis_hosei,0,0,0
Presbytis_melalophos,0,0,0
Presbytis_potenciani,0,0,0
Presbytis_potenziani,0,0,0
Presbytis_rubicunda,0,0,0
Presbytis_thomasi,0,0,0
Priodontes_maximus,0,0,0
Prionailurus_bengalensis,0,0,0
Prionailurus_rubiginosus,0,0,0
Prionailurus_viverrinus,0,0,0
Prionodon_pardicolor,0,0,0
Procapra_gutturosa,0,0,0
Procavia_capensis,0,0,0
Piliocolobus_badius,0,0,1
Procolobus_rufomitratus,0,0,0
Procolobus_verus,0,0,0
Procyon_cancrivorus,0,0,0
Procyon_lotor,1,1,1
Proechimys_guairae,0,0,0
Proechimys_guyannensis,0,0,0
Proechimys_longicaudatus,0,0,0
Proechimys_semispinosus,0,0,0
Proechimys_simonsi,0,0,0
Pronolagus_crassicaudatus,0,0,0
Pronolagus_randensis,0,0,0
Pronolagus_rupestris,0,0,0
Propithecus_diadema,0,0,0
Propithecus_edwardsi,0,0,0
Propithecus_tattersalli,0,0,0
Propithecus_verreauxi,1,1,1
Proteles_cristata,0,0,0
Protoxerus_stangeri,0,0,0
Przewalskium_albirostris,0,0,0
Psammomys_obesus,0,0,0
Pseudalopex_culpaeus,0,0,0
Pseudalopex_griseus,0,0,0
Pseudalopex_gymnocercus,0,0,0
Pseudalopex_vetulus,0,0,0
Pseudocheirus_peregrinus,0,0,0
Pseudochirops_archeri,0,0,0
Pseudochirulus_cinereus,0,0,0
Pseudochirulus_herbertensis,0,0,0
Pseudois_nayaur,0,1,1
Pseudois_schaeferi,0,0,0
Pseudomys_albocinereus,0,1,1
Pseudomys_apodemoides,0,0,0
Pseudomys_desertor,0,0,0
Pseudomys_hermannsburgensis,0,0,0
Pseudomys_higginsi,0,0,0
Pseudomys_novaehollandiae,0,0,0
Pseudorca_crassidens,0,0,0
Pseudoryzomys_simplex,0,0,0
Pteromys_volans,0,0,0
Pteronotus_quadridens,0,0,0
Pteronura_brasiliensis,0,0,0
Pteropus_alecto,0,0,0
Pteropus_conspicillatus,0,0,0
Pteropus_dasymallus,0,0,0
Pteropus_giganteus,0,1,1
Pteropus_griseus,0,0,0
Pteropus_hypomelanus,0,0,0
Pteropus_livingstonii,1,1,1
Pteropus_mariannus,0,0,0
Pteropus_neohibernicus,0,0,0
Pteropus_niger,0,0,0
Pteropus_poliocephalus,1,1,1
Pteropus_pselaphon,0,1,1
Pteropus_rayneri,0,0,0
Pteropus_rodricensis,0,1,1
Pteropus_rufus,0,0,0
Pteropus_seychellensis,0,0,0
Pteropus_tonganus,0,0,0
Pteropus_vampyrus,0,0,0
Pudu_puda,0,1,1
Puma_concolor,1,0,1
Puma_yagouaroundi,0,0,0
Pusa_caspica,0,0,0
Pusa_hispida,0,0,0
Pusa_sibirica,0,0,0
Pygathrix_bieti,0,0,0
Pygathrix_nemaeus,0,0,0
Pygathrix_nigripes,0,0,0
Pygathrix_roxellana,0,0,0
Pygeretmus_pumilio,0,0,0
Rangifer_tarandus,1,1,1
Raphicerus_campestris,0,0,0
Raphicerus_melanotis,0,0,0
Raphicerus_sharpei,0,0,0
Rattus_andamanensis,0,0,0
Rattus_argentiventer,0,0,0
Rattus_everetti,0,0,0
Rattus_exulans,0,0,0
Rattus_fuscipes,0,0,0
Rattus_lutreolus,0,0,0
Rattus_norvegicus,1,1,1
Rattus_rattus,0,0,0
Rattus_tanezumi,0,0,0
Rattus_tiomanicus,0,0,0
Rattus_tunneyi,0,0,0
Rattus_villosissimus,0,0,0
Ratufa_affinis,0,0,0
Ratufa_bicolor,0,0,0
Ratufa_indica,0,0,0
Redunca_arundinum,0,0,0
Redunca_fulvorufula,0,0,0
Redunca_redunca,0,0,0
Reithrodon_auritus,0,0,0
Reithrodontomys_chrysopsis,0,0,0
Reithrodontomys_fulvescens,0,0,0
Reithrodontomys_humilis,0,0,0
Reithrodontomys_humulis,0,0,0
Reithrodontomys_megalotis,0,0,0
Reithrodontomys_montanus,0,0,0
Rhabdomys_pumilio,0,0,0
Rhinoceros_sondaicus,0,0,0
Rhinoceros_unicornis,1,0,1
Rhinolophus_ferrumequinum,0,1,1
Rhinolophus_hipposideros,0,1,1
Rhinolophus_pusillus,0,0,0
Rhinopithecus_bieti,0,0,0
Rhinopithecus_brelichi,0,0,0
Rhinopithecus_roxellana,1,1,1
Rhinopoma_microphyllum,0,0,0
Rhinosciurus_laticaudatus,0,0,0
Rhipidomys_mastacalis,0,0,0
Rhombomys_opimus,0,0,0
Rhynchocyon_chrysopygus,0,0,0
Rhynchocyon_cirnei,0,0,0
Rhynchocyon_petersi,0,0,0
Rhynchomys_isarogensis,0,0,0
Romerolagus_diazi,0,0,0
Rousettus_aegyptiacus,0,0,0
Rousettus_leschenaultii,0,0,0
Rousettus_madagascariensis,0,0,0
Rucervus_duvaucelii,1,1,1
Rucervus_eldii,0,0,0
Rupicapra_pyrenaica,0,1,1
Rupicapra_rupicapra,0,0,0
Rusa_timorensis,0,0,0
Rusa_unicolor,0,0,0
Saccostomus_campestris,0,0,0
Saccostomus_mearnsi,0,0,0
Saguinus_fuscicollis,1,1,1
Saguinus_geoffroyi,1,1,1
Saguinus_imperator,0,0,0
Saguinus_labiatus,0,0,0
Saguinus_leucopus,0,0,0
Saguinus_midas,1,0,1
Saguinus_mystax,1,1,1
Saguinus_nigricollis,0,0,0
Saguinus_oedipus,1,1,1
Saiga_tatarica,0,0,0
Saimiri_boliviensis,0,0,0
Saimiri_oerstedii,0,0,0
Saimiri_sciureus,1,1,1
Salpingotus_kozlovi,0,0,0
Sarcophilus_harrisii,0,0,1
Scalopus_aquaticus,0,0,0
Scapanus_latimanus,0,0,0
Scapanus_orarius,0,0,0
Sciurocheirus_alleni,0,0,0
Sciurus_aberti,0,0,0
Sciurus_aureogaster,0,0,0
Sciurus_carolinensis,1,1,1
Sciurus_deppei,0,0,0
Sciurus_granatensis,0,0,0
Sciurus_griseus,0,0,0
Sciurus_igniventris,0,0,0
Sciurus_niger,0,0,0
Sciurus_pucheranii,0,0,0
Sciurus_spadiceus,0,0,0
Sciurus_variegatoides,0,0,0
Sciurus_vulgaris,0,0,0
Scotophilus_kuhlii,0,0,0
Semnopithecus_ajax,0,0,0
Semnopithecus_entellus,1,1,1
Semnopithecus_priam,0,0,0
Setifer_setosus,0,0,0
Setonix_brachyurus,0,0,1
Sigmodon_alstoni,0,0,0
Sigmodon_fulviventer,0,0,0
Sigmodon_hispidus,0,0,0
Sigmodon_leucotis,0,0,0
Simias_concolor,0,0,0
Sminthopsis_crassicaudata,1,1,1
Sminthopsis_hirtipes,0,0,0
Sminthopsis_leucopus,0,0,0
Sminthopsis_macroura,0,0,0
Sminthopsis_murina,0,0,0
Sminthopsis_youngsoni,0,0,0
Smutsia_gigantea,0,0,0
Smutsia_temminckii,0,0,0
Sorex_araneus,0,0,0
Sorex_arcticus,0,0,0
Sorex_caecutiens,0,0,0
Sorex_cinereus,0,0,0
Sorex_coronatus,0,0,0
Sorex_fumeus,0,0,0
Sorex_hoyi,0,0,0
Sorex_isodon,0,0,0
Sorex_longirostris,0,0,0
Sorex_minutus,0,0,0
Sorex_monticolus,0,0,0
Sorex_oreopolus,0,0,0
Sorex_ornatus,0,0,0
Sorex_pacificus,0,0,0
Sorex_palustris,0,0,0
Sorex_trowbridgii,0,0,0
Sorex_unguiculatus,0,0,0
Sorex_vagrans,0,0,0
Sotalia_fluviatilis,0,0,0
Sousa_chinensis,0,0,0
Spalacopus_cyanus,0,0,0
Nannospalax_ehrenbergi,0,0,0
Spalax_leucodon,0,0,0
Speothos_venaticus,1,1,1
Spermophilus_armatus,0,0,0
Otospermophilus_beecheyi,0,0,0
Urocitellus_beldingi,0,0,0
Spermophilus_citellus,0,0,0
Urocitellus_columbianus,0,0,0
Spermophilus_elegans,0,0,0
Spermophilus_erythrogenys,0,0,0
Spermophilus_franklinii,0,0,0
Spermophilus_fulvus,0,0,0
Spermophilus_lateralis,0,0,0
Spermophilus_mohavensis,0,0,0
Spermophilus_mollis,0,0,0
Spermophilus_parryii,0,0,0
Spermophilus_pygmaeus,0,0,0
Spermophilus_relictus,0,0,0
Urocitellus_richardsonii,0,0,0
Spermophilus_spilosoma,0,0,0
Spermophilus_suslicus,0,0,0
Spermophilus_tereticaudus,0,0,0
Spermophilus_townsendii,0,0,0
Spermophilus_tridecemlineatus,0,0,0
Spermophilus_undulatus,0,0,0
Spermophilus_variegatus,0,0,0
Spermophilus_washingtoni,0,0,0
Sphiggurus_insidiosus,0,0,0
Spilocuscus_maculatus,0,0,0
Spilogale_gracilis,0,0,0
Spilogale_putorius,0,0,0
Steatomys_pratensis,0,0,0
Stenella_attenuata,0,0,0
Stenella_coeruleoalba,1,1,1
Stenella_frontalis,0,0,0
Stenella_longirostris,1,1,1
Stochomys_longicaudatus,0,0,0
Suncus_etruscus,0,0,0
Suncus_megalura,0,0,0
Suncus_murinus,0,1,1
Suncus_varilla,0,0,0
Sundamys_muelleri,0,0,0
Sundasciurus_hippurus,0,0,0
Sundasciurus_lowii,0,0,0
Sundasciurus_steerii,0,0,0
Sundasciurus_tenuis,0,0,0
Surdisorex_polulus,0,0,0
Suricata_suricatta,0,0,0
Sus_barbatus,0,0,0
Sus_celebensis,0,0,0
Sus_scrofa,0,0,0
Sylvicapra_grimmia,0,0,0
Sylvilagus_aquaticus,0,0,0
Sylvilagus_audubonii,0,0,0
Sylvilagus_bachmani,0,0,0
Sylvilagus_brasiliensis,0,0,0
Sylvilagus_cunicularius,0,0,0
Sylvilagus_floridanus,0,1,1
Sylvilagus_nuttallii,0,0,0
Sylvilagus_palustris,0,0,0
Sylvilagus_transitionalis,0,0,0
Sylvisorex_camerunensis,0,0,0
Sylvisorex_granti,0,0,0
Sylvisorex_lunaris,0,0,0
Symphalangus_syndactylus,0,1,1
Synaptomys_cooperi,0,0,0
Syncerus_caffer,1,1,1
Tachyglossus_aculeatus,0,0,0
Tachyoryctes_macrocephalus,0,0,0
Tachyoryctes_splendens,0,0,0
Tadarida_australis,0,0,0
Tadarida_brasiliensis,0,0,0
Tadarida_midas,0,0,0
Tadarida_plicata,0,0,0
Tadarida_teniotis,0,0,0
Talpa_caeca,0,0,0
Talpa_europaea,0,0,0
Talpa_occidentalis,0,0,0
Talpa_romana,0,0,0
Talpa_stankovici,0,0,0
Tamandua_mexicana,0,0,0
Tamandua_tetradactyla,0,0,0
Tamias_amoenus,0,0,0
Tamias_cinereicollis,0,0,0
Tamias_minimus,1,1,1
Tamias_quadrimaculatus,0,0,0
Tamias_senex,0,0,0
Tamias_sibiricus,0,0,0
Tamias_speciosus,0,0,0
Tamias_striatus,0,0,0
Tamias_townsendii,0,0,0
Tamias_umbrinus,0,0,0
Tamiasciurus_douglasii,0,1,1
Tamiasciurus_hudsonicus,1,1,1
Tamiasciurus_mearnsi,0,0,0
Tamiops_macclellandii,0,0,0
Taphozous_nudiventris,0,0,0
Tapirus_bairdii,0,0,0
Tapirus_indicus,0,0,0
Tapirus_pinchaque,0,0,0
Tapirus_terrestris,0,0,0
Tarsipes_rostratus,0,0,0
Tarsius_bancanus,0,0,0
Tarsius_dentatus,0,0,0
Tarsius_pumilus,0,0,0
Tarsius_syrichta,0,0,0
Tarsius_tarsier,0,0,0
Tatera_indica,0,0,0
Taterillus_gracilis,0,0,0
Taterillus_pygargus,0,0,0
Taurotragus_derbianus,0,0,0
Taxidea_taxus,0,0,0
Tayassu_pecari,1,1,1
Tenrec_ecaudatus,0,0,0
Tetracerus_quadricornis,0,0,0
Thallomys_paedulcus,0,0,0
Thalpomys_cerradensis,0,0,0
