Species,FSSB,MSSB,SSB
Thalpomys_lasiotis,0,0,0
Theropithecus_gelada,1,1,1
Thomomys_bottae,0,0,0
Thomomys_mazama,0,0,0
Thomomys_monticola,0,0,0
Thomomys_talpoides,0,0,0
Thomomys_townsendii,0,0,0
Thrichomys_apereoides,0,0,0
Thryonomys_gregorianus,0,0,0
Thryonomys_swinderianus,0,0,0
Thylamys_elegans,0,0,0
Thylamys_pusillus,0,0,0
Thylamys_velutinus,0,0,0
Thylogale_billardierii,0,0,0
Thylogale_stigmatica,0,0,0
Thylogale_thetis,0,0,0
Tlacuatzin_canescens,0,0,0
Tolypeutes_matacus,0,0,0
Trachypithecus_auratus,0,0,0
Trachypithecus_cristatus,0,0,0
Trachypithecus_delacouri,0,0,0
Trachypithecus_francoisi,1,0,1
Trachypithecus_geei,0,0,0
Trachypithecus_johnii,1,1,1
Trachypithecus_obscurus,0,0,0
Trachypithecus_phayrei,0,0,0
Trachypithecus_pileatus,0,0,0
Trachypithecus_poliocephalus,0,0,0
Trachypithecus_shortridgei,0,0,0
Trachypithecus_vetulus,0,0,0
Tragelaphus_angasii,0,0,0
Tragelaphus_buxtoni,0,0,0
Tragelaphus_eurycerus,0,0,0
Tragelaphus_imberbis,0,0,0
Tragelaphus_oryx,0,0,0
Tragelaphus_scriptus,0,0,0
Tragelaphus_spekii,0,0,0
Tragelaphus_strepsiceros,0,0,0
Tragulus_javanicus,0,0,0
Tragulus_napu,0,0,0
Tragulus_nigricans,0,0,0
Tremarctos_ornatus,0,0,0
Triaenops_rufus,0,0,0
Trichechus_manatus,0,1,1
Trichechus_senegalensis,0,0,0
Trichosurus_arnhemensis,0,0,0
Trichosurus_caninus,0,0,0
Trichosurus_vulpecula,0,1,1
Trinomys_iheringi,0,0,0
Trinomys_paratus,0,0,0
Tscherskia_triton,0,0,0
Tupaia_belangeri,1,1,1
Tupaia_glis,1,0,1
Tupaia_gracilis,1,0,1
Tupaia_javanica,0,0,0
Tupaia_longipes,1,0,1
Tupaia_minor,0,0,0
Tupaia_montana,1,0,1
Tupaia_palawanensis,0,0,0
Tupaia_tana,1,1,1
Tursiops_aduncus,1,1,1
Tursiops_gilli,1,1,1
Tursiops_truncatus,1,1,1
Uncia_uncia,0,0,0
Uranomys_ruddi,0,0,0
Urocyon_cinereoargenteus,0,0,0
Urocyon_littoralis,0,0,0
Uromanis_tetradactyla,0,0,0
Urotrichus_talpoides,0,0,0
Ursus_americanus,1,1,1
Ursus_arctos,1,1,1
Ursus_maritimus,0,0,1
Ursus_thibetanus,0,0,0
Varecia_rubra,1,0,1
Varecia_variegata,1,1,1
Vespertilio_murinus,0,0,0
Vicugna_vicugna,1,0,1
Viverra_civettina,0,0,0
Viverra_zibetha,0,0,0
Viverricula_indica,0,0,0
Vombatus_ursinus,0,0,0
Vulpes_bengalensis,0,0,0
Vulpes_cana,0,0,0
Vulpes_chama,0,0,0
Vulpes_corsac,0,0,0
Vulpes_macrotis,0,0,0
Vulpes_pallida,0,0,0
Vulpes_rueppellii,0,0,0
Vulpes_velox,0,0,0
Vulpes_vulpes,1,1,1
Vulpes_zerda,0,0,0
Wallabia_bicolor,0,1,1
Wyulda_squamicaudata,0,0,0
Xerus_erythropus,0,0,0
Xerus_inauris,0,0,0
Xerus_rutilus,0,0,0
Zaedyus_pichiy,0,0,0
Zaglossus_bruijni,0,0,0
Zalophus_californianus,0,1,1
Zalophus_wollebaeki,0,0,0
Zapus_hudsonius,0,0,0
Zapus_princeps,0,0,0
Zapus_trinotatus,0,0,0
Zelotomys_hildegardeae,0,0,0
Ziphius_cavirostris,0,0,0
Zygodontomys_brevicauda,0,0,0
Zyzomys_argurus,0,0,0
