(Intercept),NAC1
-158.240129638725,62.2576769468142
-27.4427420830471,71.2949947776797
-117.743826657177,85.7680601537722
-96.19377772187,61.6618368354902
-41.3373372762144,8.67167600328685
-178.114464649887,33.4245941410918
142.271883457546,104.027854293323
35.9300431083757,123.957610430283
-85.1183227428282,13.2605739054852
92.3323925242512,31.8406534234891
-560.967379148766,28.6524132785707
-604.414051465224,-18.174346467189
-268.405493650207,70.1270617085393
-113.559841336204,-19.0618717232137
-74.031907891127,79.1586583574244
-137.846083005687,70.7049438291579
-381.818536482053,39.9909499341156
-315.551331722265,42.1861934994959
-232.030724912373,-2.5820685087383
-100.513918402256,72.612273676219
-253.685384127886,65.3693495178595
-278.356472551852,45.8933966067234
-181.746576271627,13.215868306288
-108.101809455547,-7.45277963105764
-246.350144480355,89.3762946437346
-10.8131347175222,77.8590625736688
41.1165337001366,36.1835652948939
-286.692386610317,44.6321765810499
-51.4107539566467,67.1116444586514
-95.1305475535919,110.868094971884
-68.3871307543232,27.0622064083291
-48.7361802250525,33.4237255784246
-44.2697790791863,11.2610766632788
-23.1970374359807,33.5868981406966
-192.915060598207,-15.2549918633304
-182.758994308206,100.174608757938
-148.80279296558,50.8344685732009
-173.150443100312,50.7593005160743
-112.940227948056,84.9611605708051
-130.871712028202,2.28652262847754
-190.4513492634,38.5404916013504
-94.5714205800759,19.8295320236502
-408.49415945611,64.8081745220697
-106.475360691169,14.2255785417801
39.4239555308013,13.9894878015693
-242.878320473566,76.8556185798225
-229.729118554449,31.7164105399679
-162.299469501369,0.230459461774444
-238.483548069576,48.576879522283
-106.569122354267,17.2456548947375
-61.6528822287946,51.0094543101295
-52.0632128670695,71.4642430638196
-336.113521346349,33.5209110038122
-176.301442242011,55.8737186641665
-65.4040862744223,47.8661013071032
-227.505339010626,-0.831429633260996
-242.056524501808,91.0996322280989
-211.69129582282,11.3838496384851
-130.660464547444,26.6334027301928
-108.123277552993,31.3231995102251
-69.566580559831,15.6123031118532
-3.50960661149475,28.9162098418237
-195.823086637174,51.2402848721249
92.6337980017797,50.3692592310092
-124.23268199704,35.7037363237469
-75.4140188990145,36.9878923566794
-20.1545085622347,14.968417123775
-75.1795502552777,58.6564890354784
-141.626112751648,39.416872622809
61.0484327069425,26.3441502285714
-50.0923467418324,64.6670760259731
-54.8003480619809,12.4026925104554
-142.102807751959,93.4137263983721
83.7040792491316,73.0684943177766
52.7903549789644,43.7009010057373
99.136254868361,33.9789802751839
67.735659080412,28.3645442204288
-467.3545158255,30.8678821264475
-236.510776381685,34.7749198658166
-380.394858601008,84.3025231877691
-283.901911436805,14.0929279855336
87.4493790852721,93.605254806258
-415.550974062615,55.5925062431124
-210.180654027063,58.8026297972101
-97.1398824443168,-27.7161206888304
-52.2269652933755,33.4718280938614
-6.28345912264922,26.1060367232421
-114.992064463091,46.879037283863
-367.61970285124,32.4600052872265
-51.8271653789816,20.144411253219
-105.467218224585,50.5887937575026
-122.54381083895,30.7769863428912
9.25148212926433,106.461907439269
-150.516354809311,15.1654806824372
-49.5283206918102,23.3769575292972
-237.127250610665,54.992784710339
-104.523704390289,19.4030023832165
43.1454018903087,21.1671238905255
44.6516227447319,10.0342275910953
-118.788634976961,22.3151429809441
13.3786916813988,19.152773574293
-92.6672725857643,28.2830360314983
-30.0756069492199,40.3836024529883
-198.219796653895,45.3126163291963
-44.4722057028412,59.8447302845307
-68.6572603105888,75.1295480932022
-57.7534391582303,32.8364266911813
53.1634718198911,67.3410161261127
-182.915101319755,50.8842131534766
-347.964495798777,51.2217650107486
-93.8902607139753,4.2653968919094
-4.69283121428452,42.5616654695332
-148.140312673058,64.9435122691211
-564.926063772851,21.7996579255032
21.4675666345793,48.7087286305832
-94.497225507308,32.8666009095905
-256.316909229598,26.0202303928672
-122.25292670315,48.7823899316136
32.2029718098056,-15.8009379425494
-86.8232312253967,57.1184924002446
1.71427519179997,38.7031113492558
-57.0816903414161,-12.0627614257828
-135.229278398012,118.255763469329
-63.1300948219932,43.5058744583839
-202.763094662616,-5.71299997449387
-13.2612882926624,59.2515714589972
-102.110371937306,56.9606140173273
-97.0892731320273,30.2133997218862
-227.620260957785,67.5985403057111
-90.2613031696237,10.5207282840274
-267.931030428183,59.4222026449825
-255.248037403217,86.7775680608756
-364.03322233662,15.3950310174259
-116.249452106611,41.8086860969015
-138.975434044727,19.6340766024368
-169.20429898068,83.3654742223735
-214.816667822917,11.8103449133341
-347.324543611592,6.37530185549986
-120.188064223315,100.655651414127
12.9440670268596,22.4608968665707
-264.887919996909,70.8249207375047
-366.775308557117,67.3595551019989
-142.168709281337,52.1897381071522
-35.6396751344219,34.3097637929168
-8.99862046501676,30.5720670992159
-126.832039929643,66.416449782897
-13.8643113180005,40.5498839879292
-127.277348390096,36.9943245012546
-167.873095875795,-10.6475357104209
16.3660547950712,17.0679193487449
-106.110121352496,17.6634938132811
-36.037281734345,14.4098622330882
-77.5725648237276,11.6868801851524
-32.2459248452033,21.0006314885395
-139.952633319059,15.5736022763449
-201.770485330431,23.4350645306113
-188.458705291385,43.72700033203
-199.367653612921,38.8719683260424
38.4254299485801,18.1434868239303
-216.968264439609,64.1686032558882
-82.3794410725641,44.4990403531538
-54.0145927647281,5.2004466088074
7.41244453878608,35.9489926014649
-350.499961309484,80.959892893392
-34.949405226449,109.250517774031
-128.068983613193,109.56166423815
-192.858302533183,25.3178045457753
-47.6906438471924,49.9386133551307
-110.302077258108,19.0676832038152
-248.694075849246,58.8468720815254
-91.6231499455025,33.4694300542396
-257.368640973902,33.7823487973728
-91.0996202593051,53.8759026767584
-272.050621473405,51.9166046951868
47.6541235231271,84.9312577344826
-207.458993801061,-6.60478953598067
-312.855491304334,119.506056023616
-50.1747932874423,64.5514713250595
-431.518623111901,43.6553188922335
-13.2391561396507,49.3360446924053
-13.8035349541824,34.8597767903702
-161.082217395975,51.9706900929968
-37.6187607726606,14.1610247915514
33.4979889151873,17.4558900535339
-129.098422992567,58.5418048637221
-58.6653990538471,11.8973120712471
-76.4436591884842,79.6091803478903
-9.83186498443683,25.3142855116148
-99.8380338151765,40.2173729470524
-81.1797883411073,28.5192264238194
