(Intercept),RDM1
-209.569151680233,32.7338535996823
-293.836391526092,73.380105807606
-108.331385465077,75.7145266923471
-470.673200365098,53.4264837421506
-249.421575098531,34.8558447592368
35.2736637389753,20.5718252508377
-202.923785722727,49.2683384234479
-376.601610985053,22.0507531456824
-168.991472392052,24.8502803161391
60.3627831760969,52.6033047067467
-70.0982709398668,26.2396898634324
-152.67903990105,35.3514607947145
-210.71127833947,9.62249381169386
-177.515524130547,72.5867431269435
-202.545924862145,73.4196873410547
-124.800650771314,15.4935917709226
-268.219900862488,64.0224880898386
-252.307964118356,80.6732460903022
-390.042011214769,35.7556399571477
-556.996107211574,61.3038090912014
-149.182287806296,94.6624499189347
-244.540869172255,96.6353151209187
-180.01348249727,86.0709216864925
-785.807313450015,103.512160792467
-450.689038996439,100.235667087341
-536.673961526933,122.987550926598
-202.515301488369,149.77466796877
-299.777145697328,150.050269180181
-519.520869026761,122.563414674427
-100.042083855178,157.713751914504
-356.584783424216,72.0562228235649
-213.564308523244,129.836349836155
-283.877392762603,73.0293659620802
-334.469593702579,108.2812760335
-261.463093151688,94.6663763693796
-131.688216150971,84.3741824227327
-490.047058806442,57.7991863958705
-814.24490496474,184.595163417602
-622.159785111071,69.9092122296352
-273.721842509565,100.427418917112
-241.852172119143,94.6504878888954
-301.157681956109,80.7675178584759
13.2795061236757,39.1008224998077
-71.9707212295762,42.196382522714
-152.349962489519,17.7365468124044
-456.8115223295,28.0712694953108
-414.458708564958,-42.6118854490342
-160.879181619472,67.1473932891095
-456.292608718923,45.1814244850539
-545.211607604075,82.6601432134485
-288.739352315053,77.4876146494644
-230.074158013231,116.11687748949
-473.792962835592,66.1063459940706
-302.863731110243,69.5047409859981
-200.718844956795,105.320036065343
-229.25680563577,24.5393665034499
-212.804445549176,48.7272501472034
-376.454815372781,68.7050754228985
-375.638680996504,146.979676051036
-139.590323147208,97.764747923271
-102.239096380683,61.125474712233
168.877200217437,55.0519451945911
-380.319722014319,96.306562554324
-25.1271971196256,48.4406679610402
-120.146645202374,68.2827689938786
-557.323495681172,71.3036517399651
-20.7320093380822,57.2281979061227
-74.448366729499,29.8391471200157
-363.028823154149,126.502410096742
-317.390651418129,74.7298195005278
-571.081703594966,124.264950040895
-287.321100628982,76.7636323856061
-900.106620776525,59.1634857821527
-452.905009226943,117.987635723228
-485.323697689638,126.40050440593
-188.340640608651,58.0240593746421
-190.902678102211,158.016777927187
-310.642771871778,102.418754516228
-96.711015892768,78.6478721837193
-167.441102073688,106.672474159117
-551.076626840717,91.1951018656328
-476.788701817073,121.938025604773
-218.488779513584,110.43441372813
-287.573306260721,86.996291102696
-190.400640658496,137.094654395827
-432.19993675558,76.2552385253366
-472.405311348819,72.3900850582868
-202.692326565128,90.4471910025459
-10.6526918781165,44.8812047343581
-671.554031095977,14.3092699687186
-333.946175600801,88.7071072042745
-72.6843249362064,58.539351533429
-141.207243098528,45.6821109241719
-80.6730978443811,61.5379312144651
-179.050728659291,40.9581789007207
-213.82316174428,42.7585091023793
-86.3573761963817,26.9254202941183
-77.6312432643463,29.3407273595003
-276.282961763187,18.6239275836124
-71.2210840333646,19.4226315291307
-6.0447936507444,57.5424858897659
-492.329801639433,111.453027786738
-65.5189546104666,78.487513609798
-146.027683391119,74.8022017154417
-303.36884645847,-33.5779576445784
-33.9722550598235,56.4174156584777
-141.15926341369,133.894335357472
-197.538046555191,41.65771637336
-365.186585116637,64.0865076110931
-100.633862007464,35.3132579392768
-128.597202090517,49.5243642382557
-67.9892523044109,48.6974030071942
-87.1313599734167,15.6052388771604
-123.70954369937,8.91056859388482
-88.6267650353839,42.8462750035687
-45.100270466588,44.7208804157563
-17.3027917447762,16.876853263122
-144.360498078163,35.0254220636853
-127.721702951341,64.1025743724167
-69.978394891019,32.4379468675397
-173.714860841545,39.9993076244209
-117.669273611578,68.5793355345813
-152.173803178099,20.2764694784673
-143.950376377848,35.1419898075619
-73.7088035073466,57.9084738046658
-162.106973469427,17.771822461626
-30.6114095421508,48.8206593273353
-73.6323910649335,25.6571319737413
-172.981345788197,41.8104631732349
-317.648836591921,123.584576919471
-160.807335612757,87.3855428067327
-120.203738409531,73.7746669215558
-262.18708806677,26.3556131629302
-217.417895283259,61.4827660580049
-162.978922476879,114.83019578518
-157.310015173192,22.6767964856299
-256.957370099437,50.4582796462055
-80.8256232155836,103.305038689563
-148.955568492149,34.0965431733002
-281.115139116766,38.459057733533
-172.02162615773,62.4073395107407
-286.587156449081,62.0547618471901
-209.83903614874,56.2323348664504
-68.0584294131695,109.788114062722
-209.081462917573,68.9256503531651
0.517478713241871,160.067542641493
-470.623764437056,50.2826912221717
46.8690824931691,13.1656274177512
-322.568723227654,54.1239526751979
-66.8750711126195,53.2160721485416
-51.7971197122606,32.5101617631881
-200.149098336609,35.8962748916456
-131.030174736821,141.737472484805
-430.998989537198,52.4289563123966
-39.3899804297689,174.301260265318
-228.93141904191,97.2101489102934
-252.741411631709,38.3201951351948
-348.244767915225,72.7985425681263
-559.794339953805,101.902219315889
-218.893538017583,90.3144552938538
-197.751547167973,112.901231783442
-591.884264321568,66.7027444591949
-591.928138902294,130.064065907121
-217.923706404457,69.3572388688335
-253.550033218155,121.866492889962
-32.5068461307956,66.1258199205331
-100.531091299512,88.3622474344011
-219.383325578587,87.9247575563932
-187.933006351499,133.087838220832
-407.388619549107,54.611671631661
-347.815543997902,93.1615635872149
-496.354352959479,145.087170438244
-502.731390005589,108.797724863733
-248.812274950687,83.9513169222919
71.1552969037439,4.35332053603275
-389.556297362447,54.9671149400529
-275.665205836551,34.0302294678258
-176.01307190537,48.7872097838117
-219.820370965332,61.8615408683108
-537.845273022205,3.22700741738663
-343.317072120713,106.104506206932
-32.7281100684195,50.1903716037523
-244.792436343152,33.9510469637316
-440.893537629192,58.1502292826772
-524.208264769572,91.0872428726507
-127.799732429921,88.3880329870735
-173.521764830824,136.114650386753
-278.647447431635,28.0961859914096
-217.218964906489,43.5383875754269
-164.967677749402,97.9479718617804
-279.878770708561,66.5614540935312
-186.038765376616,89.8420628878812
-271.022865692707,21.9172626973304
-158.396732646387,13.5584755823511
-310.256431583955,25.4677460213788
-176.9910406993,57.4900622657879
-133.875877368919,74.2349643045891
-151.387825678379,78.6783952874539
-104.542427205015,134.00317917925
-173.629769965139,74.0123948488254
-179.560369848885,57.3176457765221
-319.628528627323,69.5736148825381
-224.961688986863,73.3498971483205
-68.8749925381417,29.5489464438942
-247.343852169448,92.5729501399619
-300.775774433889,55.763408376748
-373.377852223246,54.2971144326439
-67.4279216765135,66.9841529811456
-276.469010432105,129.459473096009
-112.952856077746,79.5303480987986
-198.656331005417,74.4656201589969
-128.920495228143,50.1089772565465
-191.338797421684,62.2871951463858
-404.897788383212,85.7349724966043
-262.542120632803,63.3455579021829
-142.642813509367,75.0460131160507
-382.111933706372,20.1500772209547
-327.31213805842,64.8819678347427
-369.309113836003,125.83581028301
-328.269667590212,153.441367179039
-298.18395559903,63.3937591712165
-208.536507160774,76.5632183122543
-332.983547035081,76.5837257072126
-364.6956411104,123.875306925878
-174.542173179667,151.423797767755
-619.559723043152,50.0098684172117
-84.7247899721697,47.8032592451636
-20.7843231493171,68.3793854934993
-645.031172564834,114.303625988076
