(Intercept),SOCSOG,SOCSOL
-32.3134213689264,-95.9527771791909,-212.218531072285
53.970816571571,-99.7298782023936,-197.456973722219
-291.134612152877,-111.337476935732,-211.537793285272
-56.9164316883107,-7.99930829304503,-146.397031951419
-107.145175133854,45.1488211737087,-50.4715963349299
-212.704867937406,-70.016932878425,-179.804084011217
0.603018278532545,-85.8511328586319,-164.079340721801
-154.471145096781,-41.8147479097242,-190.914900795797
-22.4742309497269,-116.652348311414,-214.891491216345
-367.006360118656,-123.798516395647,-89.2023519704053
-167.573466848029,-118.995342871465,-219.716681069753
-245.295046656349,-64.553389651699,-170.43098264392
68.3385021253744,-0.311877258010099,-39.2107462564163
-80.7891105415219,-23.4314120089111,-74.2784645290812
46.1905328386729,-1.13124368881108,-67.8573139999753
15.9391785143125,-30.6719340587297,-107.553242792914
-211.786529444504,-67.7632440123998,-122.644112946247
-249.475226413822,-46.7316759634086,-128.470554256628
-487.21413992421,-68.0703097734659,-191.17204267877
-309.696031340663,-14.1481804225095,-125.938341127607
103.64569218464,-92.6659487337747,-242.527070640223
-123.656561523181,-9.48249979259708,-153.946921300216
83.0862121796381,-53.917818490605,-157.715093942236
42.1279985928804,-91.9468024354087,-212.474979990831
-23.5012823080215,-80.8860138630844,-173.854539395528
-136.590309635401,-29.46320800182,-255.849756131976
-68.5519757866132,-81.0268402073598,-130.56301567833
-122.443239078086,-28.5239651036973,-75.9247105822724
165.692409881012,-93.3219824613625,-190.122384215574
-151.210693482921,-148.759270375886,-200.917207848775
-109.324726147897,-114.756368348057,-193.550326311073
-11.8906304119155,28.9227541810542,-115.209213813294
60.5254679625068,-95.4592893395165,-189.889193928073
-235.148159693083,-42.5941783735179,-113.186372211785
34.2247310422827,-84.2984160813794,-151.010178706572
26.5909191880564,-38.7440865959506,-255.133088020608
-195.880956725523,-104.031235843566,-236.693122563433
-410.072856846178,-60.4398427558008,-176.82192861283
-116.734060284114,-22.6587367827451,-291.248420944125
-190.139895073822,-10.4214895980331,-268.341183917248
142.354898190355,-147.120893870742,-308.565695606696
68.6365427592682,-163.531965814516,-219.899480968241
-409.790943690568,-74.0266883222212,-304.925532251465
-512.128591011511,-90.2521351455252,-142.854420015807
-48.2991975516925,-32.5210112519562,-128.013976321548
35.3215994890561,-69.3936232925989,-127.252816446362
-103.355425760321,-50.0368283982089,-71.2639044475245
48.7384659018712,-32.5809126333625,-174.904331984806
-111.62065101161,-5.03768691854202,-128.25750973753
-103.098047944484,-8.98734266951215,-235.799051241847
20.9658361935963,-37.223188000964,-140.534928072861
-198.246999497736,-123.410490229882,-247.660236442418
-311.446114698774,-122.619778810506,-179.364883714734
119.186495909191,-175.98171045768,-271.422954378133
-64.0322434041009,-95.3707416992402,-243.634000456215
142.458453858068,-69.4099416130048,-104.929707649833
-132.111229685979,-53.8026635254209,-105.436424451196
-179.613170689845,-75.1899109879596,-166.530824355592
-63.4402761741658,-123.999588415623,-242.671281163763
-88.673503336533,-54.7331726574339,-151.88578352765
-1.14275028029078,-65.5668200075306,-124.741993289712
-22.7343889188796,-81.9223709051421,-114.964499277601
88.4585395247996,-112.717470095435,-131.691773392012
-201.882363111225,-93.3098396383357,-138.62544732344
-0.538297944352962,-68.0775485858867,-88.9751053509317
-199.922285849083,-12.0652693720187,-114.594552789451
-39.4710095714545,-50.1687734549059,-154.658436892831
269.423547725157,-171.031015287607,-254.781007492375
-14.0722933578982,-28.5298765956613,-208.671361182787
-79.6813157716315,-133.369389154148,-241.800629324838
-10.0378230865172,-88.1763229467906,-177.587508719327
-171.965546058316,-95.2204610171757,-294.708029692367
-12.9362610380049,-24.5558814314136,-173.415003850303
-71.8456268749433,-35.0787526526838,-109.008616654348
-516.724248277398,-79.1162537964701,-232.331673295615
87.0680461345182,-53.241016371554,-152.808951966661
-67.6091796141263,-78.3634924975267,-226.422244010027
-108.853221451347,-92.17557170894,-167.566370434506
-180.881429045716,-50.8525545929733,-193.247549025313
-113.270728427917,-65.5738041534642,-142.471207208138
-69.9297281726322,-14.7538627060567,-83.9881604870625
-148.723972245814,-21.9880642222779,-130.420054570866
-24.0470055807964,-30.8520117116423,-90.3556383805553
-116.889445458597,-33.3221324003607,-71.2443755692511
-43.7803507148492,-28.0014243936876,-95.8221064923273
-128.338081489223,-44.3357759493956,-122.007076964539
-49.246719212264,-30.0517308684284,-100.790386933542
-24.0478287254809,-56.5810456776962,-130.267144466969
-170.003069770057,-6.65707859972463,-85.4185736929867
19.3149333906986,-60.9628028216539,-75.0496045650652
10.0217087498022,-34.0501014812162,-71.5196588176113
-72.136006198547,-34.9886712081498,-126.395743683854
-2.25254255268464,-19.8783894564717,-112.310413502804
-18.1616899707842,-53.9291694202839,-96.8538940268336
-15.6462423682387,-62.5138863763714,-144.268424655223
-205.261857238384,-106.441394757072,-119.876047308731
-232.291171369012,16.4586304997083,-105.913404826046
16.0468698423647,-100.731565231908,-149.779053066202
-98.0223591973991,-57.8708835104553,-157.82639910056
-38.0132846818306,-182.464906605208,-182.503428051277
-33.3164581345627,-128.251261671673,-282.612578524422
138.270225109335,-76.9123664100698,-135.10341981941
-45.093928289687,-145.535389934943,-120.067979896405
-97.7718061877822,-7.17657062263606,-62.9201586901108
-67.325253668474,-99.22626521658,-155.046797675954
-120.150002612854,-73.9448371489998,-103.65313636366
-225.545686630925,-119.821363161493,-139.917545313889
205.791526219342,-65.3425107007497,-170.01973970906
-153.913993157883,-36.68206324114,-116.010639741507
-88.0280620446429,-29.4004491762462,-274.681775651112
-13.9186057327315,-19.1572272769627,-129.601277311373
-124.750914100361,-36.2079063717738,-107.282521284462
-60.1642790054102,-107.095171087007,-258.553467238584
42.5366780625627,-175.32729499171,-217.372935411026
-119.965148623003,-123.31027664736,-223.627502140007
9.57957894634455,-132.367741466209,-220.133517956814
-150.56922154683,-5.68882245596615,-179.609650481223
