(Intercept),SOCSOG,SOCSOL
-155.135792654532,-83.9865031387599,-91.2383007351309
-30.6013363278616,-52.8278217140323,-178.221163067559
-122.445126697996,-53.97622062562,-121.627315209174
-236.432794026725,-116.948526605658,-103.01315933407
-191.175248704327,-81.3511627100961,-207.104990530919
-234.896268026176,-33.3080273091036,-147.251851052715
159.205524995064,-135.542064421134,-316.529789563065
168.999314657101,-77.1608184980018,-145.870223793729
-274.405443803924,-87.1483616862715,-250.686247749923
-130.653918880344,-84.4370382667257,-149.2664996905
-154.486056332316,-57.6343354555574,-118.3959748497
-11.796201830206,-42.9392246343923,-63.5695725826517
3.47960106025857,-49.7006195254216,-95.5802989460053
-62.0147795197263,-11.6912931048864,-92.6425542666038
47.2763228989461,-146.141481441577,-253.417587035161
-57.0551282844681,-83.3898298063984,-134.313482929349
94.6708483701514,-62.9726181667284,-131.83319260252
-39.3036430770517,-87.4050338720772,-169.232221114253
36.8584997077269,-76.3061998989142,-100.077931213396
-122.49614222892,-54.1940779878278,-152.881091201474
12.5587392692105,-96.3226918011806,-212.082297147397
-57.983253978382,-150.03404392759,-281.425536905968
33.0570302992273,-80.3542764529484,-222.28214624805
-271.183990686557,-69.7064877753583,-159.378321733624
71.3523438626689,-144.076476793052,-176.612016805273
-22.538308915784,-97.4211430511496,-186.677296714246
-294.989376382953,-44.2815794733906,-118.469014511997
-285.175021449293,-100.045325410058,-183.462334824086
-152.081951652326,-89.5884764236107,-135.505951687912
-343.136377429821,-39.3777925939721,-83.1592580992728
-99.6909186828707,-45.1604312996787,-131.955839895876
-46.9493654723919,-35.9803530640129,-121.416059266689
-69.200649870385,-74.813622668793,-122.152836584501
-118.783288315666,-47.9703721457008,-71.3589856411127
6.39436262031086,-68.0005297582102,-106.777253266016
-333.021956076642,-73.5177217749333,-110.747611845029
-209.042576741092,-114.707215343347,-175.300874130553
-593.832184398576,-47.773507479782,-218.707987721078
79.8205205794438,-55.9305666401633,-206.596012051446
-475.153246378861,-96.5123840918895,-203.881481817516
-95.5631615456514,-93.4073678773711,-154.596142784314
-387.933606748164,-30.8288063189248,-152.637171367158
-204.085434772045,-139.993225908216,-231.243438294929
-199.83909704769,-40.7429604525132,-202.517373627845
185.506804226257,-62.9642386798296,-144.365696090743
-45.3603436957783,-148.489180113946,-247.183414491214
-55.6512711767264,-4.37973107209837,-191.498313266929
-232.278733051414,-68.8148847804405,-181.374947982506
-297.65422887585,-111.754203826583,-147.760342943648
-159.789447965674,-40.7688615958905,-128.815969247415
103.933546591115,-109.551521728165,-250.407136527938
-189.812197003703,-101.49541795261,-169.246208951387
-486.413793038024,-66.2417716667987,-152.537428619056
-226.376682928851,-217.404432054886,-260.435523665896
-533.784748153506,-37.543809646726,-141.093218478542
236.967535592761,-32.868152543233,-206.780499837128
-307.174627610962,-36.9061236466587,-181.855579277151
112.846390925399,-48.635922054702,-158.831032214497
-228.072973305701,-80.9762624893192,-168.533321087452
-274.551279352265,29.4804049418963,-92.3912783453125
-7.61949678936799,26.4259299746773,-130.245716621561
153.276023214632,-76.5484824939922,-105.640286226306
60.9960093958216,-10.4150446736603,-183.518362156436
-378.192599686459,-125.492706800047,-254.738346961436
2.33796625643299,-115.466226891338,-217.7648681399
-22.8736898013085,-63.1087527342097,-110.794131029194
-341.226096062775,3.59846508243936,-61.0000830022327
-101.688063168825,-47.67228151983,-153.328164069331
-180.455299350357,-87.4224580389946,-218.46806271738
-13.3317897877532,-14.3443254048907,-152.620452249932
-49.5025503198558,-52.8361664505501,-139.632447551201
-110.196972447622,32.1723479112761,-93.320682079162
53.7697364533851,-51.6349578496156,-101.675519285533
19.8441850992531,-38.0743821354554,-99.5888344743726
15.3961063302704,7.48443925692482,-47.5021340889471
-282.590642583382,-49.6542978989892,-58.109398592529
-83.3423136780912,-73.5855661089208,-118.746932945796
-19.1030279576662,-128.335217818531,-113.448036766361
-244.052893236574,-123.818471734554,-189.125244698394
-58.0391098127511,-68.1833603892228,-149.693328111578
-164.807933920027,-114.205760172634,-96.860044457324
-24.2948217948287,-98.1689380358293,-186.87688169835
-74.8754050548887,-12.3097259390779,-149.299055720347
97.6884728604346,-109.859435239923,-104.680792841536
32.9137846391095,-120.846817513957,-161.256811796226
-354.580804425961,-87.1262857753318,-272.268938345936
-313.251650849151,-16.0375876538892,-251.932039101092
-205.68024786676,-60.8994571105868,-161.949480991119
-97.770162879111,-26.8702539975784,-173.980461426676
50.9341874753445,-66.381847120364,-255.948235227819
-3.68379999733588,-116.238320993383,-289.54367608187
-136.618690653399,-109.781589506019,-192.548360309767
-25.06972374209,4.87191280495608,-205.239266069169
-63.6397333722416,-104.406368191594,-210.469032832087
189.76250686765,-76.8950097067445,-164.838347605808
-53.1809430593858,-124.989328165655,-198.423490453104
-87.1361968867277,-60.7828539694092,-128.169581946713
-148.154911475533,-60.5016274024383,-143.02566947864
-24.8538130779125,-42.5463730287465,-111.620140609943
-305.140950078872,-110.966712845227,-164.748922137747
-32.1216655221133,-194.01991652252,-275.266774861069
-43.0056563687831,-79.0603863871802,-129.592494262579
-287.132652869441,-38.3211953724531,-163.396270942525
-268.297927617328,-78.3303729934032,-212.709636116895
-14.3498987262428,-125.349706972158,-185.595139607409
64.7807263363757,-59.9962988238112,-117.267833427875
-62.0125541319721,-97.4431869375694,-161.171853298994
-78.3670393359498,-61.2070655335046,-172.709914677711
52.8300190282389,-58.6101097724168,-118.126073177875
196.563519736112,-112.425998985389,-190.252653494168
-285.132857100165,-87.7623023723172,-115.990953640481
-54.6629890606673,-39.7555259991714,-182.513563260401
-214.459614053423,-55.1757476591592,-91.0197398380406
-54.5458199363493,-37.8438803993849,-93.4200885075552
-82.2095534086548,-24.2392202891206,-116.834275554
-91.4143091149454,-33.6107003799516,-149.019418671446
52.4528731070459,-25.6710766375472,-72.5660269045766
-80.1304639559821,-108.183115174514,-113.785865680751
