(Intercept),FAM,MAM
-121.695597302387,0.474143426254159,-0.00596742059860844
-95.9714547963231,-0.0345045998728892,0.46353852716129
-195.146337090977,0.0183409035234945,0.671299010798975
-118.140680209734,0.412904376229562,0.370663491718005
-171.702758199055,1.08087558588159,0.152452128822915
-216.524349446401,1.60668655738118,-0.154453041905072
-73.6005853787356,0.38624713756144,1.79785167018417
-88.5394291427328,0.140976891450009,1.44105551700886
-211.704484258968,1.04972988883674,0.13833112816792
-46.8907327276393,1.50983400975383,-0.558790404465981
12.3542035964019,0.404978770224261,0.20409268833464
-43.6984616651607,0.505857325813849,0.141940222281846
-104.33042117412,-0.570162826479645,1.74254674106669
-38.031767648703,0.864586817595409,0.225801276639686
-47.5925806024898,0.573479553687207,0.0922098107694183
-175.678562675792,-0.310721719564754,1.21992750449863
-128.025654946636,0.957794092777476,-0.345157890565133
-73.3298989666655,-0.564938591851387,1.07570777632645
-130.935014398769,0.431963980816363,0.972855348911253
-39.9823544359796,2.89733719878132,-0.571773783063691
40.0542898912972,1.25043818620907,-0.174871603616339
-267.286833316346,1.64803886643494,-0.588112057124818
-335.356365941814,-1.45764943974791,2.68225015651115
-68.1902143700499,0.282784643422929,1.06773686099041
-155.340130053788,-0.787115115439519,1.92441196095024
-85.9353902107687,-2.68745559267722,3.46915951402298
-258.524769648189,1.58504524565069,0.375433223409345
-135.468625050082,0.563716513599502,1.52971849665482
-393.644229405923,0.176503034192137,1.67525531114006
71.3587174107088,0.7216782833857,0.858332566756872
-133.305907717317,0.164806139742723,2.12766416411614
-343.066456677756,0.522714011000062,2.08748198702233
-76.8164509173075,0.511820634405012,1.11340045929683
-76.660212633331,1.57699559093453,0.827774236837286
-407.324071873038,-0.309159898708458,2.39476411612122
129.487645296591,0.956586486354354,1.3943956818548
-219.032265022986,-4.18126212828793,5.12198153957434
-360.256636350856,1.93647032354784,0.796077348473773
-117.770251701411,1.92817680825829,-0.412492530900636
-158.094275536161,3.2406074210885,-0.753531749389367
-161.823247813387,-0.997685197038663,2.28552772250987
-253.989335217921,0.0997162820276571,2.72873765215627
-198.236988672521,0.70398227716214,0.746365198363492
-371.733096425469,2.32600733738218,-0.929712431883672
-70.6912854636903,-1.49561284218044,2.19682622936671
-315.134969338309,0.780347662308486,2.213028297243
-195.549236627761,1.41425434236589,0.282450866947329
-11.8889414206642,-0.0706712924293242,0.969774252080242
-76.1812354945141,-0.287909006394329,1.32230074633844
-122.586172154603,2.85226920549758,-1.10890108987951
-192.118401190979,1.52903964083816,0.896716879171436
-280.039670339625,-0.0261420421447838,1.49765284704335
-134.075067874393,-0.33400508367049,1.03444732478965
-228.196597468021,2.41898283307091,-0.86925912174047
-41.5341127056672,2.32796365348622,-1.09922600572463
-91.9901521855281,-0.561664110486163,2.20751239276433
-143.777026053256,0.739881195186172,0.278893007460283
-287.779097464052,3.3276104569718,-0.582223459103261
-329.767053373507,3.35901304579238,-0.0995593558691326
-149.553847889021,-1.32170906180545,2.212113047819
-52.313593289713,0.248774464955204,1.00890597066609
-237.708889442038,2.19745693475124,-0.921033464308493
-38.0650617723877,0.345434267030214,1.70420242692126
-286.83349083412,0.0186273635190446,1.65860230426188
-278.924191536622,0.878452136883425,0.88576718288823
-210.557607220799,1.91812764728093,0.135078873361635
-180.532627165783,0.798085267801071,0.715434971567447
-121.553962658974,-0.762310573176364,2.13300513420836
-205.675601278115,0.786808291282796,0.450361871211499
-159.742281525003,0.601575226824934,0.40419647476665
-69.1231565465278,1.2146859887871,-0.341242715425324
