(Intercept),HAR1
-553.543015277741,16.9373290757376
-71.3420641722332,131.289283488026
-474.91179235145,72.9641964967959
-138.996058173792,-60.5869286171946
33.1237536816698,170.942245337454
-610.572385072473,12.467108287361
-672.203435180258,112.055917994901
-270.73861035805,71.253677369994
-436.06557919336,-1.81317341324757
-295.801934777613,21.4137739011348
-813.049287266302,93.0613256634642
-592.266844105674,4.23277030018107
-108.078831210558,91.9465867046965
-459.65522875941,86.5882653167209
-468.379234461871,59.1187299808735
-417.100192666388,51.0404956180464
-371.258406933834,91.7993607380195
-292.107143077621,51.2628029958541
-580.698289173,38.0551832855708
-576.161831289355,-54.5768449295429
-168.182721230571,78.2279881674913
-292.099151200211,26.5886861874824
-369.739700992853,-7.75098879358848
-442.821694710874,73.5689689608989
-670.421580307186,75.4046673233842
-518.216616146936,55.8625025933288
-13.4168198727712,73.5064636852767
-834.264895599728,45.5776319953584
-199.071204153035,93.9461738412792
-511.077352277498,36.83628940981
-354.433836108983,39.3430511639453
-829.043650089763,56.6809066632923
-299.484224756307,78.0814248905372
-310.592880532036,77.2507388215454
-177.975070866611,82.9935148109071
-168.312257694524,-11.5012635580933
-489.484129910052,50.1030812655808
-70.4885336703737,54.7019992275746
-88.2935632179924,1.05557442038298
-297.728998810751,25.4056367176527
-398.621678436277,-3.70465119014625
-148.196915587279,88.4715380611597
-304.46352759024,21.2275874206898
-488.881792935645,-3.54611859619035
-88.9689378683142,30.695321717285
-302.661508605853,9.71034457792121
-499.72182178949,22.8808460006258
-465.920824210538,23.2911048302776
-679.114378920174,59.6454159151326
-452.440070105066,85.5207498021482
-403.152493192341,18.2078387487709
-318.704952231299,75.6504458740383
-256.168389256811,76.9448387015364
-345.975063122067,8.61204350814296
-342.715220010577,23.8369665709615
-244.569134285856,11.338897167152
-255.611614642155,62.1979373825379
-285.465251743954,-32.0062285365066
-262.339181423493,70.8818261744018
-375.027563072887,-6.07258657136845
-329.350613133574,61.2876235042349
-290.025118476638,48.3965366256853
-501.738310721616,113.120867267164
-1172.20486650721,138.732272096553
-487.819876967871,86.5973921719142
196.515060226418,34.8459637975563
-1284.43441458775,-42.9093111659167
-638.063233545472,80.3630317422685
-0.4053285477072,102.896161170444
-397.183111767641,-15.0221418821311
-445.886357963958,0.822851500241086
-187.631735299263,100.043692188425
-303.875964428764,96.3639616845467
-320.135601233029,29.1789407906326
-27.2187118389702,132.422647077864
-294.543469530006,151.681725069735
-133.4511095052,-21.2981746936928
-394.596617469244,51.6011748397141
-39.9294251046813,42.1144710064254
-685.952072551201,84.4755082091651
113.890836308171,87.4230560618889
-477.518174855402,33.2659292723838
-124.372496910451,108.102472040326
-259.172930258657,121.820968009939
87.5974966434005,1.28110285829462
-103.703011028425,28.2219993418767
-95.4527416931523,39.4600650721113
-356.334520023098,0.926453075055178
-181.330328718854,7.28698979460751
-168.472498896761,91.0092151224417
-260.635177635209,48.6247226212872
-342.811213071647,78.2796474337811
-103.36830336319,98.8155970529042
-641.128669753904,137.95154242414
-809.845654000383,26.1469436327898
-110.406274077937,92.136281538551
-201.657945892293,36.3509525583613
-516.833854559336,68.5360084117128
50.6201322917623,18.7280415612768
-284.031662316351,63.3489069879797
-232.450241809536,46.8236471452328
-502.122680491142,57.8861181884859
93.7149895784678,20.9799501028319
-210.089416717601,-14.4064286631328
-426.931971891216,48.0229806510106
-613.129891365355,178.194887002348
-101.90850212037,81.6533262951125
-669.781912053579,25.5611018808704
-451.664031306253,60.9659021477273
-333.525171346468,97.8976164217347
-244.150835288165,22.627976528689
-306.742738496927,10.2529795827868
-406.670467163814,8.15980024162855
-182.511806501221,53.211838488467
-571.76429696675,63.0304742790759
66.1654760660676,86.9617530515097
-597.734690772191,60.3198154660531
-381.045283484927,76.7244199279157
197.905265985071,65.9579706679069
-24.0198860108867,2.6579585730824
-418.27356712133,40.4184393411851
-367.064697864917,57.2642087290796
-780.721346618539,73.5669190365443
-369.04286152464,15.9167503488206
-502.055885024685,19.6406781605765
268.25226060953,29.2011592695053
-469.411731187924,32.8681832867151
-244.176915425473,50.9952447611868
-38.7201337903098,40.3710267779243
-110.176156668458,32.8019117577096
-125.375058254111,47.8373929489098
-121.108165758128,17.0962712993187
-254.733835177743,25.4935543204083
-154.219171552002,29.5827628126106
-358.744948559382,119.316657625357
-65.3457442230865,47.1641718981627
-460.95942661431,48.1790928946066
-532.233999933087,34.3983909055351
-417.990510133634,104.56178041955
-532.549008606271,64.4039375784705
-504.445832959071,48.1364400401071
-208.18901483863,73.6509360691416
-670.281980378262,24.9815570320097
-220.180636459196,132.838858275616
-127.274569630361,53.9298978321895
-121.08746167495,59.9500695476163
-142.693450129576,49.9078130147245
-813.038159630007,49.4374477870597
-243.423283289172,35.3964415630762
-523.953515310346,25.7322976267315
-197.077814351665,18.9127209622238
-701.239559169102,-8.65875311095442
37.7435076839829,87.1646895843733
-198.231490237129,94.8603376565734
-319.031734332049,60.3956609035959
-458.808077984912,-2.42618418837083
-71.3158013248321,-6.9220133687777
-86.9206703278796,8.06574396103679
-296.843300458713,3.41124059519279
-167.878497999947,4.26393773293239
-118.154209904824,26.6457070120487
2.52221492526587,-21.1666067247425
-43.1431245883578,21.9297205628754
-254.533326496329,13.3755750109849
-228.019329789917,40.0618381568638
-56.2990365689184,4.06914527959816
-286.401477339117,51.411867281251
-258.821851828687,73.2891443572516
-332.480663722032,29.6160543550177
-356.824676815631,-23.2478526891646
-353.645055132503,25.2211328578633
-240.332237089009,98.8665514593158
-281.137164947126,21.7823662864848
-237.641694932187,45.5200288551932
-111.927108254342,-13.0993268907041
-107.895811350885,60.2162939992077
-37.3051396705559,-63.8451561568072
-753.548992026263,74.0688967697643
-292.347621764347,30.7894053175114
-169.183615976639,74.0469548607616
-354.38368992414,75.0053427138919
-420.189425308025,117.044372504344
-246.218162449339,39.0108032644566
-325.568689732696,21.4056308500949
-191.928297165839,30.8542383958993
-406.076732446381,57.8764315253611
10.4404939538799,62.115000128364
-188.528921409568,145.656731097639
-167.647413213101,41.35801158697
-187.360001457935,61.5447098657532
-375.479512190737,123.748035410681
-87.4251302285702,-48.6687082183344
-165.326947396941,2.80029044818366
-201.59076054328,-26.0048666858347
-177.355391294142,38.3842672805622
-422.345026875522,16.591564485454
-171.664020020649,27.5020118233078
-22.8959396914361,24.7250511397142
-72.7090990658035,25.7116649489762
-152.625074589261,21.9155074965674
-81.9473673502143,36.1661372061644
108.536564101814,45.9749535848387
-76.9238607583684,-6.71987464853009
-86.005993999137,31.9009012261231
-131.960837939929,-8.56510392393102
-170.88371950946,31.9021631770302
-303.596687523286,22.3451321788743
-46.0325200281804,26.6883272273553
-95.2638997195463,19.4911023180684
-136.109705449227,-15.8222709169204
-284.394836213061,-2.01424535485239
-73.0050087257005,15.1590777579945
-95.7109158071689,10.146339292216
-151.307190880427,14.761388120678
-150.430758606337,28.749652452083
-108.281744056716,11.8161101781006
-82.4297336625059,32.0119359905966
-85.0208935477256,5.72267331661715
-123.493995575718,-7.8054427898096
-124.976193018796,28.0114543972304
-222.799272782409,8.72587867501716
-100.789686966495,29.275829580547
-26.8807340431958,12.0801001911896
-68.8626072931802,19.4930803379684
-76.8707831325737,20.646465320955
-104.349175626136,13.150536144065
-24.5431505229935,19.6591689785419
-6.82729020473926,14.969378237809
-149.551990563834,6.67857000306321
-158.608375303389,21.0966283745438
-161.746035288961,28.476975972153
-133.15149615964,17.6931637109592
-104.719712945873,4.51471722142014
-151.591943684587,26.4931141197449
-3.30773420620244,11.3795942474972
-140.30637223379,15.8126504180182
-167.127318505067,29.3121043970332
-133.91460156496,28.0238021443074
-270.858594571553,9.88982585677149
-320.541884426479,27.7583186909615
-139.077131152684,13.5493151908959
-182.613807975533,53.7945031785348
-355.976411164826,53.9466934840166
-343.20891679854,25.7052198363817
-229.998015129546,57.4246056804313
168.984370287639,38.9682762556768
129.849702478117,44.8653947485145
-429.030197782246,71.1235259201494
-318.824002081194,64.3242790104414
-261.403135140587,73.4786203647891
-514.56723721209,49.891152264725
-224.649461676257,51.8150699677863
-38.453241223222,111.147193581415
-438.521334311663,75.3605837161012
-535.618338597415,65.9923191354465
180.687719428111,118.460227448768
-499.728346567819,101.917711465561
-264.282120781514,9.9275282609924
-16.3702897059629,102.276825474008
-42.6430538776331,84.3209288285434
-450.786560740074,67.1993172944931
-379.60996992806,0.0745355727631249
-515.176098452677,25.639592205205
-492.381189952538,65.0972856358421
-230.117849431932,9.62142725277226
-164.972888957767,31.8938970117961
-179.338068788798,49.0424744765332
-213.200680525129,-7.32023557985667
-209.678774484019,14.2488352545479
-292.595381008585,8.12872931564925
-91.0145249103225,12.680729437041
-74.7588366377895,14.5383349174954
-10.4170748887764,-13.4767809685072
-23.7332653527556,9.62124984018919
-177.004884178299,4.4601984916917
-117.54434525445,21.1007855336647
-37.3390361915408,13.868959732019
-33.1212046214514,1.19085654782248
-44.2199804019474,9.33257387948834
-37.2416219736479,4.85440214631672
-72.8868705001951,7.86260551348096
-17.3855714328092,8.05703905803966
-161.236574498034,19.4253522759536
-108.901666835387,6.7853709288338
-83.0154296508091,19.8984229668567
5.20486074816654,13.5277143240528
-4.04905340143159,22.1385981907624
-30.3553069889167,11.17784368305
-72.1903701285482,-9.02291511400472
-105.080971639974,11.7493137368292
-41.5214090267546,5.62396151435678
-252.872009968863,31.842491592186
-70.7774283256731,18.9127744655707
-360.889755963668,33.3610885729868
-248.875736735659,46.067322316565
-270.066831728895,58.1821490865696
-379.432774557965,48.9476521953329
-200.198199718521,41.2787202886975
-315.424237612577,28.3384486136929
-290.570186605066,93.8990321249948
-355.523431694983,45.5450772515178
-377.626893908775,14.7339925218403
57.288034934285,27.5544510573091
-351.722957355276,42.2838064247844
-140.382120189868,115.096626019324
-126.18439099138,9.26121904230968
-280.914867664673,2.18719433851948
-274.557487705446,43.0796387708178
-239.989804087207,-14.7785982228525
-188.855182004685,48.5437042328995
-583.194084347277,80.6820833054371
-330.792044516851,11.3086514023325
225.163236870227,103.130416372553
-409.078563813178,101.958704538818
-672.803811606249,102.948997418992
31.3848029469373,37.1594000831283
-465.540201026859,39.7566599036218
-331.374126362804,15.987005694129
-344.151877331816,74.3975746509823
-149.295597234111,100.512975129574
-243.945624859014,100.607147695438
-408.86173735248,85.9152450387191
-207.624170804673,142.499983197988
-695.127907400052,36.3705407284579
-271.305135974576,127.023843660354
-186.317400832486,38.5028419502632
-357.955627579388,-23.5979715829599
-677.350922084603,83.0848396062138
-402.014121437649,109.711870783714
-235.500513523672,43.0639402400702
-278.885293669242,15.6540204957964
-906.478815475944,37.8285106470721
-275.04611469974,39.5657090353925
-263.135274015141,92.4027347510892
-235.995710586452,67.2506664363282
-467.365894141345,12.7453078878571
-241.43684158285,30.1065114227404
-718.437821874246,44.2775541851443
-389.552909331396,77.1312566471461
-114.890998570903,164.79518746688
-395.317649009405,126.518595551879
-678.358202439675,131.373874169163
-611.040269266028,37.0007694317028
-264.128848226945,60.721078801691
-526.902469381021,-4.28215903995397
-433.509834043856,61.3844254650758
-354.973444443327,32.7203702244151
-210.530166833909,11.4777382619504
-226.160091513389,66.6223054758648
-184.908693258585,25.3335119046969
-141.617182150178,4.7332636575884
-200.317082352238,23.3800564747362
-96.7928620196762,32.5303942941973
-80.2132427766519,9.08954528535332
-11.337840821303,9.15970729710261
-158.072240420428,13.2355751338182
-316.281361112604,33.0143696881732
-243.4094236946,36.4884634019818
-23.1617442595307,84.2197889942618
-176.856379113895,6.94130077026057
-278.922601901388,62.6853719150204
-465.166052468485,48.586112356832
-235.644835620187,87.363837051751
-544.521664209351,110.293328669635
-402.078703616287,-42.4072843487484
-372.565621606642,-11.0472038748267
-99.742877967672,32.734929090213
-274.630755526545,98.8120666811592
-302.813935289189,56.1998888606613
-307.301312301417,58.0848081703589
-219.074613392692,18.5347001119808
-210.040707119893,25.8332579286944
-27.8395439609158,20.272036114864
-140.247423581119,3.61327044898644
-208.701409249974,20.8780744817559
-204.427205405555,37.0204544521403
-192.014060433241,35.3275995055847
-64.099283161253,-8.43527647919836
-343.337698572828,12.9959505080333
-224.665208026185,40.7540763050492
-214.585418962146,70.2122809225839
-5.90426019468578,58.3763666405575
-383.826395734446,54.2773118065161
-190.915055800346,-11.5414587740343
-170.626302164543,15.0298298214475
-394.570126133058,-31.1947465737685
-182.171942071844,63.1620746923736
-181.419224283047,41.5380875541159
-210.738075021247,26.7314958425704
-157.251422023546,-35.5259734683871
-372.343527768859,56.5252468234394
-251.738245690227,-4.01004652862321
-39.3738064767313,26.5932235741348
-76.2187402012205,56.058190477077
-543.172573262702,-33.2798766124906
-239.682305800496,55.5129068901879
-183.693562018074,54.8867120994837
-24.0063230302185,40.012242295561
-43.2879733314257,52.2719410260215
-95.2385180651036,29.1950064044213
-114.931518008663,35.5082954030659
-163.345598239845,33.2629675563803
-192.601989462637,20.5665856998239
-18.793607827145,-3.18248512892751
-116.591699075812,18.3673857293907
-309.433123656345,8.63083042739891
-116.266556630129,9.74157152112457
-127.079367678845,18.4781189914211
-91.7560424703879,36.8180278522414
-115.827465775736,42.7450117870121
-156.081112002619,41.5752229973041
-153.335322722989,9.87039110377009
-31.7077178964973,34.115713669351
-52.4550751766947,3.99092154033133
-240.779312357742,16.0303144423815
-71.7187151925878,2.93904240200754
-31.2560816502935,51.9825732182944
-217.581336639603,8.00468019698019
-153.372422923261,1.2145142685622
-60.6181291479152,26.6729710653672
-178.0494762499,18.9846172483522
-135.746368484979,8.53180664365937
-82.9202524530301,39.6083280846069
-163.640497921311,40.9906628422323
-288.5518931931,3.67872207170876
-111.886250864714,52.4210704682328
-155.280017618214,59.0519633715542
-112.79018414818,33.3946415352111
-174.554587183678,83.9813830762105
-156.515177295247,91.6907590436604
-197.765450653817,59.8422449736972
-386.783123460775,26.1838290079322
-692.84371814863,30.1654850779887
-65.3453683500993,13.8920697145222
-335.352966200793,101.608375286697
-263.672515673323,21.1208486039905
-302.846571937058,11.4160549898806
-224.451437570679,149.421729310194
-497.289939565235,55.1948613544519
-180.360492474292,75.492341647825
-301.295802656285,148.272354152199
-189.918817952697,4.76737228332786
-130.350627508837,68.9266446766851
49.5998933878363,43.7449514561813
-94.815974900419,60.3284740899326
-155.556748126837,39.9356558255313
-592.750540861336,12.5587968636919
-147.949196579881,20.738516512909
-319.162968387362,0.701478140079416
-167.943370799185,58.7675201399834
-368.536698108304,46.4372123783396
-719.954040061115,60.9080370095035
-698.508375377343,75.7979849603435
-377.878664192205,182.586223504106
-375.517301059707,40.2255533069547
-574.407630393995,48.6743499452132
-466.107092361271,82.0480828127111
-231.909504856798,88.2195209985766
-378.080638207641,82.1925946731444
-213.590444050489,-37.3204578360019
-550.677820843237,-3.35996315345983
-238.486518658165,22.6726758842997
-705.943144795507,84.5219206426736
-636.374214293173,43.7948260053963
-547.939143745723,33.6697338784143
-640.233737804811,26.2283993941383
-203.622218184115,112.969171774152
-188.390063944702,95.7708945708873
-367.69298989675,91.7160826614709
-419.10826420052,21.4037936356617
-157.733898619306,90.305084024365
-338.129562466464,37.9327635156224
-29.4034765995893,105.093323319114
-486.720687796675,201.445868204595
-316.724739741338,44.8081319824705
-625.221868736742,103.510583785741
-372.470154774492,68.4305003555492
-260.912053113561,31.0120956086921
-27.0531143337066,-45.171194135517
-273.793517868347,62.5471304270468
-152.265668124193,-0.985239397006808
-466.53450120271,117.892919603619
-451.79874915872,-19.800927586999
-54.3322881384811,106.80209419773
-605.143100327434,76.7191752616054
-359.325894068417,43.5030100253352
390.221375861976,55.178784539452
-480.914468608709,107.604648064073
-147.207757771073,49.5571257093834
-643.804072793253,123.776610174631
-367.443104965336,35.1139549832151
-494.396222770942,86.1897742415786
-470.92110258108,12.1692818723677
-1147.16499349572,84.8349401346059
-272.30108253198,115.368891673239
-731.043276273296,94.1011264063927
-966.182455534246,168.080416300942
-392.302822712256,47.1905971438537
-462.849744468776,160.638425004889
-226.151961224183,52.7552994823345
-181.739091485095,108.551744854136
-216.962479418301,-21.5634911871894
-603.494643310072,88.4384519382002
-96.9066037900084,123.58259796098
-686.401490732547,91.1964488839731
-399.802598067748,121.482733842524
-333.149319997628,-4.79500999466109
-486.978719951323,85.6331739690286
83.5012466567568,0.208783992493409
-145.137515249375,35.2799037783989
-177.189995613568,50.137296907903
-257.078318833373,43.5512751233764
-0.201605512320384,41.0925272187851
-421.981029090181,93.8118718290061
-230.122020485898,88.0000858247513
-478.4769963074,50.0031618190551
-262.497721410876,63.4392818326596
-236.554732910532,60.6768335060187
-195.784967345258,34.6662780151964
-248.21780411695,32.5074282074347
-429.694724697882,16.1399281792619
-135.2107444719,109.814754633742
-449.440077075225,93.960075574556
-444.569166123751,52.2683078103
-269.406499042401,34.1598972152206
-532.88975222189,65.4409176647605
-478.889708741946,80.4488461199799
-405.036492623647,172.439499138227
-439.310299488279,11.7352663003785
-317.269927203037,42.0162884359161
-492.045202253154,22.0600064796163
-470.810926895444,42.4431895394519
-302.374391826801,16.2406420120824
-303.640085544132,82.8924261792927
-453.294949972842,38.8212739190349
-204.963726336806,66.3035757126436
-100.616798117495,46.5457646683717
3.25223477027612,39.8637764926825
-467.21473700129,67.9298290771112
-324.666716625878,38.8305812024191
-65.7911848333169,114.50794902959
-617.556780231273,13.5744954526599
59.0528814104246,96.1430983952887
-268.812334622453,-7.87119485859876
-549.886787706313,96.5807744813574
-638.801466359873,94.5102089475113
-191.198368546582,-6.79153416931513
-381.381657838356,68.6347938427352
-148.030431017396,-17.6965665627431
-503.169373801778,1.78552716415652
-204.727952940768,70.8088937046195
-58.9851118743863,26.3027128459507
-190.650755589682,31.9544664713903
99.6791069235114,86.1930463816097
-537.282073812341,64.0943980725715
-693.212596186204,151.34363260226
-680.44674534857,41.4836199271067
-208.022988736891,30.9586393932477
-280.884872598508,81.3510756440664
-206.636200488891,35.2700925230747
33.7254278603905,96.215511241986
-240.8088833341,44.531524001708
-28.310411319706,48.8903872784722
-5.55959853479362,83.5597787970673
-205.03463651624,27.71831860975
-193.006198107123,52.1175961054978
-133.918566910776,-10.8650156139082
-181.75482221834,40.9446945763939
-339.599395616988,67.7725639562541
-212.075851504007,60.0812100364528
-345.195677806056,2.40582986308164
-301.950350260973,71.9476456580887
-253.455401532789,31.7621022212843
-177.274757149047,30.5129885548695
-178.328342884619,27.2695011277901
-70.9030661607103,79.0870451551964
-30.0712047400884,47.9361676843255
-81.1885953102828,-3.4635362670233
-112.014719549072,21.1317046153426
-359.683345473648,0.558798589234357
-494.110656807548,27.5785031108844
79.1269422487021,-18.2667489890591
-107.183255015785,37.7377781994874
-40.9946283457175,173.81338995538
-102.681011198059,-20.8538553926046
-366.15526336115,90.8295945910613
-249.76253973764,-26.9869373516287
-371.469702476315,65.7999478111487
-393.423372014702,56.3861471041819
-74.5513974332791,15.2357016877213
-414.490879524201,149.945809033565
112.660284374011,39.0288493909829
-10.8730672282836,13.257589693967
-223.389650741432,-2.14845174283255
-211.964862743936,-21.6610588922376
-254.934030399521,39.460733472195
-332.854611937435,-0.0987135193106496
-158.517949022593,62.3022252132432
-75.6303196012232,42.636376372393
-257.169491575303,49.6534602671854
-432.47005246584,18.7734268662025
-202.567134201272,46.4924155026674
-128.743694691253,58.7641264412377
-225.042473943347,-13.7842502698768
-446.494900530088,55.9512925249728
-328.391366333592,41.4424389151682
-44.423087214207,36.4936029531236
-108.449277622902,29.1186650679156
-210.180503391108,55.3089416193034
-161.894212292264,69.3158758290811
-164.701463871417,-5.45370546792947
-269.570922314564,49.7848010104353
-213.930712073867,26.6284733186476
-71.326666749992,-15.0264952991129
-140.294555804689,11.2198045497935
-39.1828346304246,35.8251447776274
-297.380016615381,32.0105229698675
-301.236332857137,21.639622239767
-274.195696431008,26.0950250444803
-241.463523253449,18.8377972605062
17.6869398190756,29.4911623633031
-175.873278824489,17.9403261745902
-251.087725634199,17.2099780172575
-83.895086833174,21.550560711843
-271.236593312738,44.2689976194888
-482.203379680303,18.357284953363
92.3482897037757,63.473355114329
-492.848239145736,66.1494821925298
-274.547034449366,20.662965347532
-282.864415775504,64.6191560166772
-58.9376803470659,73.2507318880344
-86.6299113851419,33.7962306064437
-604.748106340499,37.7651646092077
-415.892281549517,5.80389876660411
-440.646971380629,17.9730083858449
-330.856475008666,30.3049306452449
-171.446529800662,124.201987483568
-146.488267485171,22.5389730455645
-401.963506603002,132.784573787183
-721.907942491394,119.40544471318
-425.745081081659,52.824398636847
-320.377168017352,62.7609370982391
-228.300547055604,79.5609580592791
-330.858748406681,0.0161147329672531
-85.0175855827117,-10.2080544296114
-150.657855728492,36.7124064724594
-196.270793529327,56.1089091800823
-197.685460719193,9.52836730338458
-154.852622027465,49.7195696292365
-140.034117623174,25.1743949062948
-437.971415861916,54.5368593757667
-126.366353639933,122.916925200185
-86.8626755600562,115.28562706057
-295.42024592376,60.1155389950181
-10.4998230497586,6.53498913883232
-296.139709024232,78.9124203654064
-182.617473752922,31.0777303222219
-142.631537922987,69.1789086521894
-59.547623629187,71.8956048382533
-303.164340042989,117.301197349283
-284.94188771653,4.8407365593448
-335.865095123707,120.137350644975
-393.844488000388,-37.6900876938162
-383.24235569872,-35.3932651741779
-550.376703851318,82.3012068240387
108.372976661252,19.4733615450095
-272.046198552212,99.680005086746
-56.4153715713937,55.3961992342483
-156.5635838296,51.0972864291616
-261.374743919996,59.0415297423024
-364.137187571905,-5.07923785745515
-497.801979600488,-4.42194415403355
-521.968702804777,27.3249516452488
-338.675999695261,13.4225871630915
-365.516501092443,29.4663094671814
-94.3555171201951,71.6158773533825
-232.983026358648,42.7298313001374
-731.173800168384,55.9285823482496
-422.142467022728,103.316620947531
-189.301177545203,56.5662596606926
-137.83948307042,19.4539412882441
-56.308876402094,14.0851831220389
-855.04901822473,51.4773282574897
-374.656450782088,-8.96118581439077
-571.096192393918,42.2491680891108
-259.58592070335,109.462978728981
-350.885509097217,32.600614026509
-436.924272762146,77.9261541218357
-249.115562389139,116.880845754909
-114.569858880597,83.3789352832282
-7.58658908993675,123.709352730555
-364.834751486458,64.5622560264019
-822.828103783359,145.825173880366
-1066.66019119738,-36.8116386688489
-446.432328883704,152.730372851711
-0.809234005602775,55.5459250469794
-174.297017261022,33.5480872442276
-359.963510478687,47.7266325938945
-219.152667677932,54.3700428433658
-221.948449940246,9.4822610639967
-349.94898828318,44.3485538338646
-378.031967091822,24.0036723337894
-111.879216340618,4.9509616643968
-233.951830057027,48.1552967678072
-86.2084161036764,16.721248020709
-254.775370296746,28.4710606548761
-109.380053161432,106.24601490191
-92.6468860634258,20.9841743430879
31.7802197164856,18.3216389729641
-210.628231821696,48.1799762128649
-325.83299886575,113.761745512078
-566.15407132162,89.2157106274535
-137.57455507775,87.8596887660678
-168.838458884515,55.6923824807327
-554.62089171349,62.6860153543139
-837.265572972887,-23.0528665604652
-364.980354787913,71.6250608123664
-444.495155883686,43.6639674919716
-216.580549143167,122.279090534124
-313.834030281738,47.84652466845
-644.440568283328,52.6983555424667
-408.641558467294,159.77180986428
-492.375740974356,8.08439671794986
-622.781506294836,108.837270961812
-364.853007462843,90.7344047955412
-484.813187003601,45.1287834420218
-157.517836324476,49.1818682539015
-198.585331590009,53.0502194359142
-267.633321475441,30.2837042053288
-498.910773515294,70.43355360235
-382.250092708651,30.3117789457756
-515.626738297935,129.26201121608
-835.879365892142,59.2954012082519
-355.445950810287,85.1400564841242
-448.898898145111,111.870177849793
-292.217922498938,161.52823078814
-579.71336961192,77.7153948100167
-217.266044541888,152.171465634423
-322.443369845118,63.3218556161009
-646.945464502161,31.7689447848534
-236.824340037965,74.2420219625201
-322.473001350241,26.6496257280523
-127.012358717315,23.0033347614299
-136.499064115858,-25.5787401324706
-322.215747445603,104.461042305353
-55.2629020514087,15.9752819421428
-250.254080276995,99.1464568368392
-507.519749089755,8.06083761455375
-301.741417427373,44.7987655145989
-563.543930865635,18.9210694986396
-257.691377421594,111.550974794111
-485.14881782158,83.8816142788564
-222.593682096143,121.775992129202
-419.102818237268,69.2256578706947
-456.216994590272,20.16952964761
206.142615697747,79.1948448257826
-351.967382238479,63.7125154981186
-625.363153241335,33.133245462569
-294.750274725782,11.0180263293369
-368.143497918907,-16.603789858269
-118.610299708729,35.1507826641464
-161.191356458345,52.3504401247774
-253.753576958807,64.1657306017005
-688.693913430674,11.0225679351861
-667.243860228178,124.020210210423
305.019358435573,-0.734457067243056
-396.322756367153,91.6018604025194
-437.037915448367,44.503902510507
-163.888857484715,51.4454000487458
-186.276274214688,85.439416085108
-249.770241609862,46.9530040755926
-488.471882540609,62.7115837128076
-295.828169852066,41.9104168121266
-422.711050439961,61.0247206704953
-287.45581129023,43.8356397023999
-518.331478415697,54.266139615771
-542.422224042501,78.2402361585409
-378.872392506644,103.840838606178
-327.481106378051,36.4179056857465
-212.284731673994,40.4538348965216
-101.19188266854,13.0950025158454
-600.276205601163,155.810771170014
-98.0267410288798,21.4798253398476
-1368.41278357762,40.6282772657014
-873.338517673605,68.7435531070696
-404.289660839899,11.3697429223976
-442.947824256029,-9.91578894689155
-581.048124787805,7.70256011753372
-254.430917583813,119.541058207687
-1251.38829723575,52.4216803756281
-139.130765883909,54.0773998554359
-290.791561620819,51.1589790661528
-220.40438159461,53.801002064225
-123.750529869401,-0.51920408490696
-359.083681148652,31.5774372325395
-136.011829569587,27.3117568638488
-456.770138712916,3.87138973234687
-116.860589569522,53.9543021846184
-268.582368371615,75.7052358477013
-123.498512526592,39.6745945491493
-257.238241244428,47.6879031926655
-137.076588914148,40.7341892611585
-554.772269364737,100.431153915401
178.61243735877,45.1456738696143
-454.938979769702,106.433320516808
