(Intercept),NAC1,PC,SPI1,GP,FWA,MR,TSP1
-348.984748997373,123.468097684279,-23.7946554267255,-150.76261858514,11.2800127324263,1.98907757036795,-38.7249393213679,-52.0194807233347
-292.436501562988,92.5986836040101,-21.7377552724793,-126.671128757138,27.6665955853096,-0.403243364926311,-161.445677925716,-64.1346355554706
-89.7149028420872,65.6661424810445,-6.16915994539158,-116.804550892011,10.7144234590669,2.33415555736428,-649.313591011298,-35.8746510744386
-44.8736274498369,89.7126681931695,-3.92495150268951,-161.496402782781,17.0534973780159,3.12668843232677,-606.05336356326,-51.2277248895898
-644.957726552515,154.802411263256,24.7404339616915,-66.28939002283,9.49542440309688,5.86984658721758,-1124.70602838563,-6.19960061102756
-650.440115491496,90.8072197125002,-8.34351837612485,-218.997629242091,13.9993799169551,3.53478485615778,36.0133925504924,-100.863698594665
-51.1095125514985,171.516188943642,-60.0517963702678,-146.241613845559,4.65900271068676,3.78783677692991,-149.467093876883,-208.095445563871
-448.201212030021,93.5808561888116,-4.15087041394872,-143.953219536725,20.8086892250212,0.72064956590475,-37.9728996317062,-59.8357893723514
-672.03225367752,83.5425253614485,5.92493421019753,-272.735151810572,32.6849342342284,3.66485412993643,-657.560769203119,-111.543049493601
50.8412291963177,139.717118049855,3.83383273222717,-237.763960864481,17.9756799898169,-2.07503461220767,-405.652497011964,-18.2386249547126
-399.839187709658,163.574722166755,-3.09630840539467,-149.413784580072,30.4408165754867,-2.06918421890441,-614.429433110192,-81.1939388899045
0.720887126561138,102.984461554399,-50.2899242368585,-54.7934117232071,6.70328481509932,3.45823489812756,-162.166779539577,-172.779820808239
21.7271029700642,142.266157454316,-49.5901674216002,-239.173051036138,-4.23123043305532,8.35182666507899,-655.357571233821,-127.149559033773
-437.06762087449,199.647316354851,-13.2987429082077,-248.288304855436,14.2689631171379,3.39249338088848,659.66473445564,-140.71139141616
3.28891348947946,99.8451849740595,-23.9669859771893,-131.535175513549,8.04035562978243,-0.169518934475491,-625.12005874941,-119.251172302033
-23.5029178254626,107.184533829219,-42.3970778164439,-113.505819531623,2.30663732963149,4.56472150858463,-263.82117518934,-45.6406093283586
104.234122693386,106.974402802858,-42.6464248737977,-156.705259354669,11.7164405696967,0.425297854933888,-677.287776630226,-119.714734160931
-775.678868105559,144.812314662922,-8.72279358134983,-210.969954219436,11.6911066254834,3.0530483793118,-172.681240918198,-67.0968639323255
-454.824171368557,105.603915784159,-7.83944127273207,-212.58564933062,3.64120902424474,5.01899656879687,767.448894493187,-109.396138907352
-217.478543605874,121.482905912613,-41.3840938839858,-157.507550856244,26.5422175213316,1.6028261889951,-336.073400858593,-95.4292737720461
-236.901845476415,232.862977821642,-50.8169744408224,-260.738061586355,18.1073336853733,1.19841076995363,-347.91928495474,-45.1306829622554
-517.977191102371,148.793904443204,-30.4038049917544,-208.948701728535,26.0329992399493,1.12726213909627,-1274.8776043439,68.7964412562815
-530.039883270962,91.3496454191918,-2.93140067281138,-75.4401974915818,9.48697147179337,3.15045117195405,-1190.32783820743,62.7571521691571
-208.795598817505,154.789698751527,-31.4069194785625,-203.338174421311,-3.82203351856151,1.78611288758839,-1111.05769307129,-43.5037462914979
-617.965562937781,196.661506399425,-29.8791296181735,-285.299432604981,13.2929688883814,-1.73173917010718,-834.81084550693,53.139988114679
-618.295744672825,38.2809933086392,13.7094518732774,-102.939581922517,27.7748767340963,-1.54998327206704,-589.548483975319,-14.9996944007198
-273.004454636688,96.8963464936896,-20.3795124097232,-64.1144527272554,-9.04873665975174,3.14702349904837,-814.087697799696,-4.20816588407615
-103.630502926047,62.9121605040273,2.58882688672747,-110.627734552938,16.9602360639838,1.14882221190783,-75.1788253098493,-53.8592068485596
-604.450571779889,190.707892794671,-15.3538185178513,-229.129621110951,29.4552315725887,1.98852683130826,-5.71514205286803,-65.9503225842127
-381.340527526256,262.999030639141,22.3721203060268,-135.407838899737,14.0848931229848,4.48122269942542,-642.448836472169,-73.3874775064978
-59.3600938550735,261.707174896175,-4.00781005901808,-395.295381559816,10.0282020781306,2.95927332443171,163.744025520537,-193.734314163536
-1167.78394111592,257.086578529881,-18.8018017333816,-173.486590030967,14.4686678792714,-4.1576870849749,-1636.59693690333,-142.013274763871
-291.725107592056,56.8275526437865,29.0194862197532,-95.0560146525095,18.5940829580941,1.97517448451254,-1359.18856643516,-6.60405201058893
