Taxon,SSB
Hylomyscus_denniae,?
Hylomyscus_grandis,?
Hylomyscus_pamfi,?
Hylomyscus_parvus,?
Hylomyscus_stella,?
Hylomyscus_walterverheyeni,?
Hyomys_dammermani,?
Hyomys_goliath,?
Kadarsanomys_sodyi,?
Komodomys_rintjanus,?
Lamottemys_okuensis,?
Leggadina_forresti,0
Leggadina_lakedownensis,?
Leimacomys_buettneri,?
Lemniscomys_barbarus,?
Lemniscomys_bellieri,?
Lemniscomys_griselda,0
Lemniscomys_hoogstraali,?
Lemniscomys_linulus,?
Lemniscomys_macculus,?
Lemniscomys_mittendorfi,?
Lemniscomys_rosalia,?
Lemniscomys_roseveari,?
Lemniscomys_striatus,0
Lemniscomys_zebra,?
Lenomys_meyeri,?
Lenothrix_canus,?
Leopoldamys_ciliatus,?
Leopoldamys_diwangkarai,?
Leopoldamys_edwardsi,?
Leopoldamys_milleti,?
Leopoldamys_neilli,?
Leopoldamys_sabanus,0
Leopoldamys_siporanus,?
Leporillus_apicalis,?
Leporillus_conditor,?
Leptomys_elegans,?
Leptomys_ernstmayri,?
Leptomys_signatus,?
Limnomys_bryophilus,?
Limnomys_sibuanus,?
Lophuromys_brevicaudus,?
Lophuromys_chrysopus,?
Lophuromys_cinereus,?
Lophuromys_dieterleni,?
Lophuromys_eisentrauti,?
Lophuromys_flavopunctatus,0
Lophuromys_huttereri,?
Lophuromys_luteogaster,?
Lophuromys_medicaudatus,?
Lophuromys_melanonyx,?
Lophuromys_nudicaudus,?
Lophuromys_rahmi,?
Lophuromys_roseveari,?
Lophuromys_sikapusi,0
Lophuromys_woosnami,?
Lorentzimys_nouhuysi,?
Macruromys_elegans,?
Macruromys_major,?
Madromys_blanfordi,?
Malacomys_cansdalei,?
Malacomys_edwardsi,0
Malacomys_longipes,?
Mallomys_aroaensis,?
Mallomys_gunung,?
Mallomys_istapantap,?
Mallomys_rothschildi,?
Malpaisomys_insularis,?
Mammelomys_lanosus,?
Mammelomys_rattoides,?
Margaretamys_beccarii,?
Margaretamys_elegans,?
Margaretamys_parvus,?
Mastacomys_fuscus,0
Mastomys_awashensis,?
Mastomys_coucha,?
Mastomys_erythroleucus,0
Mastomys_huberti,?
Mastomys_kollmannspergeri,?
Mastomys_natalensis,0
Mastomys_pernanus,?
Mastomys_shortridgei,?
Maxomys_alticola,?
Maxomys_baeodon,?
Maxomys_bartelsii,?
Maxomys_dollmani,?
Maxomys_hellwaldii,?
Maxomys_hylomyoides,?
Maxomys_inas,?
Maxomys_inflatus,?
Maxomys_moi,?
Maxomys_musschenbroekii,?
Maxomys_ochraceiventer,?
Maxomys_pagensis,?
Maxomys_panglima,?
Maxomys_rajah,?
Maxomys_surifer,0
Maxomys_tajuddinii,?
Maxomys_wattsi,?
Maxomys_whiteheadi,0
Melasmothrix_naso,?
Melomys_aerosus,?
Melomys_arcium,?
Melomys_bannisteri,?
Melomys_bougainville,?
Melomys_burtoni,?
Melomys_capensis,?
Melomys_caurinus,?
Melomys_cervinipes,0
Melomys_cooperae,?
Melomys_dollmani,?
Melomys_fraterculus,?
Melomys_frigicola,?
Melomys_fulgens,?
Melomys_howi,?
Melomys_leucogaster,?
Melomys_lutillus,?
Melomys_matambuai,?
Melomys_obiensis,?
Melomys_paveli,?
Melomys_rubicola,?
Melomys_rufescens,?
Melomys_talaudium,?
Meriones_arimalius,?
Meriones_chengi,?
Meriones_crassus,0
Meriones_dahli,?
Meriones_grandis,?
Meriones_hurrianae,0
Meriones_libycus,0
Meriones_meridianus,0
Meriones_persicus,0
Meriones_rex,?
Meriones_sacramenti,0
Meriones_shawi,?
Meriones_tamariscinus,0
Meriones_tristrami,0
Meriones_unguiculatus,0
Meriones_vinogradovi,?
Meriones_zarudnyi,?
Mesembriomys_gouldii,?
Mesembriomys_macrurus,?
Microdillus_peeli,?
Microhydromys_argenteus,?
Microhydromys_richardsoni,?
Micromys_minutus,0
Millardia_gleadowi,?
Millardia_kathleenae,?
Millardia_kondana,?
Millardia_meltada,0
Muriculus_imberbis,?
Mus_baoulei,?
Mus_booduga,0
Mus_bufo,0
Mus_callewaerti,?
Mus_caroli,?
Mus_cervicolor,?
Mus_cookii,?
Mus_crociduroides,?
Mus_cypriacus,?
Mus_famulus,?
Mus_fernandoni,?
Mus_fragilicauda,?
Mus_goundae,?
Mus_haussa,?
Mus_indutus,?
Mus_macedonicus,0
Mus_mahomet,?
Mus_mattheyi,?
Mus_mayori,?
Mus_minutoides,0
Mus_musculoides,0
Mus_musculus,1
Mus_neavei,?
Mus_orangiae,?
Mus_oubanguii,?
Mus_pahari,?
Mus_phillipsi,?
Mus_platythrix,0
Mus_saxicola,?
Mus_setulosus,0
Mus_setzeri,?
Mus_shortridgei,?
Mus_sorella,?
Mus_spicilegus,0
Mus_spretus,0
Mus_tenellus,?
Mus_terricolor,?
Mus_triton,0
Mus_vulcani,?
Mylomys_dybowskii,0
Mylomys_rex,?
Myomyscus_angolensis,?
Myomyscus_brockmani,?
Myomyscus_verreauxii,0
Myomyscus_yemeni,?
Nesokia_bunnii,?
Nesokia_indica,0
Nesoromys_ceramicus,?
Nilopegamys_plumbeus,?
Niviventer_andersoni,?
Niviventer_brahma,?
Niviventer_cameroni,?
Niviventer_confucianus,?
Niviventer_coninga,?
Niviventer_cremoriventer,0
Niviventer_culturatus,?
Niviventer_eha,?
Niviventer_excelsior,?
Niviventer_fraternus,?
Niviventer_fulvescens,?
Niviventer_hinpoon,?
Niviventer_langbianis,?
Niviventer_lepturus,?
Niviventer_niviventer,?
Niviventer_rapit,?
Niviventer_tenaster,?
Notomys_alexis,1
Notomys_amplus,?
Notomys_aquilo,?
Notomys_cervinus,0
Notomys_fuscus,?
Notomys_longicaudatus,?
Notomys_macrotis,?
Notomys_mitchellii,0
Notomys_mordax,?
Notomys_robustus,?
Oenomys_hypoxanthus,0
Oenomys_ornatus,?
Otomys_anchietae,?
Otomys_angoniensis,0
Otomys_barbouri,?
Otomys_burtoni,?
Otomys_cuanzensis,?
Otomys_denti,?
Otomys_irroratus,0
Otomys_lacustris,?
Otomys_laminatus,?
Otomys_occidentalis,0
Otomys_saundersiae,?
Otomys_sloggetti,?
Otomys_tropicalis,?
Otomys_typus,?
Otomys_unisulcatus,0
Pachyuromys_duprasi,?
Palawanomys_furvus,?
Papagomys_armandvillei,?
Papagomys_theodorverhoeveni,?
Parahydromys_asper,?
Paraleptomys_rufilatus,?
Paraleptomys_wilhelmina,?
Paramelomys_gressitti,?
Paramelomys_levipes,?
Paramelomys_lorentzii,?
Paramelomys_mollis,?
Paramelomys_moncktoni,?
Paramelomys_naso,?
Paramelomys_platyops,?
Paramelomys_rubex,?
Paramelomys_steini,?
Parotomys_brantsii,?
Parotomys_littledalei,?
Paruromys_dominator,0
Paucidentomys_vermidax,?
Paulamys_naso,?
Pelomys_campanae,?
Pelomys_fallax,0
Pelomys_hopkinsi,?
Pelomys_isseli,?
Pelomys_minor,?
Phloeomys_cumingi,?
Phloeomys_pallidus,?
Pithecheir_melanurus,?
Pithecheir_parvus,?
Pithecheirops_otion,?
Pogonomelomys_brassi,?
Pogonomelomys_bruijnii,?
Pogonomelomys_mayeri,?
Pogonomys_championi,?
Pogonomys_fergussoniensis,?
Pogonomys_loriae,?
Pogonomys_macrourus,?
Pogonomys_sylvestris,?
Praomys_daltoni,0
Praomys_degraaffi,?
Praomys_delectorum,?
Praomys_derooi,?
Praomys_hartwigi,0
Praomys_jacksoni,?
Praomys_lukolelae,?
Praomys_minor,?
Praomys_misonnei,?
Praomys_morio,?
Praomys_mutoni,?
Praomys_obscurus,?
Praomys_petteri,?
Praomys_rostratus,?
Praomys_tullbergi,0
Praomys_verschureni,?
Protochromys_fellowsi,?
Psammomys_obesus,0
Psammomys_vexillaris,?
Pseudoberylmys_muongbangensis,?
Pseudohydromys_berniceae,?
Pseudohydromys_ellermani,?
Pseudohydromys_fuscus,?
Pseudohydromys_germani,?
Pseudohydromys_murinus,?
Pseudohydromys_musseri,?
Pseudohydromys_occidentalis,?
Pseudohydromys_patriciae,?
Pseudohydromys_sandrae,?
Pseudomys_albocinereus,1
Pseudomys_apodemoides,0
Pseudomys_australis,?
Pseudomys_bolami,?
Pseudomys_calabyi,?
Pseudomys_chapmani,?
Pseudomys_delicatulus,?
Pseudomys_desertor,0
Pseudomys_fieldi,?
Pseudomys_fumeus,?
Pseudomys_glaucus,?
Pseudomys_gouldii,?
Pseudomys_gracilicaudatus,?
Pseudomys_hermannsburgensis,0
Pseudomys_higginsi,0
Pseudomys_johnsoni,?
Pseudomys_nanus,?
Pseudomys_novaehollandiae,0
Pseudomys_occidentalis,?
Pseudomys_oralis,?
Pseudomys_patrius,?
Pseudomys_pilligaensis,?
Pseudomys_shortridgei,?
Rattus_adustus,?
Rattus_andamanensis,0
Rattus_annandalei,?
Rattus_arfakienis,?
Rattus_argentiventer,0
Rattus_arrogans,?
Rattus_baluensis,?
Rattus_blangorum,?
Rattus_bontanus,?
Rattus_burrus,?
Rattus_colletti,?
Rattus_elaphinus,?
Rattus_enganus,?
Rattus_everetti,0
Rattus_exulans,0
Rattus_feliceus,?
Rattus_fuscipes,0
Rattus_giluwensis,?
Rattus_hainaldi,?
Rattus_hoffmanni,?
Rattus_hoogerwerfi,?
Rattus_jobiensis,?
Rattus_koopmani,?
Rattus_korinchi,?
Rattus_leucopus,?
Rattus_losea,?
Rattus_lugens,?
Rattus_lutreolus,0
Rattus_macleari,?
Rattus_marmosurus,?
Rattus_mindorensis,?
Rattus_mollicomulus,?
Rattus_montanus,?
Rattus_mordax,?
Rattus_morotaiensis,?
Rattus_nativitatis,?
Rattus_nikenii,?
Rattus_niobe,?
Rattus_nitidus,?
Rattus_norvegicus,1
Rattus_novaeguineae,?
Rattus_omichlodes,?
Rattus_osgoodi,?
Rattus_palmarum,?
Rattus_pelurus,?
Rattus_pococki,?
Rattus_praetor,?
Rattus_pyctoris,?
Rattus_ranjiniae,?
Rattus_rattus,0
Rattus_richardsoni,?
Rattus_salocco,?
Rattus_sanila,?
Rattus_satarae,?
Rattus_simalurensis,?
Rattus_sordidus,?
Rattus_steini,?
Rattus_stoicus,?
Rattus_tanezumi,0
Rattus_tawitawiensis,?
Rattus_timorensis,?
Rattus_tiomanicus,0
Rattus_tunneyi,0
Rattus_vandeuseni,?
Rattus_verecundus,?
Rattus_villosissimus,0
Rattus_xanthurus,?
Rhabdomys_pumilio,0
Rhagamys_orthodon,?
Rhombomys_opimus,0
Rhynchomys_banahao,?
Rhynchomys_isarogensis,0
Rhynchomys_soricoides,?
Rhynchomys_tapulao,?
Saxatilomys_paulinae,?
Sekeetamys_calurus,?
Solomys_ponceleti,?
Solomys_salamonis,?
Solomys_salebrosus,?
Solomys_sapientis,?
Solomys_spriggsarum,?
Sommeromys_macrorhinos,?
Soricomys_kalinga,?
Soricomys_musseri,?
Spelaeomys_florensis,?
Srilankamys_ohiensis,?
Stenocephalemys_albipes,?
Stenocephalemys_albocaudata,?
Stenocephalemys_griseicauda,?
Stenocephalemys_ruppi,?
Stochomys_longicaudatus,0
Sundamys_infraluteus,?
Sundamys_maxi,?
Sundamys_muelleri,0
Taeromys_arcuatus,?
Taeromys_callitrichus,?
Taeromys_celebensis,?
Taeromys_hamatus,?
Taeromys_microbullatus,?
Taeromys_punicans,?
Taeromys_taerae,?
Tarsomys_apoensis,?
Tarsomys_echinatus,?
Tateomys_macrocercus,?
Tateomys_rhinogradoides,?
Tatera_indica,0
Taterillus_arenarius,?
Taterillus_congicus,?
Taterillus_emini,?
Taterillus_gracilis,0
Taterillus_lacustris,?
Taterillus_petteri,?
Taterillus_pygargus,0
Taterillus_tranieri,?
Thallomys_loringi,?
Thallomys_nigricauda,?
Thallomys_paedulcus,0
Thallomys_shortridgei,?
Thamnomys_kempi,?
Thamnomys_schoutedeni,?
Thamnomys_venustus,?
Tokudaia_muenninki,?
Tokudaia_osimensis,?
Tokudaia_tokunoshimensis,?
Tonkinomys_daovantieni,?
Tryphomys_adustus,?
Uranomys_ruddi,0
Uromys_anak,?
Uromys_boeadii,?
Uromys_caudimaculatus,?
Uromys_emmae,?
Uromys_hadrourus,?
Uromys_imperator,?
Uromys_neobritannicus,?
Uromys_porculus,?
Uromys_rex,?
Uromys_siebersi,?
Vandeleuria_nilagirica,?
Vandeleuria_nolthenii,?
Vandeleuria_oleracea,?
Vernaya_fulva,?
Xenuromys_barbatus,?
Xeromys_myoides,?
Zelotomys_hildegardeae,0
Zelotomys_woosnami,?
Zyzomys_argurus,0
Zyzomys_maini,?
Zyzomys_palatalis,?
Zyzomys_pedunculatus,?
Zyzomys_woodwardi,?
Beamys_hindei,?
Brachytarsomys_albicauda,?
Brachytarsomys_villosa,?
Brachyuromys_betsileoensis,?
Brachyuromys_ramirohitra,?
Cricetomys_emini,0
Cricetomys_gambianus,0
Delanymys_brooksi,0
Dendromus_insignis,0
Dendromus_kahuziensis,?
Dendromus_kivu,?
Dendromus_lachaisei,?
Dendromus_lovati,?
Dendromus_melanotis,0
Dendromus_mesomelas,0
Dendromus_messorius,?
Dendromus_mystacalis,0
Dendromus_nyikae,?
Dendromus_oreas,?
Dendromus_ruppi,?
Dendromus_vernayi,?
Dendroprionomys_rousseloti,?
Eliurus_antsingy,?
Eliurus_carletoni,?
Eliurus_danieli,?
Eliurus_ellermani,?
Eliurus_grandidieri,?
Eliurus_majori,?
Eliurus_minor,?
Eliurus_myoxinus,?
Eliurus_penicillatus,?
Eliurus_petteri,?
Eliurus_tanala,?
Eliurus_webbi,?
Gymnuromys_roberti,?
Hypogeomys_antimena,0
Hypogeomys_australis,?
Macrotarsomys_bastardi,?
Macrotarsomys_ingens,?
Macrotarsomys_petteri,?
Malacothrix_typica,?
Megadendromus_nikolausi,?
Monticolomys_koopmani,?
Mystromys_albicaudatus,?
Nesomys_audeberti,?
Nesomys_lambertoni,?
Nesomys_rufus,?
Petromyscus_barbouri,?
Petromyscus_collinus,?
Petromyscus_monticularis,?
Petromyscus_shortridgei,?
Prionomys_batesi,?
Saccostomus_campestris,0
Saccostomus_mearnsi,0
Steatomys_bocagei,?
Steatomys_caurinus,?
Steatomys_cuppedius,?
Steatomys_jacksoni,?
Steatomys_krebsii,?
Steatomys_opimus,?
Steatomys_parvus,?
Steatomys_pratensis,0
Voalavo_antsahabensis,?
Voalavo_gymnocaudus,?
Platacanthomys_lasiurus,?
Typhlomys_cinereus,?
Cannomys_badius,0
Eospalax_fontanierii,?
Eospalax_rothschildi,?
Eospalax_smithii,?
Myospalax_aspalax,?
Myospalax_myospalax,0
Myospalax_psilurus,?
Rhizomys_pruinosus,?
Rhizomys_sinensis,?
Rhizomys_sumatrensis,?
Spalax_arenarius,?
Spalax_ehrenbergi,0
Spalax_giganteus,?
Spalax_graecus,?
Spalax_leucodon,0
Spalax_microphthalmus,?
Spalax_nehringi,?
Spalax_uralensis,?
Spalax_zemni,?
Tachyoryctes_macrocephalus,0
Tachyoryctes_splendens,0
