Iteration	Posterior	Likelihood	Prior	ex0	ex1	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	sp0	sp1	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
13	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
14	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
15	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
16	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
17	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
18	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
19	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
20	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
21	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
22	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
23	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
24	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
25	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
26	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
27	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
28	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
29	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
30	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
31	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
32	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
33	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
34	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
35	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
36	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
37	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
38	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
39	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
40	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
41	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
42	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
43	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
44	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
45	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
46	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
47	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
48	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
49	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
50	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
51	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
52	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
53	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
54	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
55	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
56	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
57	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
58	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
59	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
60	-666.1157	-688.713	22.59726	3.512607e-06	0.2620653	2.40043e-06	0.179089	4.62479e-06	0.345042	0.683375	1.31663	0.4861333	0.720441	1.38804	3.51261e-06	0.262065	0.005147431	0.00514743	0.00514743	0.446938	0.11908	0.011742	0.42224	0.2190504	0.00271885	0.121004	0.0015019	0.317097	0.0039358	0.552404	1.4476	0.714155	0.617738	1.61881	0.21905	0.00271885	0.0041791	0.00946121
